Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,solar,wind,biomass
41208,2023-09-14 00:00:00,2024-07-17 00:00:00,3.1,265.28,412.0,80.0,19.0,0.0,538.0,272.0
41209,2023-09-14 01:00:00,2024-07-17 00:00:00,3.1,270.1,425.0,80.0,19.0,0.0,569.0,241.0
41210,2023-09-14 02:00:00,2024-07-17 00:00:00,3.1,285.75,426.0,78.0,19.0,0.0,502.0,236.0
41211,2023-09-14 03:00:00,2024-07-17 00:00:00,3.1,270.45,446.0,82.0,19.0,0.0,522.0,325.0
41212,2023-09-14 04:00:00,2024-07-17 00:00:00,3.1,294.16,505.0,88.0,20.0,1.0,524.0,305.0
41213,2023-09-14 05:00:00,2024-07-17 00:00:00,3.1,285.53,524.0,94.0,20.0,115.0,497.0,295.0
41214,2023-09-14 06:00:00,2024-07-17 00:00:00,3.1,234.99,468.0,96.0,21.0,428.0,379.0,309.0
41215,2023-09-14 07:00:00,2024-07-17 00:00:00,3.1,203.86,528.0,109.0,23.0,854.0,334.0,364.0
41216,2023-09-14 08:00:00,2024-07-17 00:00:00,3.1,169.9,455.0,80.0,19.0,1086.0,303.0,312.0
41217,2023-09-14 09:00:00,2024-07-17 00:00:00,3.1,170.31,439.0,81.0,21.0,1190.0,226.0,228.0
41218,2023-09-14 10:00:00,2024-07-17 00:00:00,3.1,143.26,416.0,81.0,25.0,1466.0,268.0,231.0
41219,2023-09-14 11:00:00,2024-07-17 00:00:00,3.1,119.4,376.0,80.0,32.0,1613.0,418.0,231.0
41220,2023-09-14 12:00:00,2024-07-17 00:00:00,3.1,138.6,449.0,115.0,43.0,1477.0,577.0,234.0
41221,2023-09-14 13:00:00,2024-07-17 00:00:00,3.1,129.02,402.0,136.0,54.0,1243.0,798.0,295.0
41222,2023-09-14 14:00:00,2024-07-17 00:00:00,3.1,146.54,416.0,139.0,41.0,887.0,896.0,243.0
41223,2023-09-14 15:00:00,2024-07-17 00:00:00,3.1,205.03,585.0,148.0,30.0,517.0,902.0,313.0
41224,2023-09-14 16:00:00,2024-07-17 00:00:00,3.1,246.54,642.0,196.0,29.0,189.0,939.0,326.0
41225,2023-09-14 17:00:00,2024-07-17 00:00:00,3.1,241.37,610.0,203.0,31.0,24.0,1046.0,370.0
41226,2023-09-14 18:00:00,2024-07-17 00:00:00,3.1,238.06,582.0,200.0,30.0,0.0,1029.0,379.0
41227,2023-09-14 19:00:00,2024-07-17 00:00:00,3.1,235.74,567.0,173.0,27.0,0.0,1055.0,324.0
41228,2023-09-14 20:00:00,2024-07-17 00:00:00,3.1,236.43,553.0,172.0,24.0,0.0,992.0,347.0
41229,2023-09-14 21:00:00,2024-07-17 00:00:00,3.1,214.63,481.0,146.0,27.0,0.0,1051.0,301.0
41230,2023-09-14 22:00:00,2024-07-17 00:00:00,3.1,177.75,444.0,110.0,27.0,0.0,1338.0,270.0
41231,2023-09-14 23:00:00,2024-07-17 00:00:00,3.1,173.71,453.0,102.0,26.0,0.0,1386.0,293.0
