UTC time,coal,nat_gas,oil,solar,wind,biomass
2023-12-20 00:00:00,194.0,184.0,51.0,0.0,3783.0,320.0
2023-12-20 01:00:00,189.0,172.0,51.0,0.0,4033.0,324.0
2023-12-20 02:00:00,186.0,174.0,43.0,1.0,4069.0,322.0
2023-12-20 03:00:00,187.0,169.0,42.0,1.0,4288.0,324.0
2023-12-20 04:00:00,223.0,196.0,46.0,1.0,4393.0,389.0
2023-12-20 05:00:00,330.0,217.0,56.0,1.0,4116.0,611.0
2023-12-20 06:00:00,354.0,258.0,63.0,1.0,3826.0,765.0
2023-12-20 07:00:00,360.0,270.0,77.0,2.0,3834.0,842.0
2023-12-20 08:00:00,408.0,271.0,88.0,49.0,3528.0,855.0
2023-12-20 09:00:00,453.0,272.0,96.0,158.0,3769.0,789.0
2023-12-20 10:00:00,401.0,265.0,88.0,294.0,4204.0,772.0
2023-12-20 11:00:00,365.0,238.0,72.0,350.0,4547.0,827.0
2023-12-20 12:00:00,393.0,248.0,65.0,315.0,4919.0,834.0
2023-12-20 13:00:00,536.0,243.0,69.0,162.0,4858.0,900.0
2023-12-20 14:00:00,538.0,253.0,68.0,23.0,4614.0,928.0
2023-12-20 15:00:00,539.0,379.0,68.0,0.0,4427.0,937.0
2023-12-20 16:00:00,541.0,396.0,69.0,0.0,4127.0,921.0
2023-12-20 17:00:00,540.0,393.0,69.0,0.0,3764.0,871.0
2023-12-20 18:00:00,542.0,397.0,69.0,0.0,3389.0,953.0
2023-12-20 19:00:00,546.0,387.0,70.0,0.0,3092.0,904.0
2023-12-20 20:00:00,536.0,244.0,68.0,0.0,2876.0,862.0
2023-12-20 21:00:00,522.0,219.0,66.0,0.0,2614.0,806.0
2023-12-20 22:00:00,428.0,215.0,64.0,0.0,2381.0,693.0
2023-12-20 23:00:00,356.0,193.0,61.0,0.0,2218.0,649.0
