Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,nuclear,oil,hydro,solar,wind,biomass,unknown
40992,2023-09-05 00:00:00,2024-07-17 00:00:00,3.1,193.54,1480.0,2829.0,0.0,6.0,0.0,713.5,332.0,383.0
40993,2023-09-05 01:00:00,2024-07-17 00:00:00,3.1,194.67,1545.0,2832.0,0.0,5.0,0.0,642.25,328.0,333.0
40994,2023-09-05 02:00:00,2024-07-17 00:00:00,3.1,199.1,1475.0,2832.0,0.0,5.0,0.0,572.625,324.0,398.0
40995,2023-09-05 03:00:00,2024-07-17 00:00:00,3.1,214.91,1747.0,2831.0,0.0,5.0,0.0,439.5416666666667,327.0,370.0
40996,2023-09-05 04:00:00,2024-07-17 00:00:00,3.1,233.78,1867.0,2835.0,0.0,5.0,0.0,375.84722222222223,327.0,507.0
40997,2023-09-05 05:00:00,2024-07-17 00:00:00,3.1,231.54,1833.0,2838.0,0.0,5.0,212.0,474.9236111111111,330.0,630.0
40998,2023-09-05 06:00:00,2024-07-17 00:00:00,3.1,207.75,1781.0,2838.0,0.0,7.0,1113.0,484.46180555555554,322.0,657.0
40999,2023-09-05 07:00:00,2024-07-17 00:00:00,3.1,183.92,1796.0,2836.0,0.0,7.0,2281.0,363.23090277777777,319.0,589.0
41000,2023-09-05 08:00:00,2024-07-17 00:00:00,3.1,163.79,1673.0,2832.0,0.0,8.0,3454.0,245.11545138888889,316.0,582.0
41001,2023-09-05 09:00:00,2024-07-17 00:00:00,3.1,149.96,1658.0,2825.0,0.0,7.0,4416.0,167.0384837962963,310.0,525.0
41002,2023-09-05 10:00:00,2024-07-17 00:00:00,3.1,132.18,1460.0,2818.0,0.0,6.0,5091.0,168.0,302.0,443.0
41003,2023-09-05 11:00:00,2024-07-17 00:00:00,3.1,122.76,1312.0,2814.0,0.0,6.0,5351.0,148.5,311.0,398.0
41004,2023-09-05 12:00:00,2024-07-17 00:00:00,3.1,127.63,1366.0,2810.0,0.0,8.0,5216.0,167.25,310.0,436.0
41005,2023-09-05 13:00:00,2024-07-17 00:00:00,3.1,138.83,1509.0,2807.0,0.0,7.0,4658.0,220.625,306.0,471.0
41006,2023-09-05 14:00:00,2024-07-17 00:00:00,3.1,155.14,1722.0,2802.0,0.0,7.0,3756.0,240.54166666666663,309.0,460.0
41007,2023-09-05 15:00:00,2024-07-17 00:00:00,3.1,181.49,1997.0,2801.0,0.0,8.0,2590.0,427.2708333333333,310.0,523.0
41008,2023-09-05 16:00:00,2024-07-17 00:00:00,3.1,229.9,2650.0,2805.0,0.0,8.0,1380.0,431.09027777777777,310.0,581.0
41009,2023-09-05 17:00:00,2024-07-17 00:00:00,3.1,270.16,2776.0,2807.0,0.0,8.0,415.0,168.0,306.0,618.0
41010,2023-09-05 18:00:00,2024-07-17 00:00:00,3.1,276.37,2789.0,2811.0,8.0,7.0,5.0,313.0,314.0,578.0
41011,2023-09-05 19:00:00,2024-07-17 00:00:00,3.1,266.62,2827.0,2817.0,12.0,8.0,0.0,430.0,315.0,472.0
41012,2023-09-05 20:00:00,2024-07-17 00:00:00,3.1,249.71,2487.0,2820.0,0.0,7.0,0.0,443.0,321.0,414.0
41013,2023-09-05 21:00:00,2024-07-17 00:00:00,3.1,242.17,2280.0,2820.0,0.0,4.0,0.0,408.0,323.0,400.0
41014,2023-09-05 22:00:00,2024-07-17 00:00:00,3.1,224.76,1839.0,2818.0,0.0,4.0,0.0,555.0,321.0,483.0
41015,2023-09-05 23:00:00,2024-07-17 00:00:00,3.1,221.7,1731.0,2817.0,0.0,4.0,0.0,422.0,320.0,446.0
