datetime,avg_oil_production_forecast
2023-06-24T00:00:00.000000000,91.21175
2023-06-24T01:00:00.000000000,91.12459
2023-06-24T02:00:00.000000000,91.64584
2023-06-24T03:00:00.000000000,91.9639
2023-06-24T04:00:00.000000000,92.06911
2023-06-24T05:00:00.000000000,88.45665
2023-06-24T06:00:00.000000000,89.09682
2023-06-24T07:00:00.000000000,89.56974
2023-06-24T08:00:00.000000000,86.6947
2023-06-24T09:00:00.000000000,86.97566
2023-06-24T10:00:00.000000000,87.49389
2023-06-24T11:00:00.000000000,86.55366
2023-06-24T12:00:00.000000000,86.89239
2023-06-24T13:00:00.000000000,86.88844
2023-06-24T14:00:00.000000000,86.9025
2023-06-24T15:00:00.000000000,85.53933
2023-06-24T16:00:00.000000000,86.78768
2023-06-24T17:00:00.000000000,84.01658
2023-06-24T18:00:00.000000000,84.26884
2023-06-24T19:00:00.000000000,85.71006
2023-06-24T20:00:00.000000000,83.72206
2023-06-24T21:00:00.000000000,84.51109
2023-06-24T22:00:00.000000000,85.54227
2023-06-24T23:00:00.000000000,86.73843
2023-06-25T00:00:00.000000000,89.77725
2023-06-25T01:00:00.000000000,89.71643
2023-06-25T02:00:00.000000000,90.24558
2023-06-25T03:00:00.000000000,90.58004
2023-06-25T04:00:00.000000000,90.68244
2023-06-25T05:00:00.000000000,87.16113
2023-06-25T06:00:00.000000000,87.7963
2023-06-25T07:00:00.000000000,88.26754
2023-06-25T08:00:00.000000000,85.46251
2023-06-25T09:00:00.000000000,85.71542
2023-06-25T10:00:00.000000000,86.22988
2023-06-25T11:00:00.000000000,85.34037
2023-06-25T12:00:00.000000000,85.73119
2023-06-25T13:00:00.000000000,85.65449
2023-06-25T14:00:00.000000000,85.66077
2023-06-25T15:00:00.000000000,84.31957
2023-06-25T16:00:00.000000000,85.53624
2023-06-25T17:00:00.000000000,82.85411
2023-06-25T18:00:00.000000000,83.12959
2023-06-25T19:00:00.000000000,84.5343
2023-06-25T20:00:00.000000000,82.58248
2023-06-25T21:00:00.000000000,83.35914
2023-06-25T22:00:00.000000000,84.37373
2023-06-25T23:00:00.000000000,85.54018
2023-06-26T00:00:00.000000000,86.89032
2023-06-26T01:00:00.000000000,86.88394
2023-06-26T02:00:00.000000000,87.43304
2023-06-26T03:00:00.000000000,87.80145
2023-06-26T04:00:00.000000000,87.95602
2023-06-26T05:00:00.000000000,84.5006
2023-06-26T06:00:00.000000000,85.15613
2023-06-26T07:00:00.000000000,85.72939
2023-06-26T08:00:00.000000000,83.02024
2023-06-26T09:00:00.000000000,83.23521
2023-06-26T10:00:00.000000000,83.79341
2023-06-26T11:00:00.000000000,83.00174
2023-06-26T12:00:00.000000000,83.32213
2023-06-26T13:00:00.000000000,83.29147
2023-06-26T14:00:00.000000000,83.11928
2023-06-26T15:00:00.000000000,81.88813
2023-06-26T16:00:00.000000000,83.17413
2023-06-26T17:00:00.000000000,80.53026
2023-06-26T18:00:00.000000000,80.85257
2023-06-26T19:00:00.000000000,82.20445
2023-06-26T20:00:00.000000000,80.31863
2023-06-26T21:00:00.000000000,81.13391
2023-06-26T22:00:00.000000000,82.03306
2023-06-26T23:00:00.000000000,83.18259
2023-06-27T00:00:00.000000000,84.41692
2023-06-27T01:00:00.000000000,84.45594
2023-06-27T02:00:00.000000000,85.01853
2023-06-27T03:00:00.000000000,85.4152
2023-06-27T04:00:00.000000000,85.56353
2023-06-27T05:00:00.000000000,82.26811
2023-06-27T06:00:00.000000000,82.91428
2023-06-27T07:00:00.000000000,83.48212
2023-06-27T08:00:00.000000000,80.89479
2023-06-27T09:00:00.000000000,81.06093
2023-06-27T10:00:00.000000000,81.61142
2023-06-27T11:00:00.000000000,80.9073
2023-06-27T12:00:00.000000000,81.32169
2023-06-27T13:00:00.000000000,81.16098
2023-06-27T14:00:00.000000000,80.97927
2023-06-27T15:00:00.000000000,79.78444
2023-06-27T16:00:00.000000000,81.01261
2023-06-27T17:00:00.000000000,78.52551
2023-06-27T18:00:00.000000000,78.88787
2023-06-27T19:00:00.000000000,80.17631
2023-06-27T20:00:00.000000000,78.35303
2023-06-27T21:00:00.000000000,79.14547
2023-06-27T22:00:00.000000000,80.01797
2023-06-27T23:00:00.000000000,81.11524
