datetime,avg_solar_production_forecast
2023-06-23T00:00:00.000000000,11014.50011
2023-06-23T01:00:00.000000000,6554.10008
2023-06-23T02:00:00.000000000,1642.37996
2023-06-23T03:00:00.000000000,43.41
2023-06-23T04:00:00.000000000,0.0
2023-06-23T05:00:00.000000000,0.0
2023-06-23T06:00:00.000000000,0.0
2023-06-23T07:00:00.000000000,0.0
2023-06-23T08:00:00.000000000,0.0
2023-06-23T09:00:00.000000000,0.0
2023-06-23T10:00:00.000000000,0.0
2023-06-23T11:00:00.000000000,0.0
2023-06-23T12:00:00.000000000,62.55
2023-06-23T13:00:00.000000000,2742.40993
2023-06-23T14:00:00.000000000,8356.40009
2023-06-23T15:00:00.000000000,12126.98037
2023-06-23T16:00:00.000000000,13464.41062
2023-06-23T17:00:00.000000000,14087.4296
2023-06-23T18:00:00.000000000,14390.43012
2023-06-23T19:00:00.000000000,14457.34926
2023-06-23T20:00:00.000000000,14426.6006
2023-06-23T21:00:00.000000000,14288.37991
2023-06-23T22:00:00.000000000,13882.28976
2023-06-23T23:00:00.000000000,13131.62034
2023-06-24T00:00:00.000000000,11952.17072
2023-06-24T01:00:00.000000000,8726.12845
2023-06-24T02:00:00.000000000,5928.88471
2023-06-24T03:00:00.000000000,3901.57652
2023-06-24T04:00:00.000000000,2501.16876
2023-06-24T05:00:00.000000000,1562.07285
2023-06-24T06:00:00.000000000,1007.35507
2023-06-24T07:00:00.000000000,32.51728
2023-06-24T08:00:00.000000000,0.0
2023-06-24T09:00:00.000000000,427.77944
2023-06-24T10:00:00.000000000,747.47861
2023-06-24T11:00:00.000000000,156.78709
2023-06-24T12:00:00.000000000,0.0
2023-06-24T13:00:00.000000000,699.41889
2023-06-24T14:00:00.000000000,3007.90604
2023-06-24T15:00:00.000000000,5579.53721
2023-06-24T16:00:00.000000000,7881.39648
2023-06-24T17:00:00.000000000,10596.02394
2023-06-24T18:00:00.000000000,11708.41333
2023-06-24T19:00:00.000000000,12289.52914
2023-06-24T20:00:00.000000000,13338.90196
2023-06-24T21:00:00.000000000,14028.10835
2023-06-24T22:00:00.000000000,14743.50402
2023-06-24T23:00:00.000000000,14388.5426
2023-06-25T00:00:00.000000000,13036.18839
2023-06-25T01:00:00.000000000,11359.71308
2023-06-25T02:00:00.000000000,8816.74596
2023-06-25T03:00:00.000000000,5915.07109
2023-06-25T04:00:00.000000000,3339.28287
2023-06-25T05:00:00.000000000,1632.4149
2023-06-25T06:00:00.000000000,1143.11314
2023-06-25T07:00:00.000000000,211.53576
2023-06-25T08:00:00.000000000,0.0
2023-06-25T09:00:00.000000000,0.0
2023-06-25T10:00:00.000000000,264.5098
2023-06-25T11:00:00.000000000,131.71167
2023-06-25T12:00:00.000000000,0.0
2023-06-25T13:00:00.000000000,0.0
2023-06-25T14:00:00.000000000,691.00612
2023-06-25T15:00:00.000000000,2361.69185
2023-06-25T16:00:00.000000000,5323.52851
2023-06-25T17:00:00.000000000,9382.32961
2023-06-25T18:00:00.000000000,11642.11592
2023-06-25T19:00:00.000000000,12571.86024
2023-06-25T20:00:00.000000000,13164.76585
2023-06-25T21:00:00.000000000,12743.47116
2023-06-25T22:00:00.000000000,13010.56345
2023-06-25T23:00:00.000000000,13714.3933
2023-06-26T00:00:00.000000000,12390.83008
2023-06-26T01:00:00.000000000,10965.59447
2023-06-26T02:00:00.000000000,8814.27178
2023-06-26T03:00:00.000000000,6257.51336
2023-06-26T04:00:00.000000000,3821.61814
2023-06-26T05:00:00.000000000,2030.67809
2023-06-26T06:00:00.000000000,1292.53717
2023-06-26T07:00:00.000000000,231.80453
2023-06-26T08:00:00.000000000,0.0
2023-06-26T09:00:00.000000000,0.0
2023-06-26T10:00:00.000000000,309.05953
2023-06-26T11:00:00.000000000,127.93778
2023-06-26T12:00:00.000000000,0.0
2023-06-26T13:00:00.000000000,0.0
2023-06-26T14:00:00.000000000,611.79063
2023-06-26T15:00:00.000000000,1998.76469
2023-06-26T16:00:00.000000000,4460.83485
2023-06-26T17:00:00.000000000,8017.41082
2023-06-26T18:00:00.000000000,10110.83189
2023-06-26T19:00:00.000000000,11248.04754
2023-06-26T20:00:00.000000000,12247.06162
2023-06-26T21:00:00.000000000,12137.18077
2023-06-26T22:00:00.000000000,12448.66077
2023-06-26T23:00:00.000000000,13068.98876
