datetime,avg_nuclear_production_forecast
2023-06-27T00:00:00.000000000,2264.6711
2023-06-27T01:00:00.000000000,2268.89247
2023-06-27T02:00:00.000000000,2276.48348
2023-06-27T03:00:00.000000000,2282.04482
2023-06-27T04:00:00.000000000,2280.79371
2023-06-27T05:00:00.000000000,2277.99966
2023-06-27T06:00:00.000000000,2273.05665
2023-06-27T07:00:00.000000000,2272.6013
2023-06-27T08:00:00.000000000,2272.73643
2023-06-27T09:00:00.000000000,2272.53428
2023-06-27T10:00:00.000000000,2272.09327
2023-06-27T11:00:00.000000000,2271.38568
2023-06-27T12:00:00.000000000,2272.86433
2023-06-27T13:00:00.000000000,2273.00041
2023-06-27T14:00:00.000000000,2273.19615
2023-06-27T15:00:00.000000000,2272.16179
2023-06-27T16:00:00.000000000,2272.48364
2023-06-27T17:00:00.000000000,2272.13231
2023-06-27T18:00:00.000000000,2272.02475
2023-06-27T19:00:00.000000000,2270.68082
2023-06-27T20:00:00.000000000,2270.26178
2023-06-27T21:00:00.000000000,2270.46052
2023-06-27T22:00:00.000000000,2271.55766
2023-06-27T23:00:00.000000000,2270.94344
2023-06-28T00:00:00.000000000,2271.22243
2023-06-28T01:00:00.000000000,2275.46332
2023-06-28T02:00:00.000000000,2283.07972
2023-06-28T03:00:00.000000000,2288.6629
2023-06-28T04:00:00.000000000,2287.41834
2023-06-28T05:00:00.000000000,2284.62457
2023-06-28T06:00:00.000000000,2279.65562
2023-06-28T07:00:00.000000000,2279.18908
2023-06-28T08:00:00.000000000,2279.30756
2023-06-28T09:00:00.000000000,2279.07947
2023-06-28T10:00:00.000000000,2278.61116
2023-06-28T11:00:00.000000000,2277.87641
2023-06-28T12:00:00.000000000,2279.33677
2023-06-28T13:00:00.000000000,2279.45142
2023-06-28T14:00:00.000000000,2279.63064
2023-06-28T15:00:00.000000000,2278.57185
2023-06-28T16:00:00.000000000,2278.88074
2023-06-28T17:00:00.000000000,2278.51316
2023-06-28T18:00:00.000000000,2278.40069
2023-06-28T19:00:00.000000000,2277.04775
2023-06-28T20:00:00.000000000,2276.61697
2023-06-28T21:00:00.000000000,2276.80752
2023-06-28T22:00:00.000000000,2277.90193
2023-06-28T23:00:00.000000000,2277.28225
2023-06-29T00:00:00.000000000,2277.13825
2023-06-29T01:00:00.000000000,2281.39688
2023-06-29T02:00:00.000000000,2289.03635
2023-06-29T03:00:00.000000000,2294.63891
2023-06-29T04:00:00.000000000,2293.40063
2023-06-29T05:00:00.000000000,2290.60713
2023-06-29T06:00:00.000000000,2285.61443
2023-06-29T07:00:00.000000000,2285.13806
2023-06-29T08:00:00.000000000,2285.24152
2023-06-29T09:00:00.000000000,2284.98983
2023-06-29T10:00:00.000000000,2284.49708
2023-06-29T11:00:00.000000000,2283.73763
2023-06-29T12:00:00.000000000,2285.1816
2023-06-29T13:00:00.000000000,2285.27701
2023-06-29T14:00:00.000000000,2285.44108
2023-06-29T15:00:00.000000000,2284.36031
2023-06-29T16:00:00.000000000,2284.65746
2023-06-29T17:00:00.000000000,2284.27514
2023-06-29T18:00:00.000000000,2284.15858
2023-06-29T19:00:00.000000000,2282.79718
2023-06-29T20:00:00.000000000,2282.35603
2023-06-29T21:00:00.000000000,2282.5392
2023-06-29T22:00:00.000000000,2283.63116
2023-06-29T23:00:00.000000000,2283.00629
2023-06-30T00:00:00.000000000,2282.45799
2023-06-30T01:00:00.000000000,2286.73232
2023-06-30T02:00:00.000000000,2294.39267
2023-06-30T03:00:00.000000000,2300.0127
2023-06-30T04:00:00.000000000,2298.77988
2023-06-30T05:00:00.000000000,2295.98665
2023-06-30T06:00:00.000000000,2290.97266
2023-06-30T07:00:00.000000000,2290.48729
2023-06-30T08:00:00.000000000,2290.5771
2023-06-30T09:00:00.000000000,2290.30466
2023-06-30T10:00:00.000000000,2289.7898
2023-06-30T11:00:00.000000000,2289.00796
2023-06-30T12:00:00.000000000,2290.43733
2023-06-30T13:00:00.000000000,2290.5154
2023-06-30T14:00:00.000000000,2290.66582
2023-06-30T15:00:00.000000000,2289.5654
2023-06-30T16:00:00.000000000,2289.8519
2023-06-30T17:00:00.000000000,2289.45621
2023-06-30T18:00:00.000000000,2289.33582
2023-06-30T19:00:00.000000000,2287.96705
2023-06-30T20:00:00.000000000,2287.51662
2023-06-30T21:00:00.000000000,2287.69297
2023-06-30T22:00:00.000000000,2288.78274
2023-06-30T23:00:00.000000000,2288.1535
