datetime,avg_oil_production_forecast
2023-06-25T00:00:00.000000000,44.47282
2023-06-25T01:00:00.000000000,45.24385
2023-06-25T02:00:00.000000000,46.02085
2023-06-25T03:00:00.000000000,46.87307
2023-06-25T04:00:00.000000000,46.87265
2023-06-25T05:00:00.000000000,46.25893
2023-06-25T06:00:00.000000000,46.72868
2023-06-25T07:00:00.000000000,47.12127
2023-06-25T08:00:00.000000000,46.53854
2023-06-25T09:00:00.000000000,45.90077
2023-06-25T10:00:00.000000000,46.28414
2023-06-25T11:00:00.000000000,46.99733
2023-06-25T12:00:00.000000000,49.07554
2023-06-25T13:00:00.000000000,46.65458
2023-06-25T14:00:00.000000000,46.45454
2023-06-25T15:00:00.000000000,45.79136
2023-06-25T16:00:00.000000000,45.97514
2023-06-25T17:00:00.000000000,46.13702
2023-06-25T18:00:00.000000000,47.1459
2023-06-25T19:00:00.000000000,47.39263
2023-06-25T20:00:00.000000000,46.58507
2023-06-25T21:00:00.000000000,46.95579
2023-06-25T22:00:00.000000000,47.46618
2023-06-25T23:00:00.000000000,47.68396
2023-06-26T00:00:00.000000000,47.20278
2023-06-26T01:00:00.000000000,47.92508
2023-06-26T02:00:00.000000000,48.69121
2023-06-26T03:00:00.000000000,49.51316
2023-06-26T04:00:00.000000000,49.57611
2023-06-26T05:00:00.000000000,48.67092
2023-06-26T06:00:00.000000000,49.18073
2023-06-26T07:00:00.000000000,49.68228
2023-06-26T08:00:00.000000000,48.92111
2023-06-26T09:00:00.000000000,48.35534
2023-06-26T10:00:00.000000000,48.79733
2023-06-26T11:00:00.000000000,49.40978
2023-06-26T12:00:00.000000000,51.213
2023-06-26T13:00:00.000000000,49.12362
2023-06-26T14:00:00.000000000,48.77501
2023-06-26T15:00:00.000000000,48.13607
2023-06-26T16:00:00.000000000,48.5137
2023-06-26T17:00:00.000000000,48.36497
2023-06-26T18:00:00.000000000,49.32976
2023-06-26T19:00:00.000000000,49.66668
2023-06-26T20:00:00.000000000,48.78343
2023-06-26T21:00:00.000000000,49.24142
2023-06-26T22:00:00.000000000,49.70106
2023-06-26T23:00:00.000000000,50.01839
2023-06-27T00:00:00.000000000,49.64873
2023-06-27T01:00:00.000000000,50.32612
2023-06-27T02:00:00.000000000,51.07883
2023-06-27T03:00:00.000000000,51.87282
2023-06-27T04:00:00.000000000,51.94089
2023-06-27T05:00:00.000000000,50.8796
2023-06-27T06:00:00.000000000,51.39811
2023-06-27T07:00:00.000000000,51.90313
2023-06-27T08:00:00.000000000,51.02231
2023-06-27T09:00:00.000000000,50.50448
2023-06-27T10:00:00.000000000,50.95317
2023-06-27T11:00:00.000000000,51.47912
2023-06-27T12:00:00.000000000,53.19255
2023-06-27T13:00:00.000000000,51.2283
2023-06-27T14:00:00.000000000,50.89205
2023-06-27T15:00:00.000000000,50.21601
2023-06-27T16:00:00.000000000,50.64841
2023-06-27T17:00:00.000000000,50.34719
2023-06-27T18:00:00.000000000,51.27238
2023-06-27T19:00:00.000000000,51.67166
2023-06-27T20:00:00.000000000,50.72669
2023-06-27T21:00:00.000000000,51.20612
2023-06-27T22:00:00.000000000,51.69359
2023-06-27T23:00:00.000000000,52.06182
2023-06-28T00:00:00.000000000,51.80249
2023-06-28T01:00:00.000000000,52.44033
2023-06-28T02:00:00.000000000,53.18122
2023-06-28T03:00:00.000000000,53.95059
2023-06-28T04:00:00.000000000,54.02313
2023-06-28T05:00:00.000000000,52.82447
2023-06-28T06:00:00.000000000,53.35063
2023-06-28T07:00:00.000000000,53.8586
2023-06-28T08:00:00.000000000,52.87247
2023-06-28T09:00:00.000000000,52.39685
2023-06-28T10:00:00.000000000,52.8514
2023-06-28T11:00:00.000000000,53.30118
2023-06-28T12:00:00.000000000,54.93568
2023-06-28T13:00:00.000000000,53.08146
2023-06-28T14:00:00.000000000,52.75621
2023-06-28T15:00:00.000000000,52.04746
2023-06-28T16:00:00.000000000,52.52799
2023-06-28T17:00:00.000000000,52.09259
2023-06-28T18:00:00.000000000,52.98292
2023-06-28T19:00:00.000000000,53.4371
2023-06-28T20:00:00.000000000,52.43778
2023-06-28T21:00:00.000000000,52.93604
2023-06-28T22:00:00.000000000,53.44809
2023-06-28T23:00:00.000000000,53.8611
