datetime,avg_wind_production_forecast
2023-06-25T00:00:00.000000000,2125.09993
2023-06-25T01:00:00.000000000,2366.28
2023-06-25T02:00:00.000000000,2576.73994
2023-06-25T03:00:00.000000000,2759.36009
2023-06-25T04:00:00.000000000,2871.60004
2023-06-25T05:00:00.000000000,2904.27007
2023-06-25T06:00:00.000000000,2914.71005
2023-06-25T07:00:00.000000000,2914.81999
2023-06-25T08:00:00.000000000,3025.88986
2023-06-25T09:00:00.000000000,3149.38016
2023-06-25T10:00:00.000000000,3184.24986
2023-06-25T11:00:00.000000000,3093.42991
2023-06-25T12:00:00.000000000,2917.5899
2023-06-25T13:00:00.000000000,2700.30016
2023-06-25T14:00:00.000000000,2363.30998
2023-06-25T15:00:00.000000000,1967.77998
2023-06-25T16:00:00.000000000,1668.80005
2023-06-25T17:00:00.000000000,1522.68994
2023-06-25T18:00:00.000000000,1575.88008
2023-06-25T19:00:00.000000000,1788.02007
2023-06-25T20:00:00.000000000,2105.16004
2023-06-25T21:00:00.000000000,2471.73997
2023-06-25T22:00:00.000000000,2808.24009
2023-06-25T23:00:00.000000000,3085.2301
2023-06-26T00:00:00.000000000,3110.9366
2023-06-26T01:00:00.000000000,3279.6064
2023-06-26T02:00:00.000000000,3379.40117
2023-06-26T03:00:00.000000000,3403.37475
2023-06-26T04:00:00.000000000,3492.99312
2023-06-26T05:00:00.000000000,3574.07577
2023-06-26T06:00:00.000000000,3522.69812
2023-06-26T07:00:00.000000000,3532.10176
2023-06-26T08:00:00.000000000,3436.5382
2023-06-26T09:00:00.000000000,3357.4855
2023-06-26T10:00:00.000000000,3222.78792
2023-06-26T11:00:00.000000000,3138.63544
2023-06-26T12:00:00.000000000,2986.79634
2023-06-26T13:00:00.000000000,2860.73317
2023-06-26T14:00:00.000000000,2717.73227
2023-06-26T15:00:00.000000000,2676.14624
2023-06-26T16:00:00.000000000,2702.64448
2023-06-26T17:00:00.000000000,2567.66177
2023-06-26T18:00:00.000000000,2512.47287
2023-06-26T19:00:00.000000000,2494.98643
2023-06-26T20:00:00.000000000,2464.06331
2023-06-26T21:00:00.000000000,2531.88238
2023-06-26T22:00:00.000000000,2673.95397
2023-06-26T23:00:00.000000000,2712.36184
2023-06-27T00:00:00.000000000,2554.49334
2023-06-27T01:00:00.000000000,2740.60907
2023-06-27T02:00:00.000000000,2896.7604
2023-06-27T03:00:00.000000000,2991.62866
2023-06-27T04:00:00.000000000,3098.10216
2023-06-27T05:00:00.000000000,3157.58801
2023-06-27T06:00:00.000000000,3085.71709
2023-06-27T07:00:00.000000000,3053.04995
2023-06-27T08:00:00.000000000,2918.83519
2023-06-27T09:00:00.000000000,2776.13903
2023-06-27T10:00:00.000000000,2560.24726
2023-06-27T11:00:00.000000000,2382.80981
2023-06-27T12:00:00.000000000,2160.32611
2023-06-27T13:00:00.000000000,1964.42888
2023-06-27T14:00:00.000000000,1757.01112
2023-06-27T15:00:00.000000000,1630.39265
2023-06-27T16:00:00.000000000,1577.07538
2023-06-27T17:00:00.000000000,1418.7395
2023-06-27T18:00:00.000000000,1362.96813
2023-06-27T19:00:00.000000000,1372.88592
2023-06-27T20:00:00.000000000,1389.31528
2023-06-27T21:00:00.000000000,1510.66924
2023-06-27T22:00:00.000000000,1707.98647
2023-06-27T23:00:00.000000000,1848.73064
2023-06-28T00:00:00.000000000,2066.5834
2023-06-28T01:00:00.000000000,2223.09829
2023-06-28T02:00:00.000000000,2361.02899
2023-06-28T03:00:00.000000000,2443.58628
2023-06-28T04:00:00.000000000,2559.22232
2023-06-28T05:00:00.000000000,2642.39133
2023-06-28T06:00:00.000000000,2623.29106
2023-06-28T07:00:00.000000000,2640.30834
2023-06-28T08:00:00.000000000,2572.32212
2023-06-28T09:00:00.000000000,2499.27406
2023-06-28T10:00:00.000000000,2360.75801
2023-06-28T11:00:00.000000000,2263.68172
2023-06-28T12:00:00.000000000,2117.30032
2023-06-28T13:00:00.000000000,1980.19317
2023-06-28T14:00:00.000000000,1829.31037
2023-06-28T15:00:00.000000000,1745.55585
2023-06-28T16:00:00.000000000,1717.16027
2023-06-28T17:00:00.000000000,1574.34517
2023-06-28T18:00:00.000000000,1512.20785
2023-06-28T19:00:00.000000000,1491.09773
2023-06-28T20:00:00.000000000,1458.1797
2023-06-28T21:00:00.000000000,1519.16446
2023-06-28T22:00:00.000000000,1652.90574
2023-06-28T23:00:00.000000000,1731.53831
