Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,hydro,solar,wind,other
35064,2023-01-01 00:00:00,2024-07-17 00:00:00,3.1,56.68,0.0,0.0,476.0,44.0,282.0,45.0
35065,2023-01-01 01:00:00,2024-07-17 00:00:00,3.1,56.6,0.0,0.0,481.0,8.0,289.0,45.0
35066,2023-01-01 02:00:00,2024-07-17 00:00:00,3.1,56.06,0.0,0.0,485.0,3.0,283.0,44.0
35067,2023-01-01 03:00:00,2024-07-17 00:00:00,3.1,53.44,0.0,0.0,484.0,3.0,334.0,44.0
35068,2023-01-01 04:00:00,2024-07-17 00:00:00,3.1,56.29,0.0,0.0,490.0,3.0,318.0,47.0
35069,2023-01-01 05:00:00,2024-07-17 00:00:00,3.1,56.93,0.0,0.0,490.0,3.0,306.0,47.0
35070,2023-01-01 06:00:00,2024-07-17 00:00:00,3.1,57.73,0.0,0.0,491.0,3.0,277.0,46.0
35071,2023-01-01 07:00:00,2024-07-17 00:00:00,3.1,62.38,0.0,0.0,489.0,0.0,218.0,47.0
35072,2023-01-01 08:00:00,2024-07-17 00:00:00,3.1,69.02,0.0,0.0,492.0,0.0,162.0,50.0
35073,2023-01-01 09:00:00,2024-07-17 00:00:00,3.1,69.17,0.0,0.0,493.0,0.0,116.0,46.0
35074,2023-01-01 10:00:00,2024-07-17 00:00:00,3.1,70.97,0.0,0.0,489.0,0.0,89.0,45.0
35075,2023-01-01 11:00:00,2024-07-17 00:00:00,3.1,75.27,0.0,0.0,490.0,0.0,66.0,47.0
35076,2023-01-01 12:00:00,2024-07-17 00:00:00,3.1,75.21,0.0,0.0,491.0,0.0,56.0,46.0
35077,2023-01-01 13:00:00,2024-07-17 00:00:00,3.1,74.31,0.0,0.0,489.0,0.0,66.0,46.0
35078,2023-01-01 14:00:00,2024-07-17 00:00:00,3.1,77.58,0.0,0.0,488.0,0.0,56.0,48.0
35079,2023-01-01 15:00:00,2024-07-17 00:00:00,3.1,73.2,0.0,0.0,491.0,0.0,55.0,44.0
35080,2023-01-01 16:00:00,2024-07-17 00:00:00,3.1,93.67,0.0,0.0,379.0,0.0,40.0,49.0
35081,2023-01-01 17:00:00,2024-07-17 00:00:00,3.1,74.53,0.0,0.0,484.0,50.0,25.0,44.0
35082,2023-01-01 18:00:00,2024-07-17 00:00:00,3.1,72.33,0.0,0.0,485.0,160.0,7.0,45.0
35083,2023-01-01 19:00:00,2024-07-17 00:00:00,3.1,69.37,0.0,0.0,485.0,184.0,0.0,42.0
35084,2023-01-01 20:00:00,2024-07-17 00:00:00,3.1,73.12,0.0,0.0,484.0,180.0,0.0,46.0
35085,2023-01-01 21:00:00,2024-07-17 00:00:00,3.1,70.81,0.0,0.0,482.0,174.0,0.0,43.0
35086,2023-01-01 22:00:00,2024-07-17 00:00:00,3.1,75.38,0.0,0.0,446.0,212.0,0.0,47.0
35087,2023-01-01 23:00:00,2024-07-17 00:00:00,3.1,74.01,0.0,0.0,483.0,203.0,0.0,48.0
