UTC time,coal,nat_gas,oil,solar,wind,biomass
2023-02-02 00:00:00,385.0,253.0,47.0,0.0,3730.0,752.0
2023-02-02 01:00:00,391.0,255.0,47.0,0.0,3514.0,707.0
2023-02-02 02:00:00,392.0,253.0,39.0,0.0,3192.0,706.0
2023-02-02 03:00:00,401.0,256.0,38.0,0.0,2912.0,846.0
2023-02-02 04:00:00,479.0,269.0,35.0,0.0,2584.0,945.0
2023-02-02 05:00:00,484.0,386.0,35.0,0.0,2321.0,978.0
2023-02-02 06:00:00,478.0,432.0,33.0,2.0,2109.0,919.0
2023-02-02 07:00:00,631.0,548.0,33.0,30.0,1691.0,997.0
2023-02-02 08:00:00,683.0,548.0,38.0,246.0,1320.0,972.0
2023-02-02 09:00:00,631.0,535.0,40.0,521.0,1137.0,962.0
2023-02-02 10:00:00,751.0,584.0,45.0,713.0,880.0,1037.0
2023-02-02 11:00:00,774.0,602.0,47.0,773.0,665.0,1053.0
2023-02-02 12:00:00,842.0,593.0,48.0,694.0,543.0,1093.0
2023-02-02 13:00:00,896.0,604.0,48.0,440.0,421.0,1117.0
2023-02-02 14:00:00,922.0,658.0,49.0,188.0,397.0,1151.0
2023-02-02 15:00:00,865.0,610.0,48.0,40.0,418.0,1135.0
2023-02-02 16:00:00,788.0,627.0,48.0,0.0,593.0,1094.0
2023-02-02 17:00:00,869.0,601.0,48.0,0.0,895.0,1014.0
2023-02-02 18:00:00,930.0,602.0,49.0,0.0,1312.0,1069.0
2023-02-02 19:00:00,823.0,589.0,48.0,0.0,1835.0,1056.0
2023-02-02 20:00:00,799.0,514.0,43.0,0.0,2400.0,913.0
2023-02-02 21:00:00,716.0,393.0,41.0,5.0,2985.0,892.0
2023-02-02 22:00:00,645.0,262.0,38.0,5.0,3201.0,892.0
2023-02-02 23:00:00,618.0,204.0,35.0,5.0,3590.0,892.0
