Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,oil,solar,wind,biomass
39240,2023-06-24 00:00:00,186.42,377.0,107.0,24.0,4.0,1684.0,310.0
39241,2023-06-24 01:00:00,167.76,316.0,89.0,22.0,4.0,1685.0,309.0
39242,2023-06-24 02:00:00,178.78,322.0,88.0,22.0,8.0,1543.0,307.0
39243,2023-06-24 03:00:00,194.95,335.0,89.0,22.0,90.0,1321.0,309.0
39244,2023-06-24 04:00:00,210.29,355.0,92.0,22.0,279.0,1063.0,310.0
39245,2023-06-24 05:00:00,169.12,272.0,91.0,22.0,629.0,996.0,308.0
39246,2023-06-24 06:00:00,145.31,263.0,92.0,22.0,1090.0,1022.0,311.0
39247,2023-06-24 07:00:00,135.89,320.0,88.0,21.0,1536.0,1203.0,308.0
39248,2023-06-24 08:00:00,114.28,275.0,89.0,21.0,1998.0,1282.0,277.0
39249,2023-06-24 09:00:00,115.83,310.0,88.0,21.0,2146.0,1306.0,232.0
39250,2023-06-24 10:00:00,117.06,311.0,87.0,21.0,2142.0,1259.0,227.0
39251,2023-06-24 11:00:00,115.78,283.0,89.0,21.0,2056.0,1205.0,245.0
39252,2023-06-24 12:00:00,122.28,292.0,90.0,21.0,1938.0,1122.0,248.0
39253,2023-06-24 13:00:00,144.47,351.0,89.0,21.0,1727.0,959.0,249.0
39254,2023-06-24 14:00:00,153.73,336.0,87.0,21.0,1486.0,849.0,252.0
39255,2023-06-24 15:00:00,183.28,372.0,85.0,21.0,1216.0,692.0,313.0
39256,2023-06-24 16:00:00,218.79,376.0,93.0,23.0,780.0,622.0,321.0
39257,2023-06-24 17:00:00,263.23,358.0,101.0,24.0,444.0,491.0,324.0
39258,2023-06-24 18:00:00,373.31,449.0,218.0,50.0,187.0,360.0,335.0
39259,2023-06-24 19:00:00,437.29,473.0,231.0,112.0,51.0,291.0,352.0
39260,2023-06-24 20:00:00,443.27,477.0,211.0,50.0,5.0,296.0,328.0
39261,2023-06-24 21:00:00,385.64,342.0,101.0,24.0,4.0,305.0,320.0
39262,2023-06-24 22:00:00,419.09,377.0,93.0,23.0,4.0,249.0,317.0
39263,2023-06-24 23:00:00,436.22,343.0,93.0,23.0,4.0,175.0,318.0
