UTC time,coal,nat_gas,oil,solar,wind,biomass
2023-08-26 00:00:00,346.0,88.0,36.0,0.0,401.0,306.0
2023-08-26 01:00:00,330.0,89.0,36.0,0.0,418.0,309.0
2023-08-26 02:00:00,331.0,89.0,36.0,0.0,558.0,278.0
2023-08-26 03:00:00,316.0,88.0,36.0,0.0,623.0,272.0
2023-08-26 04:00:00,276.0,89.0,36.0,12.0,663.0,233.0
2023-08-26 05:00:00,362.0,88.0,37.0,89.0,587.0,152.0
2023-08-26 06:00:00,354.0,82.0,39.0,242.0,663.0,107.0
2023-08-26 07:00:00,374.0,148.0,44.0,474.0,785.0,117.0
2023-08-26 08:00:00,394.0,125.0,44.0,632.0,901.0,111.0
2023-08-26 09:00:00,344.0,80.0,41.0,949.0,950.0,90.0
2023-08-26 10:00:00,340.0,77.0,41.0,999.0,1007.0,90.0
2023-08-26 11:00:00,348.0,77.0,40.0,992.0,834.0,90.0
2023-08-26 12:00:00,313.0,77.0,39.0,1069.0,1019.0,88.0
2023-08-26 13:00:00,260.0,75.0,38.0,1117.0,1147.0,88.0
2023-08-26 14:00:00,259.0,77.0,39.0,1049.0,1349.0,97.0
2023-08-26 15:00:00,340.0,80.0,41.0,768.0,1395.0,104.0
2023-08-26 16:00:00,378.0,83.0,40.0,440.0,1258.0,134.0
2023-08-26 17:00:00,391.0,92.0,41.0,144.0,1051.0,206.0
2023-08-26 18:00:00,314.0,99.0,41.0,11.0,954.0,199.0
2023-08-26 19:00:00,307.0,99.0,42.0,0.0,921.0,254.0
2023-08-26 20:00:00,323.0,89.0,39.0,0.0,898.0,272.0
2023-08-26 21:00:00,341.0,86.0,38.0,0.0,659.0,264.0
2023-08-26 22:00:00,346.0,89.0,37.0,0.0,545.0,266.0
2023-08-26 23:00:00,364.0,83.0,37.0,0.0,427.0,257.0
