Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,oil,solar,wind,biomass
36720,2023-03-11 00:00:00,230.36,520.0,240.0,40.0,0.0,1757.0,854.0
36721,2023-03-11 01:00:00,246.96,515.0,241.0,38.0,0.0,1507.0,791.0
36722,2023-03-11 02:00:00,251.31,508.0,272.0,36.0,0.0,1449.0,936.0
36723,2023-03-11 03:00:00,256.82,521.0,277.0,37.0,0.0,1413.0,940.0
36724,2023-03-11 04:00:00,274.08,630.0,306.0,41.0,0.0,1458.0,949.0
36725,2023-03-11 05:00:00,273.74,652.0,334.0,41.0,1.0,1529.0,957.0
36726,2023-03-11 06:00:00,280.89,643.0,484.0,46.0,44.0,1504.0,954.0
36727,2023-03-11 07:00:00,270.07,671.0,494.0,52.0,215.0,1581.0,984.0
36728,2023-03-11 08:00:00,236.65,617.0,466.0,53.0,551.0,1719.0,965.0
36729,2023-03-11 09:00:00,221.15,645.0,458.0,52.0,899.0,1818.0,985.0
36730,2023-03-11 10:00:00,178.91,511.0,391.0,48.0,1012.0,2295.0,960.0
36731,2023-03-11 11:00:00,169.55,487.0,340.0,46.0,1081.0,2336.0,946.0
36732,2023-03-11 12:00:00,164.93,494.0,267.0,46.0,978.0,2428.0,896.0
36733,2023-03-11 13:00:00,157.96,485.0,254.0,45.0,855.0,2708.0,930.0
36734,2023-03-11 14:00:00,151.62,507.0,292.0,46.0,468.0,3411.0,880.0
36735,2023-03-11 15:00:00,154.82,574.0,378.0,50.0,319.0,3893.0,820.0
36736,2023-03-11 16:00:00,157.55,577.0,422.0,49.0,104.0,4066.0,841.0
36737,2023-03-11 17:00:00,158.34,595.0,451.0,50.0,4.0,4221.0,761.0
36738,2023-03-11 18:00:00,160.63,605.0,460.0,50.0,0.0,4196.0,763.0
36739,2023-03-11 19:00:00,163.26,609.0,449.0,51.0,1.0,4066.0,715.0
36740,2023-03-11 20:00:00,161.68,598.0,434.0,50.0,5.0,4051.0,738.0
36741,2023-03-11 21:00:00,166.68,622.0,431.0,48.0,5.0,3946.0,727.0
36742,2023-03-11 22:00:00,158.8,572.0,370.0,46.0,5.0,3872.0,695.0
36743,2023-03-11 23:00:00,166.68,552.0,359.0,45.0,5.0,3492.0,723.0
