UTC time,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_oil_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast,avg_biomass_production_forecast
2023-05-20 00:00:00,2024-07-17 00:00:00,3.1,4.30434794314648,283.30047274775234,279.53505220641483,11.726468032834966,0.0,160.603,184.09523,32.30738,0.0,610.00002,514.89879
2023-05-20 01:00:00,2024-07-17 00:00:00,3.1,4.011413109358671,283.4665112552222,279.49259846107816,0.0367650586134207,0.0017423387185269,164.89532,183.27122,29.65956,0.0,563.99999,519.18284
2023-05-20 02:00:00,2024-07-17 00:00:00,3.1,4.011413109358671,283.4665112552222,279.49259846107816,0.0367650586134207,0.0017423387185269,167.36734,186.28699,31.6155,1.0,551.0,524.64477
2023-05-20 03:00:00,2024-07-17 00:00:00,3.1,4.011413109358671,283.4665112552222,279.49259846107816,0.0367650586134207,0.0017423387185269,179.17433,180.36911,28.90542,41.0,607.00003,530.56405
2023-05-20 04:00:00,2024-07-17 00:00:00,3.1,4.455510181389063,285.26419673989415,280.750858780414,59.94024371185539,0.0056123216709451,165.10376,182.29828,28.68932,261.00001,722.00001,536.50374
2023-05-20 05:00:00,2024-07-17 00:00:00,3.1,4.455510181389063,285.26419673989415,280.750858780414,59.94024371185539,0.0056123216709451,162.89775,188.0068,28.62993,630.99999,726.99998,541.39386
2023-05-20 06:00:00,2024-07-17 00:00:00,3.1,4.455510181389063,285.26419673989415,280.750858780414,59.94024371185539,0.0056123216709451,158.76451,182.24876,29.40437,1039.99998,684.0,552.02215
2023-05-20 07:00:00,2024-07-17 00:00:00,3.1,4.5853113721989125,287.70361851203324,282.3509471841525,454.8003784471449,0.0639413215958272,175.37351,184.92325,28.71414,1436.00004,675.99998,560.76
2023-05-20 08:00:00,2024-07-17 00:00:00,3.1,4.5853113721989125,287.70361851203324,282.3509471841525,454.8003784471449,0.0639413215958272,187.99838,188.92648,31.37581,1754.0,702.99998,560.14261
2023-05-20 09:00:00,2024-07-17 00:00:00,3.1,4.5853113721989125,287.70361851203324,282.3509471841525,454.8003784471449,0.0639413215958272,190.65458,195.87271,31.23827,1965.00002,820.0,562.0977
2023-05-20 10:00:00,2024-07-17 00:00:00,3.1,5.176114692352538,289.1462806327999,283.3270635836867,578.0041989950316,0.184336928221254,194.9922,208.70286,29.46828,2085.00001,1022.00001,555.84644
2023-05-20 11:00:00,2024-07-17 00:00:00,3.1,5.176114692352538,289.1462806327999,283.3270635836867,578.0041989950316,0.184336928221254,213.52224,215.84931,29.19594,2108.99993,1279.00004,557.2173
2023-05-20 12:00:00,2024-07-17 00:00:00,3.1,5.176114692352538,289.1462806327999,283.3270635836867,578.0041989950316,0.184336928221254,203.12733,218.23399,30.45239,1981.99992,1475.00001,559.47728
2023-05-20 13:00:00,2024-07-17 00:00:00,3.1,5.340530193083857,289.19186948766173,283.91712622901093,641.7525739940886,0.2483294259501051,211.70341,219.1968,31.87538,1800.00006,1611.99996,563.66156
2023-05-20 14:00:00,2024-07-17 00:00:00,3.1,5.340530193083857,289.19186948766173,283.91712622901093,641.7525739940886,0.2483294259501051,167.13074,226.11067,30.84565,1547.00003,1749.99999,582.4832
2023-05-20 15:00:00,2024-07-17 00:00:00,3.1,5.340530193083857,289.19186948766173,283.91712622901093,641.7525739940886,0.2483294259501051,187.57124,217.31949,30.92711,1203.99996,1783.99999,600.88059
