Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,oil,solar,wind,biomass
38832,2023-06-07 00:00:00,114.34,112.0,91.0,22.0,0.0,475.0,417.0
38833,2023-06-07 01:00:00,116.96,112.0,91.0,22.0,0.0,422.0,445.0
38834,2023-06-07 02:00:00,124.02,113.0,92.0,22.0,2.0,377.0,433.0
38835,2023-06-07 03:00:00,124.97,113.0,93.0,22.0,41.0,337.0,428.0
38836,2023-06-07 04:00:00,116.72,118.0,110.0,23.0,152.0,306.0,488.0
38837,2023-06-07 05:00:00,95.82,121.0,118.0,24.0,353.0,302.0,599.0
38838,2023-06-07 06:00:00,81.12,118.0,113.0,23.0,638.0,299.0,545.0
38839,2023-06-07 07:00:00,66.78,110.0,99.0,22.0,1041.0,233.0,429.0
38840,2023-06-07 08:00:00,54.29,109.0,94.0,22.0,1540.0,204.0,362.0
38841,2023-06-07 09:00:00,44.24,105.0,89.0,21.0,1904.0,191.0,431.0
38842,2023-06-07 10:00:00,39.46,103.0,88.0,20.0,2156.0,202.0,446.0
38843,2023-06-07 11:00:00,38.54,107.0,88.0,21.0,2311.0,218.0,431.0
38844,2023-06-07 12:00:00,37.66,106.0,87.0,21.0,2338.0,247.0,421.0
38845,2023-06-07 13:00:00,37.94,105.0,88.0,21.0,2231.0,312.0,429.0
38846,2023-06-07 14:00:00,42.01,113.0,94.0,22.0,1955.0,357.0,544.0
38847,2023-06-07 15:00:00,48.98,118.0,96.0,23.0,1541.0,380.0,589.0
38848,2023-06-07 16:00:00,60.2,118.0,98.0,23.0,1006.0,394.0,608.0
38849,2023-06-07 17:00:00,86.21,134.0,125.0,27.0,467.0,384.0,708.0
38850,2023-06-07 18:00:00,103.58,129.0,125.0,26.0,159.0,390.0,666.0
38851,2023-06-07 19:00:00,118.38,129.0,120.0,25.0,38.0,327.0,650.0
38852,2023-06-07 20:00:00,121.26,121.0,102.0,24.0,4.0,323.0,576.0
38853,2023-06-07 21:00:00,118.24,120.0,95.0,24.0,4.0,345.0,563.0
38854,2023-06-07 22:00:00,115.07,118.0,95.0,23.0,4.0,359.0,567.0
38855,2023-06-07 23:00:00,104.73,116.0,94.0,23.0,4.0,412.0,614.0
