UTC time,coal,nat_gas,oil,solar,wind,biomass
2023-08-22 00:00:00,615.0,91.0,23.0,0.0,699.0,350.0
2023-08-22 01:00:00,680.0,90.0,23.0,0.0,811.0,343.0
2023-08-22 02:00:00,752.0,91.0,23.0,0.0,672.0,349.0
2023-08-22 03:00:00,708.0,94.0,23.0,0.0,704.0,365.0
2023-08-22 04:00:00,859.0,101.0,24.0,28.0,719.0,365.0
2023-08-22 05:00:00,752.0,102.0,24.0,167.0,852.0,360.0
2023-08-22 06:00:00,716.0,98.0,24.0,407.0,887.0,332.0
2023-08-22 07:00:00,889.0,94.0,22.0,793.0,838.0,351.0
2023-08-22 08:00:00,632.0,92.0,21.0,1212.0,898.0,296.0
2023-08-22 09:00:00,620.0,92.0,21.0,1478.0,869.0,261.0
2023-08-22 10:00:00,528.0,90.0,21.0,1634.0,805.0,253.0
2023-08-22 11:00:00,563.0,81.0,19.0,1698.0,862.0,250.0
2023-08-22 12:00:00,541.0,81.0,19.0,1651.0,990.0,250.0
2023-08-22 13:00:00,466.0,81.0,19.0,1456.0,942.0,285.0
2023-08-22 14:00:00,611.0,89.0,19.0,1330.0,980.0,361.0
2023-08-22 15:00:00,594.0,106.0,19.0,957.0,962.0,326.0
2023-08-22 16:00:00,712.0,124.0,21.0,496.0,770.0,360.0
2023-08-22 17:00:00,985.0,180.0,25.0,143.0,607.0,366.0
2023-08-22 18:00:00,902.0,139.0,22.0,17.0,535.0,337.0
2023-08-22 19:00:00,912.0,133.0,21.0,0.0,530.0,370.0
2023-08-22 20:00:00,743.0,88.0,20.0,0.0,578.0,329.0
2023-08-22 21:00:00,762.0,107.0,22.0,0.0,568.0,329.0
2023-08-22 22:00:00,580.0,79.0,19.0,0.0,600.0,318.0
2023-08-22 23:00:00,592.0,72.0,17.0,0.0,569.0,265.0
