Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,oil,solar,wind,biomass
41184,2023-09-13 00:00:00,190.95,468.0,87.0,22.0,0.0,1203.0,298.0
41185,2023-09-13 01:00:00,175.98,428.0,86.0,22.0,0.0,1271.0,273.0
41186,2023-09-13 02:00:00,172.13,416.0,100.0,23.0,0.0,1233.0,334.0
41187,2023-09-13 03:00:00,150.53,372.0,95.0,22.0,0.0,1304.0,378.0
41188,2023-09-13 04:00:00,137.27,335.0,85.0,21.0,0.0,1406.0,299.0
41189,2023-09-13 05:00:00,130.48,368.0,90.0,20.0,50.0,1586.0,347.0
41190,2023-09-13 06:00:00,115.16,339.0,90.0,20.0,230.0,1567.0,351.0
41191,2023-09-13 07:00:00,114.28,369.0,90.0,21.0,521.0,1470.0,349.0
41192,2023-09-13 08:00:00,111.81,412.0,125.0,25.0,752.0,1615.0,376.0
41193,2023-09-13 09:00:00,115.46,438.0,210.0,33.0,963.0,1676.0,352.0
41194,2023-09-13 10:00:00,98.4,386.0,171.0,30.0,1180.0,1632.0,349.0
41195,2023-09-13 11:00:00,76.91,331.0,101.0,23.0,1469.0,1652.0,302.0
41196,2023-09-13 12:00:00,64.26,290.0,86.0,23.0,1580.0,1805.0,286.0
41197,2023-09-13 13:00:00,83.82,402.0,96.0,23.0,1406.0,2013.0,240.0
41198,2023-09-13 14:00:00,91.69,426.0,94.0,23.0,1166.0,2039.0,264.0
41199,2023-09-13 15:00:00,95.71,440.0,96.0,24.0,860.0,2225.0,322.0
41200,2023-09-13 16:00:00,117.05,457.0,109.0,24.0,369.0,2122.0,314.0
41201,2023-09-13 17:00:00,167.15,502.0,113.0,24.0,39.0,1609.0,304.0
41202,2023-09-13 18:00:00,160.3,455.0,107.0,24.0,0.0,1593.0,286.0
41203,2023-09-13 19:00:00,163.32,426.0,96.0,23.0,0.0,1454.0,258.0
41204,2023-09-13 20:00:00,196.63,487.0,91.0,23.0,0.0,1187.0,313.0
41205,2023-09-13 21:00:00,216.27,482.0,90.0,23.0,0.0,989.0,307.0
41206,2023-09-13 22:00:00,239.97,451.0,79.0,20.0,0.0,779.0,255.0
41207,2023-09-13 23:00:00,253.22,432.0,78.0,19.0,0.0,656.0,256.0
