UTC time,coal,nat_gas,oil,solar,wind,biomass
2023-10-02 00:00:00,378.0,111.0,30.0,0.0,755.0,85.0
2023-10-02 01:00:00,332.0,112.0,29.0,0.0,706.0,85.0
2023-10-02 02:00:00,310.0,112.0,29.0,0.0,708.0,83.0
2023-10-02 03:00:00,389.0,117.0,30.0,0.0,719.0,85.0
2023-10-02 04:00:00,425.0,117.0,30.0,0.0,672.0,85.0
2023-10-02 05:00:00,430.0,144.0,33.0,4.0,807.0,87.0
2023-10-02 06:00:00,395.0,139.0,33.0,74.0,816.0,86.0
2023-10-02 07:00:00,428.0,147.0,33.0,213.0,813.0,86.0
2023-10-02 08:00:00,386.0,170.0,33.0,412.0,766.0,88.0
2023-10-02 09:00:00,354.0,164.0,30.0,590.0,890.0,85.0
2023-10-02 10:00:00,386.0,164.0,30.0,587.0,882.0,79.0
2023-10-02 11:00:00,456.0,246.0,36.0,525.0,955.0,85.0
2023-10-02 12:00:00,365.0,165.0,30.0,588.0,1061.0,81.0
2023-10-02 13:00:00,385.0,157.0,29.0,337.0,1185.0,83.0
2023-10-02 14:00:00,460.0,158.0,29.0,359.0,1055.0,85.0
2023-10-02 15:00:00,460.0,189.0,32.0,235.0,903.0,70.0
2023-10-02 16:00:00,458.0,222.0,37.0,47.0,709.0,74.0
2023-10-02 17:00:00,441.0,227.0,37.0,0.0,594.0,90.0
2023-10-02 18:00:00,398.0,229.0,37.0,0.0,551.0,92.0
2023-10-02 19:00:00,369.0,194.0,32.0,0.0,484.0,89.0
2023-10-02 20:00:00,279.0,135.0,30.0,0.0,406.0,87.0
2023-10-02 21:00:00,234.0,116.0,30.0,0.0,295.0,87.0
2023-10-02 22:00:00,153.0,114.0,30.0,0.0,242.0,87.0
2023-10-02 23:00:00,153.0,120.0,30.0,0.0,231.0,87.0
