UTC time,coal,nat_gas,oil,solar,wind,biomass
2023-10-04 00:00:00,117.0,90.0,23.0,0.0,3573.0,68.0
2023-10-04 01:00:00,116.0,89.0,23.0,0.0,3592.0,68.0
2023-10-04 02:00:00,115.0,88.0,23.0,0.0,3682.0,66.0
2023-10-04 03:00:00,120.0,90.0,24.0,0.0,3750.0,68.0
2023-10-04 04:00:00,129.0,96.0,25.0,0.0,4766.0,68.0
2023-10-04 05:00:00,129.0,97.0,25.0,14.0,4792.0,66.0
2023-10-04 06:00:00,127.0,104.0,25.0,193.0,4742.0,66.0
2023-10-04 07:00:00,124.0,108.0,24.0,576.0,4736.0,67.0
2023-10-04 08:00:00,119.0,106.0,23.0,1057.0,4862.0,68.0
2023-10-04 09:00:00,113.0,101.0,22.0,1284.0,5029.0,70.0
2023-10-04 10:00:00,115.0,102.0,23.0,1384.0,4908.0,73.0
2023-10-04 11:00:00,114.0,102.0,22.0,1226.0,4675.0,73.0
2023-10-04 12:00:00,113.0,102.0,22.0,1010.0,4530.0,73.0
2023-10-04 13:00:00,119.0,102.0,23.0,619.0,4283.0,72.0
2023-10-04 14:00:00,125.0,96.0,24.0,375.0,4181.0,66.0
2023-10-04 15:00:00,131.0,100.0,26.0,147.0,4294.0,53.0
2023-10-04 16:00:00,131.0,100.0,26.0,20.0,4517.0,67.0
2023-10-04 17:00:00,131.0,103.0,26.0,0.0,4686.0,69.0
2023-10-04 18:00:00,121.0,105.0,24.0,0.0,5076.0,70.0
2023-10-04 19:00:00,120.0,105.0,24.0,0.0,5025.0,71.0
2023-10-04 20:00:00,118.0,96.0,23.0,0.0,4666.0,71.0
2023-10-04 21:00:00,121.0,90.0,24.0,0.0,4253.0,70.0
2023-10-04 22:00:00,119.0,90.0,23.0,0.0,4605.0,53.0
2023-10-04 23:00:00,120.0,94.0,23.0,0.0,4051.0,83.0
