datetime,param,level,latitude,longitude,3 hr acc,6 hr acc,9 hr acc,12 hr acc,15 hr acc,18 hr acc,21 hr acc,24 hr acc,27 hr acc,30 hr acc,33 hr acc,36 hr acc,39 hr acc,42 hr acc,45 hr acc,48 hr acc,51 hr acc,54 hr acc,57 hr acc,60 hr acc,63 hr acc,66 hr acc,69 hr acc,72 hr acc,75 hr acc,78 hr acc,81 hr acc,84 hr acc,87 hr acc,90 hr acc,93 hr acc,96 hr acc
2023-06-27 00:00:00,APCP,surface,43.25,-116.5,1.2481257539236905,2.0088065832952195,2.1479515299590544,2.244916017704596,2.407027893154493,2.8684525643830465,3.533449862445942,4.491189958847983,5.424708647601138,5.773877416327309,5.8535281979945175,5.951983234914609,6.1675396594904495,6.697124716394689,7.2863047853504845,8.173434349503973,8.959199496570621,9.30353590549778,9.370193365266658,9.409384615794606,9.42384644721062,9.490437090939324,9.657255508156364,9.91175741703032,10.324253415436665,10.605917997922548,10.644338701718237,10.710972864626068,10.76029203613382,10.812031705613142,10.885346290291047,11.016349569274048
