datetime,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_oil_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_other_production_forecast
2023-08-16 00:00:00,2023-08-18 21:41:24,3.0,4.000455003267613,298.8199047350413,296.0553470938406,0.1114256199631779,1.3530951778450817,2318.64035,826.00776,0.95092,118.85581,8190.30008,33563.62683
2023-08-16 01:00:00,2023-08-18 21:41:24,3.0,4.000455003267613,298.8199047350413,296.0553470938406,0.1114256199631779,1.3530951778450817,2286.56851,807.77596,0.15366,98.18663,3662.84993,15017.4455
2023-08-16 02:00:00,2023-08-18 21:41:24,3.0,4.000455003267613,298.8199047350413,296.0553470938406,0.1114256199631779,1.3530951778450817,2172.51351,779.85276,0.0,75.69188,475.78999,1962.01922
2023-08-16 03:00:00,2023-08-18 21:41:24,3.0,4.000455003267613,298.8199047350413,296.0553470938406,0.1114256199631779,1.3530951778450817,2029.27979,748.96427,0.06076,41.03538,0.0,13.0
2023-08-16 04:00:00,2023-08-18 21:41:24,3.0,3.639665062634662,298.080885630748,295.4681652939075,0.1114256199631779,1.3530951778450817,1879.84251,739.72881,0.00575,9.54515,0.0,13.0
2023-08-16 05:00:00,2023-08-18 21:41:24,3.0,3.639665062634662,298.080885630748,295.4681652939075,0.1114256199631779,1.3530951778450817,1722.27281,717.36508,0.02177,0.0,0.0,13.0
2023-08-16 06:00:00,2023-08-18 21:41:24,3.0,3.639665062634662,298.080885630748,295.4681652939075,0.1114256199631779,1.3530951778450817,1543.43491,688.97738,0.01927,0.0,0.0,13.0
2023-08-16 07:00:00,2023-08-18 21:41:24,3.0,3.0223773992735747,297.14670970151434,294.59473263255234,0.055930850152438,2.364481520635468,1439.73385,669.63188,0.01313,0.0,0.0,13.0
2023-08-16 08:00:00,2023-08-18 21:41:24,3.0,3.0223773992735747,297.14670970151434,294.59473263255234,0.055930850152438,2.364481520635468,1410.23528,633.45242,0.00519,0.0,0.0,13.0
2023-08-16 09:00:00,2023-08-18 21:41:24,3.0,3.0223773992735747,297.14670970151434,294.59473263255234,0.055930850152438,2.364481520635468,1354.1704,624.2992,0.04229,1.12017,0.0,13.0
2023-08-16 10:00:00,2023-08-18 21:41:24,3.0,2.431789237064022,297.5646413002173,294.23316800307134,0.0,3.172256850839262,1298.32496,621.75856,0.10879,5.78819,0.0,13.0
2023-08-16 11:00:00,2023-08-18 21:41:24,3.0,2.431789237064022,297.5646413002173,294.23316800307134,0.0,3.172256850839262,1287.39381,602.8913,0.07219,9.48774,0.0,13.0
2023-08-16 12:00:00,2023-08-18 21:41:24,3.0,2.431789237064022,297.5646413002173,294.23316800307134,0.0,3.172256850839262,1394.23404,629.59291,0.0,10.18908,0.01,13.04096
2023-08-16 13:00:00,2023-08-18 21:41:24,3.0,2.455716468813306,302.01591269995936,293.7989461598836,12.850769734095248,3.829701751650396,1517.08828,642.61858,0.56649,6.85959,685.97002,2822.99765
2023-08-16 14:00:00,2023-08-18 21:41:24,3.0,2.455716468813306,302.01591269995936,293.7989461598836,12.850769734095248,3.829701751650396,1594.76488,657.31878,0.3057,3.90907,4165.95004,17078.33752
2023-08-16 15:00:00,2023-08-18 21:41:24,3.0,2.455716468813306,302.01591269995936,293.7989461598836,12.850769734095248,3.829701751650396,1729.77837,684.6166,0.74911,5.58234,8486.33016,34776.28018
2023-08-16 16:00:00,2023-08-18 21:41:24,3.0,3.2384886895905742,304.94252994551266,293.578203143696,423.9742475878856,4.185707744884588,1820.18078,710.72054,0.40403,6.63082,10756.4003,44075.36267
2023-08-16 17:00:00,2023-08-18 21:41:24,3.0,3.2384886895905742,304.94252994551266,293.578203143696,423.9742475878856,4.185707744884588,1929.70919,728.60493,0.0,21.4789,11638.41968,47688.4541
2023-08-16 18:00:00,2023-08-18 21:41:24,3.0,3.2384886895905742,304.94252994551266,293.578203143696,423.9742475878856,4.185707744884588,2083.64209,757.75733,0.11105,38.7869,11976.43039,49073.07629
2023-08-16 19:00:00,2023-08-18 21:41:24,3.0,3.976891669579963,304.5162076176222,293.5881824091946,599.0188232744454,4.479071276284701,2212.01429,783.45064,0.31242,54.52117,11939.23009,48920.68951
2023-08-16 20:00:00,2023-08-18 21:41:24,3.0,3.976891669579963,304.5162076176222,293.5881824091946,599.0188232744454,4.479071276284701,2285.68349,798.44985,0.40022,77.43386,11719.30972,48019.81091
2023-08-16 21:00:00,2023-08-18 21:41:24,3.0,3.976891669579963,304.5162076176222,293.5881824091946,599.0188232744454,4.479071276284701,2320.7188,821.62895,0.09433,98.46763,11342.20026,46475.02515
2023-08-16 22:00:00,2023-08-18 21:41:24,3.0,4.613925998441203,300.47831942651715,294.4068591846633,597.1657331324031,5.072014416403117,2334.20864,834.32611,0.0,106.3356,10684.54025,43780.99622
2023-08-16 23:00:00,2023-08-18 21:41:24,3.0,4.613925998441203,300.47831942651715,294.4068591846633,597.1657331324031,5.072014416403117,2300.01106,831.76036,0.0,106.50919,9596.75025,39324.98898
2023-08-17 00:00:00,2023-08-18 21:41:24,3.0,4.613925998441203,300.47831942651715,294.4068591846633,597.1657331324031,5.072014416403117,2255.03095,812.38475,0.95092,98.3739,1217.37159,46947.01794
2023-08-17 01:00:00,2023-08-18 21:41:24,3.0,4.499736983338866,298.5025125280801,294.04732826287,391.78644337658574,7.416439502713491,2255.39619,797.09081,0.15366,91.05599,701.94784,46114.51703
2023-08-17 02:00:00,2023-08-18 21:41:24,3.0,4.499736983338866,298.5025125280801,294.04732826287,391.78644337658574,7.416439502713491,2164.3231,771.61285,0.0,77.52346,280.78486,46176.08289
2023-08-17 03:00:00,2023-08-18 21:41:24,3.0,4.499736983338866,298.5025125280801,294.04732826287,391.78644337658574,7.416439502713491,2045.57839,742.43782,0.06076,50.90124,0.0,45361.17444
2023-08-17 04:00:00,2023-08-18 21:41:24,3.0,4.50343090854915,297.6268378242852,294.02839715583093,0.0967021574602193,9.805559251059387,1913.42063,734.27695,0.00575,22.64752,0.0,45248.20599
2023-08-17 05:00:00,2023-08-18 21:41:24,3.0,4.50343090854915,297.6268378242852,294.02839715583093,0.0967021574602193,9.805559251059387,1762.39783,713.03394,0.02177,2.38763,0.0,44201.37372
2023-08-17 06:00:00,2023-08-18 21:41:24,3.0,4.50343090854915,297.6268378242852,294.02839715583093,0.0967021574602193,9.805559251059387,1588.58488,682.99667,0.01927,0.0,0.0,44194.70197
2023-08-17 07:00:00,2023-08-18 21:41:24,3.0,3.627364193765106,297.0718890949624,294.03356284602955,0.0479982266839857,11.413933377089926,1480.66003,662.32297,0.01313,0.0,0.0,43291.22159
2023-08-17 08:00:00,2023-08-18 21:41:24,3.0,3.627364193765106,297.0718890949624,294.03356284602955,0.0479982266839857,11.413933377089926,1420.94493,624.8414,0.00519,0.0,96.85885,43649.55334
2023-08-17 09:00:00,2023-08-18 21:41:24,3.0,3.627364193765106,297.0718890949624,294.03356284602955,0.0479982266839857,11.413933377089926,1315.95859,613.69162,0.04229,0.0,0.0,43911.59863
2023-08-17 10:00:00,2023-08-18 21:41:24,3.0,3.3022031737521367,297.597716420151,294.2427890908028,0.0,12.522612175875704,1201.27129,608.7857,0.10879,7.0728,69.09023,41754.5239
2023-08-17 11:00:00,2023-08-18 21:41:24,3.0,3.3022031737521367,297.597716420151,294.2427890908028,0.0,12.522612175875704,1137.63709,586.81764,0.07219,14.46783,180.11895,43584.53229
2023-08-17 12:00:00,2023-08-18 21:41:24,3.0,3.3022031737521367,297.597716420151,294.2427890908028,0.0,12.522612175875704,1186.49947,611.43048,0.0,20.93695,483.67604,41978.36743
2023-08-17 13:00:00,2023-08-18 21:41:24,3.0,4.16799356480378,302.0749311266869,293.4803491743264,11.351687226247485,13.883337228568053,1258.47927,621.14159,0.56649,23.45,1495.70516,42136.14194
