datetime,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_oil_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_other_production_forecast
2023-08-19 00:00:00,2023-08-20 14:50:47,3.0,2.743201854947368,299.23979374307817,291.8896292006717,0.0548686894074862,0.0207871110465982,2119.66029,723.01254,0.95092,74.90159,8531.06982,34959.55106
2023-08-19 01:00:00,2023-08-20 14:50:47,3.0,2.743201854947368,299.23979374307817,291.8896292006717,0.0548686894074862,0.0207871110465982,2124.55344,696.57202,0.15366,64.45876,3836.45989,15728.61882
2023-08-19 02:00:00,2023-08-20 14:50:47,3.0,2.743201854947368,299.23979374307817,291.8896292006717,0.0548686894074862,0.0207871110465982,2042.66155,667.78998,0.0,51.54331,451.44999,1862.31322
2023-08-19 03:00:00,2023-08-20 14:50:47,3.0,2.743201854947368,299.23979374307817,291.8896292006717,0.0548686894074862,0.0207871110465982,1928.05974,641.11567,0.06076,29.16427,0.07,13.28675
2023-08-19 04:00:00,2023-08-20 14:50:47,3.0,2.5146702938462777,298.2571682126154,291.3685988743115,0.0548686894074862,0.0207871110465982,1796.02389,632.02982,0.00575,6.61557,0.0,13.0
2023-08-19 05:00:00,2023-08-20 14:50:47,3.0,2.5146702938462777,298.2571682126154,291.3685988743115,0.0548686894074862,0.0207871110465982,1647.01133,614.3411,0.02177,0.0,0.0,13.0
2023-08-19 06:00:00,2023-08-20 14:50:47,3.0,2.5146702938462777,298.2571682126154,291.3685988743115,0.0548686894074862,0.0207871110465982,1471.43707,603.54052,0.01927,0.0,0.0,13.0
2023-08-19 07:00:00,2023-08-20 14:50:47,3.0,2.203175553284922,297.3454263006341,290.7134856390666,0.0271326320180685,0.0763206586975192,1357.59541,599.14896,0.01313,0.0,15.75,77.51807
2023-08-19 08:00:00,2023-08-20 14:50:47,3.0,2.203175553284922,297.3454263006341,290.7134856390666,0.0271326320180685,0.0763206586975192,1293.09044,581.86238,0.00519,0.0,12.57,64.49156
2023-08-19 09:00:00,2023-08-20 14:50:47,3.0,2.203175553284922,297.3454263006341,290.7134856390666,0.0271326320180685,0.0763206586975192,1191.66776,586.08384,0.04229,1.93607,7.95,45.56626
2023-08-19 10:00:00,2023-08-20 14:50:47,3.0,2.1946753181538243,297.4812979560928,290.6910863431401,0.0,0.1350928401970051,1090.07333,597.98164,0.10879,5.52168,5.46,35.36627
2023-08-19 11:00:00,2023-08-20 14:50:47,3.0,2.1946753181538243,297.4812979560928,290.6910863431401,0.0,0.1350928401970051,1037.02595,596.37827,0.07219,8.48934,5.25,34.50603
2023-08-19 12:00:00,2023-08-20 14:50:47,3.0,2.1946753181538243,297.4812979560928,290.6910863431401,0.0,0.1350928401970051,1098.33103,628.63001,0.0,10.20794,4.68,32.17108
2023-08-19 13:00:00,2023-08-20 14:50:47,3.0,2.4002541760777696,302.23275900657643,290.69254094622124,13.029263718445115,0.166447280050491,1182.10962,653.07536,0.56649,8.85565,342.15,1414.57832
2023-08-19 14:00:00,2023-08-20 14:50:47,3.0,2.4002541760777696,302.23275900657643,290.69254094622124,13.029263718445115,0.166447280050491,1237.55563,673.22702,0.3057,7.42521,3894.50993,15966.41415
2023-08-19 15:00:00,2023-08-20 14:50:47,3.0,2.4002541760777696,302.23275900657643,290.69254094622124,13.029263718445115,0.166447280050491,1353.97237,699.12895,0.74911,7.40129,7084.5799,29034.17065
2023-08-19 16:00:00,2023-08-20 14:50:47,3.0,2.175184940352228,304.73545787841954,291.2398671651406,464.2035152055756,0.1934617610166082,1436.724,722.09109,0.40403,6.99085,7752.89986,31771.86688
2023-08-19 17:00:00,2023-08-20 14:50:47,3.0,2.175184940352228,304.73545787841954,291.2398671651406,464.2035152055756,0.1934617610166082,1544.87727,733.80571,0.0,15.04062,8121.08001,33280.07474
2023-08-19 18:00:00,2023-08-20 14:50:47,3.0,2.175184940352228,304.73545787841954,291.2398671651406,464.2035152055756,0.1934617610166082,1702.87119,750.33012,0.11105,23.9943,7993.76969,32758.56259
2023-08-19 19:00:00,2023-08-20 14:50:47,3.0,2.604397103820531,304.4896069961918,291.46616113389723,653.3131343052124,0.2073283562680808,1843.22101,758.65415,0.31242,33.41012,7578.37012,31056.92578
2023-08-19 20:00:00,2023-08-20 14:50:47,3.0,2.604397103820531,304.4896069961918,291.46616113389723,653.3131343052124,0.2073283562680808,1940.50887,758.0287,0.40022,47.26767,7239.62991,29669.31531
2023-08-19 21:00:00,2023-08-20 14:50:47,3.0,2.604397103820531,304.4896069961918,291.46616113389723,653.3131343052124,0.2073283562680808,2005.08978,767.99849,0.09433,60.07178,6925.05984,28380.715
2023-08-19 22:00:00,2023-08-20 14:50:47,3.0,2.819143700233247,300.9452226119328,292.9502796760908,675.61863987043,0.2889003629577647,2056.01678,763.82643,0.0,66.0235,6302.26031,25829.48804
2023-08-19 23:00:00,2023-08-20 14:50:47,3.0,2.819143700233247,300.9452226119328,292.9502796760908,675.61863987043,0.2889003629577647,2073.03089,747.83374,0.0,66.5179,5730.38973,23486.88565
2023-08-20 00:00:00,2023-08-20 14:50:47,3.0,2.819143700233247,300.9452226119328,292.9502796760908,675.61863987043,0.2889003629577647,2046.40312,720.04031,0.95092,74.98472,461.93165,28733.94955
2023-08-20 01:00:00,2023-08-20 14:50:47,3.0,2.762971884563501,299.1744310576004,293.4853045425738,446.6988046938435,0.3260366274477094,2065.3596,690.13689,0.15366,66.50281,232.66582,28224.41388
2023-08-20 02:00:00,2023-08-20 14:50:47,3.0,2.762971884563501,299.1744310576004,293.4853045425738,446.6988046938435,0.3260366274477094,1996.12358,657.47446,0.0,54.27827,116.99455,28262.02161
2023-08-20 03:00:00,2023-08-20 14:50:47,3.0,2.762971884563501,299.1744310576004,293.4853045425738,446.6988046938435,0.3260366274477094,1902.31716,627.75462,0.06076,31.66036,0.0,27763.42999
2023-08-20 04:00:00,2023-08-20 14:50:47,3.0,2.145663212959058,298.1718746149879,293.94532039674164,0.0344213006254504,0.3769955629712738,1789.85411,613.44889,0.00575,8.11516,0.0,27694.56982
2023-08-20 05:00:00,2023-08-20 14:50:47,3.0,2.145663212959058,298.1718746149879,293.94532039674164,0.0344213006254504,0.3769955629712738,1655.30685,590.82454,0.02177,0.0,0.0,27054.08154
2023-08-20 06:00:00,2023-08-20 14:50:47,3.0,2.145663212959058,298.1718746149879,293.94532039674164,0.0344213006254504,0.3769955629712738,1497.94754,578.12037,0.01927,0.0,0.0,27049.85333
2023-08-20 07:00:00,2023-08-20 14:50:47,3.0,1.563070116314116,297.43640676430505,293.9684634502423,0.0171604553747698,0.5290289407633983,1395.78547,571.82831,0.01313,0.0,0.0,26497.37149
2023-08-20 08:00:00,2023-08-20 14:50:47,3.0,1.563070116314116,297.43640676430505,293.9684634502423,0.0171604553747698,0.5290289407633983,1325.25882,552.98255,0.00519,0.0,3.2147,26716.22418
2023-08-20 09:00:00,2023-08-20 14:50:47,3.0,1.563070116314116,297.43640676430505,293.9684634502423,0.0171604553747698,0.5290289407633983,1202.83317,557.35107,0.04229,0.0,12.21474,26876.84689
2023-08-20 10:00:00,2023-08-20 14:50:47,3.0,1.6185138634975167,298.4924985838798,294.28471987599204,0.0,0.8744481007284979,1068.88658,570.21472,0.10879,5.97602,128.56074,25557.21463
