UTC time,creation_time (UTC),version,coal,nat_gas,oil,hydro,solar,other
2023-09-04 00:00:00,2023-09-06 23:37:32,3.0,1903.0,452.0,0.0,72.0,9.0,67.0
2023-09-04 01:00:00,2023-09-06 23:37:32,3.0,1782.0,445.0,0.0,70.0,0.0,64.0
2023-09-04 02:00:00,2023-09-06 23:37:32,3.0,1627.0,441.0,0.0,74.0,0.0,69.0
2023-09-04 03:00:00,2023-09-06 23:37:32,3.0,1466.0,341.0,0.0,73.0,0.0,68.0
2023-09-04 04:00:00,2023-09-06 23:37:32,3.0,1396.0,237.0,0.0,10.0,0.0,69.0
2023-09-04 05:00:00,2023-09-06 23:37:32,3.0,1276.0,235.0,0.0,0.0,0.0,67.0
2023-09-04 06:00:00,2023-09-06 23:37:32,3.0,1192.0,266.0,0.0,1.0,0.0,70.0
2023-09-04 07:00:00,2023-09-06 23:37:32,3.0,1168.0,265.0,0.0,2.0,0.0,67.0
2023-09-04 08:00:00,2023-09-06 23:37:32,3.0,1129.0,261.0,0.0,2.0,0.0,70.0
2023-09-04 09:00:00,2023-09-06 23:37:32,3.0,1107.0,252.0,0.0,2.0,0.0,67.0
2023-09-04 10:00:00,2023-09-06 23:37:32,3.0,1118.0,262.0,0.0,2.0,0.0,68.0
2023-09-04 11:00:00,2023-09-06 23:37:32,3.0,1135.0,252.0,0.0,1.0,0.0,65.0
2023-09-04 12:00:00,2023-09-06 23:37:32,3.0,1164.0,263.0,0.0,2.0,20.0,64.0
2023-09-04 13:00:00,2023-09-06 23:37:32,3.0,1304.0,271.0,0.0,2.0,112.0,61.0
2023-09-04 14:00:00,2023-09-06 23:37:32,3.0,1506.0,255.0,0.0,1.0,191.0,64.0
2023-09-04 15:00:00,2023-09-06 23:37:32,3.0,1666.0,268.0,0.0,2.0,205.0,67.0
2023-09-04 16:00:00,2023-09-06 23:37:32,3.0,2018.0,271.0,0.0,2.0,210.0,70.0
2023-09-04 17:00:00,2023-09-06 23:37:32,3.0,2318.0,297.0,0.0,1.0,210.0,65.0
2023-09-04 18:00:00,2023-09-06 23:37:32,3.0,2365.0,326.0,0.0,38.0,209.0,65.0
2023-09-04 19:00:00,2023-09-06 23:37:32,3.0,2394.0,285.0,0.0,72.0,209.0,67.0
2023-09-04 20:00:00,2023-09-06 23:37:32,3.0,2418.0,289.0,0.0,111.0,207.0,67.0
2023-09-04 21:00:00,2023-09-06 23:37:32,3.0,2418.0,344.0,0.0,120.0,201.0,69.0
2023-09-04 22:00:00,2023-09-06 23:37:32,3.0,2423.0,399.0,0.0,115.0,170.0,68.0
2023-09-04 23:00:00,2023-09-06 23:37:32,3.0,2422.0,391.0,0.0,118.0,73.0,69.0
