datetime,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_oil_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_other_production_forecast
2023-08-05 15:00:00,2.9237441619389672,301.70159356605217,294.081364584256,17.78323303985729,2.560740624610629,1522.32543,510.27977,0.74911,16.86236,11149.30023,45684.83228
2023-08-05 16:00:00,2.278125910992902,304.4287917361789,293.03583501556443,494.4406698309239,3.0069393589638773,1578.11091,528.13378,0.40403,13.68562,12730.73038,52162.97986
2023-08-05 17:00:00,2.278125910992902,304.4287917361789,293.03583501556443,494.4406698309239,3.0069393589638773,1665.18971,534.83741,0.0,16.50384,13317.8804,54568.17273
2023-08-05 18:00:00,2.278125910992902,304.4287917361789,293.03583501556443,494.4406698309239,3.0069393589638773,1816.20114,540.30152,0.11105,20.24487,13619.7002,55804.54297
2023-08-05 19:00:00,2.2599107920699546,304.5820710685938,292.63234088698084,693.2659082704661,3.2520454076274814,1961.05993,541.19857,0.31242,25.51491,13699.88988,56133.03082
2023-08-05 20:00:00,2.2599107920699546,304.5820710685938,292.63234088698084,693.2659082704661,3.2520454076274814,2067.9374,533.28397,0.40022,35.94547,13682.81013,56063.06561
2023-08-05 21:00:00,2.2599107920699546,304.5820710685938,292.63234088698084,693.2659082704661,3.2520454076274814,2139.66455,540.37569,0.09433,48.8869,13573.19,55614.01929
2023-08-05 22:00:00,2.1883120507344773,301.17241587038245,293.8749685051073,760.5655473562442,3.373543353000431,2186.86266,521.88624,0.0,57.80919,13206.06039,54110.11487
2023-08-05 23:00:00,2.1883120507344773,301.17241587038245,293.8749685051073,760.5655473562442,3.373543353000431,2195.43907,511.71845,0.0,63.40594,12498.75946,51212.73755
2023-08-06 00:00:00,2.1883120507344773,301.17241587038245,293.8749685051073,760.5655473562442,3.373543353000431,2196.97666,470.68394,0.95092,71.9442,1573.80246,58082.82208
2023-08-06 01:00:00,2.616592334956737,299.0108228283789,293.7904920845387,510.6124155037125,3.437784723215206,2200.438,434.90228,0.15366,68.551,967.82906,57052.85077
2023-08-06 02:00:00,2.616592334956737,299.0108228283789,293.7904920845387,510.6124155037125,3.437784723215206,2114.82973,408.86613,0.0,59.54867,530.25177,57129.06232
2023-08-06 03:00:00,2.616592334956737,299.0108228283789,293.7904920845387,510.6124155037125,3.437784723215206,2013.85714,405.91927,0.06076,39.48086,110.24633,56120.76123
2023-08-06 04:00:00,2.2085295586064584,298.0960444644821,294.3167994357955,0.7379350877860389,3.5666803876063,1902.11205,403.41294,0.00575,16.58993,0.0,55980.82043
2023-08-06 05:00:00,2.2085295586064584,298.0960444644821,294.3167994357955,0.7379350877860389,3.5666803876063,1769.30848,389.16862,0.02177,0.91944,0.0,54685.54059
2023-08-06 06:00:00,2.2085295586064584,298.0960444644821,294.3167994357955,0.7379350877860389,3.5666803876063,1620.80038,403.49271,0.01927,0.0,0.0,54677.37469
2023-08-06 07:00:00,1.5495128890353265,297.5714467119085,294.29617440867275,0.369141051463982,3.681088450993067,1533.84398,401.38489,0.01313,0.0,0.0,53559.2854
2023-08-06 08:00:00,1.5495128890353265,297.5714467119085,294.29617440867275,0.369141051463982,3.681088450993067,1482.13098,395.33278,0.00519,0.0,0.0,54002.90509
2023-08-06 09:00:00,1.5495128890353265,297.5714467119085,294.29617440867275,0.369141051463982,3.681088450993067,1371.33368,404.28512,0.04229,0.0,0.0,54326.95721
2023-08-06 10:00:00,1.1296382108562146,298.7519455354943,294.7604599374994,0.0,3.9542251961103374,1237.59847,414.50355,0.10879,5.71537,177.30479,51657.85657
2023-08-06 11:00:00,1.1296382108562146,298.7519455354943,294.7604599374994,0.0,3.9542251961103374,1154.50655,435.24487,0.07219,12.68836,395.33901,53922.49127
2023-08-06 12:00:00,1.1296382108562146,298.7519455354943,294.7604599374994,0.0,3.9542251961103374,1168.99491,455.36189,0.0,19.31303,950.01263,51934.67725
2023-08-06 13:00:00,1.6940392308324843,303.4078704628208,294.60890199908783,15.684691783901188,4.2342731125130895,1205.56633,491.07225,0.56649,22.82871,2333.41279,52129.83899
2023-08-06 14:00:00,1.6940392308324843,303.4078704628208,294.60890199908783,15.684691783901188,4.2342731125130895,1217.59947,521.27638,0.3057,24.90957,3289.35911,51131.46252
2023-08-06 15:00:00,1.6940392308324843,303.4078704628208,294.60890199908783,15.684691783901188,4.2342731125130895,1280.41718,532.28094,0.74911,24.19604,3837.53925,51095.70691
2023-08-06 16:00:00,2.2960076039975794,306.1050278334228,293.32249139994155,455.5476426685635,4.555886336515923,1329.49101,553.44598,0.40403,20.08652,4071.66349,50258.77545
2023-08-06 17:00:00,2.2960076039975794,306.1050278334228,293.32249139994155,455.5476426685635,4.555886336515923,1416.42912,563.71264,0.0,21.06424,4171.83347,49218.78094
2023-08-06 18:00:00,2.2960076039975794,306.1050278334228,293.32249139994155,455.5476426685635,4.555886336515923,1575.38055,571.12322,0.11105,22.74774,4244.43124,46481.62946
2023-08-06 19:00:00,2.968755673399348,305.33917153270704,293.6339288818148,650.1211089690389,4.710410242521629,1735.63991,573.89124,0.31242,26.42955,4441.7478,47674.66962
2023-08-06 20:00:00,2.968755673399348,305.33917153270704,293.6339288818148,650.1211089690389,4.710410242521629,1866.47096,566.80763,0.40022,35.16886,4572.8126,47404.29761
2023-08-06 21:00:00,2.968755673399348,305.33917153270704,293.6339288818148,650.1211089690389,4.710410242521629,1965.05703,574.80541,0.09433,46.15723,4126.06195,45050.5177
2023-08-06 22:00:00,3.7058416717013696,301.17839295321545,295.29162944810145,673.4161903691465,4.917416696377511,2043.70192,554.72505,0.0,55.18967,3285.66637,43463.44724
2023-08-06 23:00:00,3.7058416717013696,301.17839295321545,295.29162944810145,673.4161903691465,4.917416696377511,2092.76892,539.78318,0.0,60.39937,2487.50963,42894.7659
2023-08-07 00:00:00,3.7058416717013696,301.17839295321545,295.29162944810145,673.4161903691465,4.917416696377511,2067.29274,507.52256,0.95092,71.06709,45.71762,53387.43329
2023-08-07 01:00:00,3.528730318799129,298.6186608897268,295.9876525415369,455.9805651424016,7.219536420206494,2093.23779,471.70646,0.15366,71.71772,0.0,52440.724
2023-08-07 02:00:00,3.528730318799129,298.6186608897268,295.9876525415369,455.9805651424016,7.219536420206494,2027.52819,441.94316,0.0,65.80042,0.0,52510.76184
2023-08-07 03:00:00,3.528730318799129,298.6186608897268,295.9876525415369,455.9805651424016,7.219536420206494,1942.66409,437.61669,0.06076,48.26263,0.0,51584.00555
2023-08-07 04:00:00,2.6875933237802183,298.1973596204348,295.8259215189623,0.3958898365186431,10.394984154118449,1839.58108,429.27177,0.00575,26.88192,0.0,51455.43683
2023-08-07 05:00:00,2.6875933237802183,298.1973596204348,295.8259215189623,0.3958898365186431,10.394984154118449,1710.52139,405.32396,0.02177,10.44487,0.0,50264.91284
2023-08-07 06:00:00,2.6875933237802183,298.1973596204348,295.8259215189623,0.3958898365186431,10.394984154118449,1561.5146,419.37932,0.01927,0.0,0.0,50257.37469
2023-08-07 07:00:00,2.705560783499721,297.8110839307417,295.70788455256445,0.1982462539048597,10.82572040990544,1465.91458,413.04176,0.01313,0.0,0.0,49229.77948
2023-08-07 08:00:00,2.705560783499721,297.8110839307417,295.70788455256445,0.1982462539048597,10.82572040990544,1391.87346,400.26961,0.00519,0.0,38.78233,49637.43604
2023-08-07 09:00:00,2.705560783499721,297.8110839307417,295.70788455256445,0.1982462539048597,10.82572040990544,1254.6835,404.27043,0.04229,0.0,23.35437,49935.34589
2023-08-07 10:00:00,2.8893650075643373,298.6221312146449,295.9608769527137,0.0,10.908417568170304,1096.56758,408.18691,0.10879,6.38823,86.18649,47482.13818
2023-08-07 11:00:00,2.8893650075643373,298.6221312146449,295.9608769527137,0.0,10.908417568170304,991.03989,431.3789,0.07219,13.2061,139.00698,49563.51758
2023-08-07 12:00:00,2.8893650075643373,298.6221312146449,295.9608769527137,0.0,10.908417568170304,982.57724,441.84095,0.0,21.15543,351.69744,47736.61938
2023-08-07 13:00:00,3.961852127440963,303.1373231793428,295.7833124863347,16.187038497175855,11.0954715399929,1000.10774,475.4761,0.56649,26.79315,924.00389,47916.02002
2023-08-07 14:00:00,3.961852127440963,303.1373231793428,295.7833124863347,16.187038497175855,11.0954715399929,1002.93991,506.92609,0.3057,30.89189,1315.32864,46998.38422
2023-08-07 15:00:00,3.961852127440963,303.1373231793428,295.7833124863347,16.187038497175855,11.0954715399929,1059.68611,517.33734,0.74911,30.90149,1530.61171,46965.50793
2023-08-07 16:00:00,5.255558411737603,306.4312215101022,295.5794657079784,475.6571874881118,11.196976345873711,1107.37871,543.33079,0.40403,26.08548,1540.16761,46196.35236
2023-08-07 17:00:00,5.255558411737603,306.4312215101022,295.5794657079784,475.6571874881118,11.196976345873711,1195.47622,555.85918,0.0,24.73916,1497.66947,45240.46552
2023-08-07 18:00:00,5.255558411737603,306.4312215101022,295.5794657079784,475.6571874881118,11.196976345873711,1356.63329,566.54968,0.11105,23.59616,1437.4566,42724.74255
2023-08-07 19:00:00,5.615943321351395,306.9646643234691,295.5048131566477,682.8001916908379,11.280940236704197,1522.02189,573.69744,0.31242,24.83576,1365.14426,43821.33282
2023-08-07 20:00:00,5.615943321351395,306.9646643234691,295.5048131566477,682.8001916908379,11.280940236704197,1663.70797,571.30947,0.40022,30.93967,1228.76405,43572.68811
2023-08-07 21:00:00,5.615943321351395,306.9646643234691,295.5048131566477,682.8001916908379,11.280940236704197,1776.72474,585.08976,0.09433,41.17851,954.01969,41409.5123
2023-08-07 22:00:00,5.421924709382264,301.55993580612096,296.3017237659716,766.3823692104713,11.364777537400911,1875.19482,565.19051,0.0,50.57095,584.5431,39950.79007
2023-08-07 23:00:00,5.421924709382264,301.55993580612096,296.3017237659716,766.3823692104713,11.364777537400911,1952.01613,558.7213,0.0,57.50271,255.19847,39428.11063
2023-08-08 00:00:00,5.421924709382264,301.55993580612096,296.3017237659716,766.3823692104713,11.364777537400911,1919.65335,538.03174,0.95092,70.57955,0.0,49069.78192
2023-08-08 01:00:00,5.407637735538353,298.2166266210771,295.7064622144516,496.332066624179,12.675770136039468,1960.09072,501.33898,0.15366,82.80246,0.0,48199.63696
2023-08-08 02:00:00,5.407637735538353,298.2166266210771,295.7064622144516,496.332066624179,12.675770136039468,1910.45584,468.07053,0.0,85.41861,0.0,48263.99396
2023-08-08 03:00:00,5.407637735538353,298.2166266210771,295.7064622144516,496.332066624179,12.675770136039468,1840.49115,462.2537,0.06076,74.61156,0.0,47412.21967
2023-08-08 04:00:00,4.741196359610726,297.08366599181284,294.7340575160763,0.3079968133171237,16.916308749693798,1747.23317,449.30544,0.00575,56.89307,0.0,47294.11511
2023-08-08 05:00:00,4.741196359610726,297.08366599181284,294.7340575160763,0.3079968133171237,16.916308749693798,1625.84115,417.75042,0.02177,37.81234,0.0,46199.9165
2023-08-08 06:00:00,4.741196359610726,297.08366599181284,294.7340575160763,0.3079968133171237,16.916308749693798,1482.34853,431.29892,0.01927,22.1387,0.0,46192.95941
2023-08-08 07:00:00,4.307954802965176,297.2354319370057,294.7545964895072,0.154118050382756,18.61865706433328,1384.93818,421.33121,0.01313,7.24553,0.0,45248.56915
2023-08-08 08:00:00,4.307954802965176,297.2354319370057,294.7545964895072,0.154118050382756,18.61865706433328,1299.26385,403.18913,0.00519,4.44629,0.0,45623.16266
2023-08-08 09:00:00,4.307954802965176,297.2354319370057,294.7545964895072,0.154118050382756,18.61865706433328,1148.8404,403.62926,0.04229,1.19657,0.0,45897.02618
2023-08-08 10:00:00,4.734146634748452,298.0644483675751,295.3605075966525,0.0,18.786567988704967,979.71582,403.03299,0.10879,8.02982,21.50605,43642.34723
2023-08-08 11:00:00,4.734146634748452,298.0644483675751,295.3605075966525,0.0,18.786567988704967,862.83598,428.39632,0.07219,14.24929,86.99803,45555.21039
2023-08-08 12:00:00,4.734146634748452,298.0644483675751,295.3605075966525,0.0,18.786567988704967,839.75901,432.47392,0.0,25.7522,188.00884,43876.28918
2023-08-08 13:00:00,5.503897258772978,302.9870548910176,294.7252473209085,15.713373685846951,18.817034784599763,844.08214,465.54764,0.56649,36.88645,375.10016,44041.18939
2023-08-08 14:00:00,5.503897258772978,302.9870548910176,294.7252473209085,15.713373685846951,18.817034784599763,841.00063,498.60747,0.3057,46.01962,480.43187,43197.81186
2023-08-08 15:00:00,5.503897258772978,302.9870548910176,294.7252473209085,15.713373685846951,18.817034784599763,891.76131,508.87106,0.74911,47.53207,542.87917,43167.58145
2023-08-08 16:00:00,5.517985587028123,306.22840316462884,293.4355622770827,484.7376931359462,19.00394604224409,937.09151,539.01314,0.40403,40.30547,559.99429,42460.7388
2023-08-08 17:00:00,5.517985587028123,306.22840316462884,293.4355622770827,484.7376931359462,19.00394604224409,1023.20283,553.77362,0.0,32.2664,559.92665,41582.19708
2023-08-08 18:00:00,5.517985587028123,306.22840316462884,293.4355622770827,484.7376931359462,19.00394604224409,1180.42788,567.23394,0.11105,23.35747,545.98604,39270.0871
2023-08-08 19:00:00,4.835621525435654,306.1742850457518,293.0592457156105,687.8633932205862,19.09447539686964,1343.34066,577.98646,0.31242,18.03056,484.07866,40277.9913
2023-08-08 20:00:00,4.835621525435654,306.1742850457518,293.0592457156105,687.8633932205862,19.09447539686964,1486.91689,579.29303,0.40022,17.37471,373.01415,40049.32553
2023-08-08 21:00:00,4.835621525435654,306.1742850457518,293.0592457156105,687.8633932205862,19.09447539686964,1605.43572,597.61181,0.09433,26.54319,234.09178,38061.41553
2023-08-08 22:00:00,4.160130027502138,301.72957021368205,294.1981151783144,739.6571303068839,19.153908699897727,1713.25208,577.61055,0.0,37.75633,121.91398,36720.71744
2023-08-08 23:00:00,4.160130027502138,301.72957021368205,294.1981151783144,739.6571303068839,19.153908699897727,1805.42931,576.92168,0.0,50.54059,36.68913,36240.34085
