,UTC time,carbon_intensity,coal,nat_gas,oil,hydro,solar,other
0,2023-08-04 00:00:00,654.19,1839.0,437.0,0.0,96.0,3.0,71.0
1,2023-08-04 01:00:00,659.38,1876.0,471.0,0.0,71.0,0.0,67.0
2,2023-08-04 02:00:00,659.03,1885.0,474.0,0.0,72.0,0.0,70.0
3,2023-08-04 03:00:00,661.82,1785.0,419.0,0.0,71.0,0.0,69.0
4,2023-08-04 04:00:00,666.52,1645.0,399.0,0.0,44.0,0.0,67.0
5,2023-08-04 05:00:00,674.61,1522.0,399.0,0.0,2.0,0.0,71.0
6,2023-08-04 06:00:00,666.96,1356.0,399.0,0.0,2.0,0.0,69.0
7,2023-08-04 07:00:00,667.31,1364.0,399.0,0.0,2.0,0.0,70.0
8,2023-08-04 08:00:00,662.62,1266.0,399.0,0.0,1.0,0.0,67.0
9,2023-08-04 09:00:00,663.13,1286.0,400.0,0.0,2.0,0.0,68.0
10,2023-08-04 10:00:00,666.7,1358.0,400.0,0.0,2.0,0.0,73.0
11,2023-08-04 11:00:00,666.24,1468.0,437.0,0.0,2.0,0.0,75.0
12,2023-08-04 12:00:00,668.35,1566.0,439.0,0.0,2.0,7.0,70.0
13,2023-08-04 13:00:00,656.1,1635.0,475.0,0.0,1.0,42.0,71.0
14,2023-08-04 14:00:00,639.94,1685.0,486.0,0.0,2.0,102.0,70.0
15,2023-08-04 15:00:00,641.28,1770.0,483.0,0.0,2.0,114.0,71.0
16,2023-08-04 16:00:00,639.37,1798.0,477.0,0.0,2.0,129.0,72.0
17,2023-08-04 17:00:00,641.15,1872.0,484.0,0.0,2.0,133.0,71.0
18,2023-08-04 18:00:00,627.02,1943.0,479.0,0.0,70.0,140.0,69.0
19,2023-08-04 19:00:00,627.69,2003.0,476.0,0.0,72.0,149.0,69.0
20,2023-08-04 20:00:00,631.99,2129.0,475.0,0.0,72.0,156.0,70.0
21,2023-08-04 21:00:00,632.62,2159.0,476.0,0.0,77.0,154.0,67.0
22,2023-08-04 22:00:00,642.26,2222.0,477.0,0.0,71.0,127.0,68.0
23,2023-08-04 23:00:00,649.26,2276.0,475.0,0.0,72.0,104.0,69.0
