UTC time,forecasted_avg_carbon_intensity
2023-08-05T00:00:00.000000000,463.09625
2023-08-05T01:00:00.000000000,453.23384
2023-08-05T02:00:00.000000000,483.86212
2023-08-05T03:00:00.000000000,543.01875
2023-08-05T04:00:00.000000000,621.69811
2023-08-05T05:00:00.000000000,705.75781
2023-08-05T06:00:00.000000000,798.60065
2023-08-05T07:00:00.000000000,876.9293
2023-08-05T08:00:00.000000000,951.1014
2023-08-05T09:00:00.000000000,984.8838
2023-08-05T10:00:00.000000000,964.64565
2023-08-05T11:00:00.000000000,940.23976
2023-08-05T12:00:00.000000000,931.52515
2023-08-05T13:00:00.000000000,917.31991
2023-08-05T14:00:00.000000000,912.71813
2023-08-05T15:00:00.000000000,923.56977
2023-08-05T16:00:00.000000000,926.1317
2023-08-05T17:00:00.000000000,936.55155
2023-08-05T18:00:00.000000000,930.04005
2023-08-05T19:00:00.000000000,896.99147
2023-08-05T20:00:00.000000000,816.04013
2023-08-05T21:00:00.000000000,745.1244
2023-08-05T22:00:00.000000000,643.06956
2023-08-05T23:00:00.000000000,567.4146
2023-08-06T00:00:00.000000000,463.28008
2023-08-06T01:00:00.000000000,453.35806
2023-08-06T02:00:00.000000000,483.86133
2023-08-06T03:00:00.000000000,542.81154
2023-08-06T04:00:00.000000000,621.24708
2023-08-06T05:00:00.000000000,705.01473
2023-08-06T06:00:00.000000000,797.57531
2023-08-06T07:00:00.000000000,875.72281
2023-08-06T08:00:00.000000000,949.74645
2023-08-06T09:00:00.000000000,983.45451
2023-08-06T10:00:00.000000000,963.19655
2023-08-06T11:00:00.000000000,938.75036
2023-08-06T12:00:00.000000000,929.95903
2023-08-06T13:00:00.000000000,915.68315
2023-08-06T14:00:00.000000000,911.12155
2023-08-06T15:00:00.000000000,922.03527
2023-08-06T16:00:00.000000000,924.72746
2023-08-06T17:00:00.000000000,935.31652
2023-08-06T18:00:00.000000000,929.04321
2023-08-06T19:00:00.000000000,896.23666
2023-08-06T20:00:00.000000000,815.55811
2023-08-06T21:00:00.000000000,744.84309
2023-08-06T22:00:00.000000000,643.04844
2023-08-06T23:00:00.000000000,567.49918
2023-08-07T00:00:00.000000000,463.44984
2023-08-07T01:00:00.000000000,453.47276
2023-08-07T02:00:00.000000000,483.8606
2023-08-07T03:00:00.000000000,542.6202
2023-08-07T04:00:00.000000000,620.83059
2023-08-07T05:00:00.000000000,704.32852
2023-08-07T06:00:00.000000000,796.62845
2023-08-07T07:00:00.000000000,874.60858
2023-08-07T08:00:00.000000000,948.49515
2023-08-07T09:00:00.000000000,982.13453
2023-08-07T10:00:00.000000000,961.85833
2023-08-07T11:00:00.000000000,937.37491
2023-08-07T12:00:00.000000000,928.51273
2023-08-07T13:00:00.000000000,914.17161
2023-08-07T14:00:00.000000000,909.64712
2023-08-07T15:00:00.000000000,920.61811
2023-08-07T16:00:00.000000000,923.43065
2023-08-07T17:00:00.000000000,934.17601
2023-08-07T18:00:00.000000000,928.12272
2023-08-07T19:00:00.000000000,895.53963
2023-08-07T20:00:00.000000000,815.11303
2023-08-07T21:00:00.000000000,744.5833
2023-08-07T22:00:00.000000000,643.02892
2023-08-07T23:00:00.000000000,567.57728
2023-08-08T00:00:00.000000000,463.93341
2023-08-08T01:00:00.000000000,453.79951
2023-08-08T02:00:00.000000000,483.85852
2023-08-08T03:00:00.000000000,542.07513
2023-08-08T04:00:00.000000000,619.64411
2023-08-08T05:00:00.000000000,702.37371
2023-08-08T06:00:00.000000000,793.93117
2023-08-08T07:00:00.000000000,871.43461
2023-08-08T08:00:00.000000000,944.93076
2023-08-08T09:00:00.000000000,978.37452
2023-08-08T10:00:00.000000000,958.04625
2023-08-08T11:00:00.000000000,933.45679
2023-08-08T12:00:00.000000000,924.39284
2023-08-08T13:00:00.000000000,909.86586
2023-08-08T14:00:00.000000000,905.44707
2023-08-08T15:00:00.000000000,916.58138
2023-08-08T16:00:00.000000000,919.73657
2023-08-08T17:00:00.000000000,930.92713
2023-08-08T18:00:00.000000000,925.50047
2023-08-08T19:00:00.000000000,893.55402
2023-08-08T20:00:00.000000000,813.84512
2023-08-08T21:00:00.000000000,743.84321
2023-08-08T22:00:00.000000000,642.97337
2023-08-08T23:00:00.000000000,567.79976
