,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,other
0,2023-08-13 00:00:00,2023-08-15 01:14:24,3.0,707.02,2329.0,859.0,0.0,102.0,10.0,58.0
1,2023-08-13 01:00:00,2023-08-15 01:14:24,3.0,710.89,2315.0,917.0,0.0,72.0,0.0,54.0
2,2023-08-13 02:00:00,2023-08-15 01:14:24,3.0,729.24,2378.0,857.0,0.0,13.0,0.0,56.0
3,2023-08-13 03:00:00,2023-08-15 01:14:24,3.0,740.41,2346.0,733.0,0.0,1.0,0.0,61.0
4,2023-08-13 04:00:00,2023-08-15 01:14:24,3.0,738.0,2126.0,688.0,0.0,2.0,0.0,60.0
5,2023-08-13 05:00:00,2023-08-15 01:14:24,3.0,731.04,1895.0,688.0,0.0,1.0,0.0,66.0
6,2023-08-13 06:00:00,2023-08-15 01:14:24,3.0,729.65,1775.0,656.0,0.0,2.0,0.0,59.0
7,2023-08-13 07:00:00,2023-08-15 01:14:24,3.0,726.88,1655.0,641.0,0.0,1.0,0.0,58.0
8,2023-08-13 08:00:00,2023-08-15 01:14:24,3.0,722.34,1543.0,637.0,0.0,2.0,0.0,58.0
9,2023-08-13 09:00:00,2023-08-15 01:14:24,3.0,714.9,1380.0,638.0,0.0,1.0,0.0,58.0
10,2023-08-13 10:00:00,2023-08-15 01:14:24,3.0,714.49,1385.0,641.0,0.0,2.0,0.0,59.0
11,2023-08-13 11:00:00,2023-08-15 01:14:24,3.0,710.64,1378.0,677.0,0.0,1.0,0.0,59.0
12,2023-08-13 12:00:00,2023-08-15 01:14:24,3.0,702.4,1379.0,645.0,0.0,2.0,36.0,58.0
13,2023-08-13 13:00:00,2023-08-15 01:14:24,3.0,669.57,1428.0,719.0,0.0,1.0,139.0,58.0
14,2023-08-13 14:00:00,2023-08-15 01:14:24,3.0,676.79,1783.0,711.0,0.0,1.0,195.0,57.0
15,2023-08-13 15:00:00,2023-08-15 01:14:24,3.0,692.36,2168.0,704.0,0.0,2.0,206.0,55.0
16,2023-08-13 16:00:00,2023-08-15 01:14:24,3.0,704.42,2513.0,695.0,0.0,2.0,212.0,59.0
17,2023-08-13 17:00:00,2023-08-15 01:14:24,3.0,709.72,2654.0,685.0,0.0,1.0,212.0,58.0
18,2023-08-13 18:00:00,2023-08-15 01:14:24,3.0,697.41,2664.0,723.0,0.0,60.0,209.0,55.0
19,2023-08-13 19:00:00,2023-08-15 01:14:24,3.0,690.14,2581.0,770.0,0.0,74.0,205.0,49.0
20,2023-08-13 20:00:00,2023-08-15 01:14:24,3.0,685.98,2553.0,845.0,0.0,74.0,200.0,44.0
21,2023-08-13 21:00:00,2023-08-15 01:14:24,3.0,679.15,2546.0,845.0,0.0,118.0,193.0,44.0
22,2023-08-13 22:00:00,2023-08-15 01:14:24,3.0,676.08,2544.0,843.0,0.0,157.0,171.0,43.0
23,2023-08-13 23:00:00,2023-08-15 01:14:24,3.0,690.93,2593.0,819.0,0.0,152.0,107.0,42.0
