UTC time,creation_time (UTC),version,coal,nat_gas,oil,hydro,solar,other
2023-08-16 00:00:00,2023-08-18 21:54:43,3.0,2470.0,784.0,0.0,70.0,8.0,67.0
2023-08-16 01:00:00,2023-08-18 21:54:43,3.0,2474.0,749.0,0.0,50.0,0.0,68.0
2023-08-16 02:00:00,2023-08-18 21:54:43,3.0,2383.0,747.0,0.0,0.0,0.0,63.0
2023-08-16 03:00:00,2023-08-18 21:54:43,3.0,2070.0,692.0,0.0,0.0,0.0,65.0
2023-08-16 04:00:00,2023-08-18 21:54:43,3.0,1720.0,718.0,0.0,0.0,0.0,67.0
2023-08-16 05:00:00,2023-08-18 21:54:43,3.0,1398.0,722.0,0.0,0.0,0.0,72.0
2023-08-16 06:00:00,2023-08-18 21:54:43,3.0,1340.0,748.0,0.0,0.0,0.0,68.0
2023-08-16 07:00:00,2023-08-18 21:54:43,3.0,1171.0,729.0,0.0,0.0,0.0,69.0
2023-08-16 08:00:00,2023-08-18 21:54:43,3.0,1083.0,739.0,0.0,0.0,0.0,68.0
2023-08-16 09:00:00,2023-08-18 21:54:43,3.0,1050.0,743.0,0.0,0.0,0.0,67.0
2023-08-16 10:00:00,2023-08-18 21:54:43,3.0,1115.0,746.0,0.0,0.0,0.0,69.0
2023-08-16 11:00:00,2023-08-18 21:54:43,3.0,1208.0,726.0,0.0,0.0,0.0,72.0
2023-08-16 12:00:00,2023-08-18 21:54:43,3.0,1257.0,717.0,0.0,0.0,15.0,66.0
2023-08-16 13:00:00,2023-08-18 21:54:43,3.0,1322.0,732.0,0.0,0.0,58.0,69.0
2023-08-16 14:00:00,2023-08-18 21:54:43,3.0,1665.0,750.0,0.0,0.0,79.0,73.0
2023-08-16 15:00:00,2023-08-18 21:54:43,3.0,1877.0,750.0,0.0,0.0,146.0,72.0
2023-08-16 16:00:00,2023-08-18 21:54:43,3.0,2100.0,745.0,0.0,0.0,181.0,71.0
2023-08-16 17:00:00,2023-08-18 21:54:43,3.0,2248.0,740.0,0.0,24.0,163.0,73.0
2023-08-16 18:00:00,2023-08-18 21:54:43,3.0,2264.0,734.0,0.0,70.0,161.0,75.0
2023-08-16 19:00:00,2023-08-18 21:54:43,3.0,2255.0,806.0,0.0,69.0,136.0,73.0
2023-08-16 20:00:00,2023-08-18 21:54:43,3.0,2259.0,861.0,0.0,70.0,134.0,73.0
2023-08-16 21:00:00,2023-08-18 21:54:43,3.0,2226.0,860.0,0.0,106.0,134.0,55.0
2023-08-16 22:00:00,2023-08-18 21:54:43,3.0,2199.0,861.0,0.0,152.0,99.0,52.0
2023-08-16 23:00:00,2023-08-18 21:54:43,3.0,2110.0,860.0,0.0,153.0,89.0,52.0
