UTC time,creation_time (UTC),version,coal,nat_gas,oil,hydro,solar,other
2023-08-23 00:00:00,2023-08-25 17:59:20,3.0,2549.0,450.0,0.0,75.0,10.0,62.0
2023-08-23 01:00:00,2023-08-25 17:59:20,3.0,2569.0,475.0,0.0,68.0,0.0,62.0
2023-08-23 02:00:00,2023-08-25 17:59:20,3.0,2581.0,439.0,0.0,0.0,0.0,62.0
2023-08-23 03:00:00,2023-08-25 17:59:20,3.0,2375.0,394.0,0.0,0.0,0.0,62.0
2023-08-23 04:00:00,2023-08-25 17:59:20,3.0,2221.0,285.0,0.0,0.0,0.0,60.0
2023-08-23 05:00:00,2023-08-25 17:59:20,3.0,2015.0,260.0,0.0,0.0,0.0,65.0
2023-08-23 06:00:00,2023-08-25 17:59:20,3.0,1987.0,274.0,0.0,0.0,0.0,61.0
2023-08-23 07:00:00,2023-08-25 17:59:20,3.0,2064.0,232.0,0.0,0.0,0.0,60.0
2023-08-23 08:00:00,2023-08-25 17:59:20,3.0,2104.0,240.0,0.0,0.0,0.0,62.0
2023-08-23 09:00:00,2023-08-25 17:59:20,3.0,2103.0,224.0,0.0,0.0,0.0,62.0
2023-08-23 10:00:00,2023-08-25 17:59:20,3.0,2114.0,246.0,0.0,1.0,0.0,62.0
2023-08-23 11:00:00,2023-08-25 17:59:20,3.0,2223.0,280.0,0.0,0.0,0.0,63.0
2023-08-23 12:00:00,2023-08-25 17:59:20,3.0,2251.0,258.0,0.0,0.0,7.0,60.0
2023-08-23 13:00:00,2023-08-25 17:59:20,3.0,2293.0,284.0,0.0,0.0,38.0,58.0
2023-08-23 14:00:00,2023-08-25 17:59:20,3.0,2335.0,286.0,0.0,0.0,78.0,60.0
2023-08-23 15:00:00,2023-08-25 17:59:20,3.0,2493.0,281.0,0.0,0.0,130.0,59.0
2023-08-23 16:00:00,2023-08-25 17:59:20,3.0,2698.0,252.0,0.0,0.0,206.0,62.0
2023-08-23 17:00:00,2023-08-25 17:59:20,3.0,2801.0,268.0,0.0,0.0,202.0,60.0
2023-08-23 18:00:00,2023-08-25 17:59:20,3.0,2829.0,324.0,0.0,0.0,207.0,62.0
2023-08-23 19:00:00,2023-08-25 17:59:20,3.0,2825.0,396.0,0.0,37.0,213.0,63.0
2023-08-23 20:00:00,2023-08-25 17:59:20,3.0,2810.0,388.0,0.0,72.0,213.0,63.0
2023-08-23 21:00:00,2023-08-25 17:59:20,3.0,2805.0,418.0,0.0,70.0,204.0,65.0
2023-08-23 22:00:00,2023-08-25 17:59:20,3.0,2775.0,435.0,0.0,70.0,177.0,69.0
2023-08-23 23:00:00,2023-08-25 17:59:20,3.0,2777.0,447.0,0.0,71.0,102.0,66.0
