,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,other
0,2023-09-04 00:00:00,2023-09-06 23:37:32,3.0,731.51,1903.0,452.0,0.0,72.0,9.0,67.0
1,2023-09-04 01:00:00,2023-09-06 23:37:32,3.0,730.95,1782.0,445.0,0.0,70.0,0.0,64.0
2,2023-09-04 02:00:00,2023-09-06 23:37:32,3.0,723.79,1627.0,441.0,0.0,74.0,0.0,69.0
3,2023-09-04 03:00:00,2023-09-06 23:37:32,3.0,728.21,1466.0,341.0,0.0,73.0,0.0,68.0
4,2023-09-04 04:00:00,2023-09-06 23:37:32,3.0,764.83,1396.0,237.0,0.0,10.0,0.0,69.0
5,2023-09-04 05:00:00,2023-09-06 23:37:32,3.0,765.76,1276.0,235.0,0.0,0.0,0.0,67.0
6,2023-09-04 06:00:00,2023-09-06 23:37:32,3.0,756.58,1192.0,266.0,0.0,1.0,0.0,70.0
7,2023-09-04 07:00:00,2023-09-06 23:37:32,3.0,755.36,1168.0,265.0,0.0,2.0,0.0,67.0
8,2023-09-04 08:00:00,2023-09-06 23:37:32,3.0,754.25,1129.0,261.0,0.0,2.0,0.0,70.0
9,2023-09-04 09:00:00,2023-09-06 23:37:32,3.0,755.02,1107.0,252.0,0.0,2.0,0.0,67.0
10,2023-09-04 10:00:00,2023-09-06 23:37:32,3.0,753.65,1118.0,262.0,0.0,2.0,0.0,68.0
11,2023-09-04 11:00:00,2023-09-06 23:37:32,3.0,756.85,1135.0,252.0,0.0,1.0,0.0,65.0
12,2023-09-04 12:00:00,2023-09-06 23:37:32,3.0,746.26,1164.0,263.0,0.0,2.0,20.0,64.0
13,2023-09-04 13:00:00,2023-09-06 23:37:32,3.0,714.2,1304.0,271.0,0.0,2.0,112.0,61.0
14,2023-09-04 14:00:00,2023-09-06 23:37:32,3.0,700.69,1506.0,255.0,0.0,1.0,191.0,64.0
15,2023-09-04 15:00:00,2023-09-06 23:37:32,3.0,703.63,1666.0,268.0,0.0,2.0,205.0,67.0
16,2023-09-04 16:00:00,2023-09-06 23:37:32,3.0,718.03,2018.0,271.0,0.0,2.0,210.0,70.0
17,2023-09-04 17:00:00,2023-09-06 23:37:32,3.0,726.83,2318.0,297.0,0.0,1.0,210.0,65.0
18,2023-09-04 18:00:00,2023-09-06 23:37:32,3.0,717.57,2365.0,326.0,0.0,38.0,209.0,65.0
19,2023-09-04 19:00:00,2023-09-06 23:37:32,3.0,713.83,2394.0,285.0,0.0,72.0,209.0,67.0
20,2023-09-04 20:00:00,2023-09-06 23:37:32,3.0,706.1,2418.0,289.0,0.0,111.0,207.0,67.0
21,2023-09-04 21:00:00,2023-09-06 23:37:32,3.0,701.63,2418.0,344.0,0.0,120.0,201.0,69.0
22,2023-09-04 22:00:00,2023-09-06 23:37:32,3.0,705.63,2423.0,399.0,0.0,115.0,170.0,68.0
23,2023-09-04 23:00:00,2023-09-06 23:37:32,3.0,726.34,2422.0,391.0,0.0,118.0,73.0,69.0
