UTC time,creation_time (UTC),version,coal,nat_gas,oil,hydro,solar,other
2023-08-19 00:00:00,2023-08-20 22:01:18,3.0,2157.0,759.0,0.0,70.0,13.0,69.0
2023-08-19 01:00:00,2023-08-20 22:01:18,3.0,2015.0,768.0,0.0,18.0,0.0,69.0
2023-08-19 02:00:00,2023-08-20 22:01:18,3.0,1954.0,734.0,0.0,0.0,0.0,70.0
2023-08-19 03:00:00,2023-08-20 22:01:18,3.0,1835.0,711.0,0.0,0.0,0.0,69.0
2023-08-19 04:00:00,2023-08-20 22:01:18,3.0,1778.0,603.0,0.0,0.0,0.0,67.0
2023-08-19 05:00:00,2023-08-20 22:01:18,3.0,1566.0,560.0,0.0,0.0,0.0,71.0
2023-08-19 06:00:00,2023-08-20 22:01:18,3.0,1230.0,545.0,0.0,0.0,0.0,68.0
2023-08-19 07:00:00,2023-08-20 22:01:18,3.0,1109.0,599.0,0.0,0.0,0.0,65.0
2023-08-19 08:00:00,2023-08-20 22:01:18,3.0,1064.0,582.0,0.0,0.0,0.0,69.0
2023-08-19 09:00:00,2023-08-20 22:01:18,3.0,1032.0,522.0,0.0,0.0,0.0,70.0
2023-08-19 10:00:00,2023-08-20 22:01:18,3.0,1073.0,517.0,0.0,0.0,0.0,68.0
2023-08-19 11:00:00,2023-08-20 22:01:18,3.0,1127.0,353.0,0.0,0.0,0.0,73.0
2023-08-19 12:00:00,2023-08-20 22:01:18,3.0,1257.0,287.0,0.0,0.0,25.0,70.0
2023-08-19 13:00:00,2023-08-20 22:01:18,3.0,1421.0,276.0,0.0,0.0,114.0,70.0
2023-08-19 14:00:00,2023-08-20 22:01:18,3.0,1586.0,287.0,0.0,0.0,193.0,69.0
2023-08-19 15:00:00,2023-08-20 22:01:18,3.0,1857.0,288.0,0.0,0.0,197.0,67.0
2023-08-19 16:00:00,2023-08-20 22:01:18,3.0,2216.0,287.0,0.0,0.0,213.0,69.0
2023-08-19 17:00:00,2023-08-20 22:01:18,3.0,2309.0,389.0,0.0,1.0,212.0,69.0
2023-08-19 18:00:00,2023-08-20 22:01:18,3.0,2313.0,426.0,0.0,33.0,214.0,68.0
2023-08-19 19:00:00,2023-08-20 22:01:18,3.0,2324.0,416.0,0.0,70.0,207.0,68.0
2023-08-19 20:00:00,2023-08-20 22:01:18,3.0,2342.0,391.0,0.0,70.0,194.0,69.0
2023-08-19 21:00:00,2023-08-20 22:01:18,3.0,2339.0,387.0,0.0,69.0,182.0,66.0
2023-08-19 22:00:00,2023-08-20 22:01:18,3.0,2353.0,381.0,0.0,69.0,164.0,72.0
2023-08-19 23:00:00,2023-08-20 22:01:18,3.0,2348.0,372.0,0.0,69.0,105.0,67.0
