UTC time,creation_time (UTC),version,coal,nat_gas,oil,hydro,solar,other
2023-08-07 00:00:00,2023-08-08 18:44:47,3.0,1947.0,830.0,0.0,83.0,1.0,65.0
2023-08-07 01:00:00,2023-08-08 18:44:47,3.0,1772.0,827.0,0.0,70.0,0.0,63.0
2023-08-07 02:00:00,2023-08-08 18:44:47,3.0,1624.0,800.0,0.0,55.0,0.0,63.0
2023-08-07 03:00:00,2023-08-08 18:44:47,3.0,1554.0,804.0,0.0,2.0,0.0,64.0
2023-08-07 04:00:00,2023-08-08 18:44:47,3.0,1400.0,716.0,0.0,1.0,0.0,63.0
2023-08-07 05:00:00,2023-08-08 18:44:47,3.0,1234.0,713.0,0.0,2.0,0.0,66.0
2023-08-07 06:00:00,2023-08-08 18:44:47,3.0,1029.0,714.0,0.0,2.0,0.0,66.0
2023-08-07 07:00:00,2023-08-08 18:44:47,3.0,964.0,706.0,0.0,2.0,0.0,66.0
2023-08-07 08:00:00,2023-08-08 18:44:47,3.0,921.0,702.0,0.0,2.0,0.0,65.0
2023-08-07 09:00:00,2023-08-08 18:44:47,3.0,921.0,708.0,0.0,1.0,0.0,69.0
2023-08-07 10:00:00,2023-08-08 18:44:47,3.0,983.0,680.0,0.0,2.0,0.0,69.0
2023-08-07 11:00:00,2023-08-08 18:44:47,3.0,1063.0,697.0,0.0,2.0,0.0,69.0
2023-08-07 12:00:00,2023-08-08 18:44:47,3.0,1109.0,725.0,0.0,1.0,26.0,66.0
2023-08-07 13:00:00,2023-08-08 18:44:47,3.0,1292.0,652.0,0.0,2.0,120.0,69.0
2023-08-07 14:00:00,2023-08-08 18:44:47,3.0,1376.0,724.0,0.0,1.0,190.0,72.0
2023-08-07 15:00:00,2023-08-08 18:44:47,3.0,1702.0,720.0,0.0,2.0,206.0,68.0
2023-08-07 16:00:00,2023-08-08 18:44:47,3.0,2022.0,681.0,0.0,1.0,206.0,70.0
2023-08-07 17:00:00,2023-08-08 18:44:47,3.0,2131.0,691.0,0.0,48.0,204.0,72.0
2023-08-07 18:00:00,2023-08-08 18:44:47,3.0,2253.0,693.0,0.0,96.0,199.0,70.0
2023-08-07 19:00:00,2023-08-08 18:44:47,3.0,2389.0,697.0,0.0,94.0,195.0,69.0
2023-08-07 20:00:00,2023-08-08 18:44:47,3.0,2388.0,748.0,0.0,104.0,167.0,69.0
2023-08-07 21:00:00,2023-08-08 18:44:47,3.0,2386.0,799.0,0.0,120.0,133.0,75.0
2023-08-07 22:00:00,2023-08-08 18:44:47,3.0,2391.0,851.0,0.0,117.0,70.0,73.0
2023-08-07 23:00:00,2023-08-08 18:44:47,3.0,2388.0,848.0,0.0,117.0,23.0,70.0
