datetime,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_oil_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_other_production_forecast
2023-08-17 00:00:00,2023-08-18 21:54:43,3.0,3.52484420005419,298.5236807883215,294.7562531114661,0.0975642005346364,1.2169327702182198,1985.09342,807.0879,0.95092,104.64519,7228.24996,29622.69864
2023-08-17 01:00:00,2023-08-18 21:54:43,3.0,3.52484420005419,298.5236807883215,294.7562531114661,0.0975642005346364,1.2169327702182198,1987.35656,794.2812,0.15366,87.51221,3203.46014,13135.6078
2023-08-17 02:00:00,2023-08-18 21:54:43,3.0,3.52484420005419,298.5236807883215,294.7562531114661,0.0975642005346364,1.2169327702182198,1909.9382,775.49465,0.0,68.32311,397.16001,1639.92054
2023-08-17 03:00:00,2023-08-18 21:54:43,3.0,3.52484420005419,298.5236807883215,294.7562531114661,0.0975642005346364,1.2169327702182198,1789.30599,754.00764,0.06076,37.59908,0.0,13.0
2023-08-17 04:00:00,2023-08-18 21:54:43,3.0,3.453165350843618,297.77876686407006,294.528567098308,0.0975642005346364,1.2169327702182198,1647.03226,758.82257,0.00575,9.13271,0.0,13.0
2023-08-17 05:00:00,2023-08-18 21:54:43,3.0,3.453165350843618,297.77876686407006,294.528567098308,0.0975642005346364,1.2169327702182198,1493.21245,750.629,0.02177,0.0,0.0,13.0
2023-08-17 06:00:00,2023-08-18 21:54:43,3.0,3.453165350843618,297.77876686407006,294.528567098308,0.0975642005346364,1.2169327702182198,1306.23974,733.81232,0.01927,0.0,0.0,13.0
2023-08-17 07:00:00,2023-08-18 21:54:43,3.0,3.2812416789176395,297.2449115153273,294.28841714201013,0.0489846611375062,2.459267895939684,1179.31427,724.20282,0.01313,0.0,0.0,13.0
2023-08-17 08:00:00,2023-08-18 21:54:43,3.0,3.2812416789176395,297.2449115153273,294.28841714201013,0.0489846611375062,2.459267895939684,1113.06751,698.11204,0.00519,0.0,0.0,13.0
2023-08-17 09:00:00,2023-08-18 21:54:43,3.0,3.2812416789176395,297.2449115153273,294.28841714201013,0.0489846611375062,2.459267895939684,1028.82352,693.15104,0.04229,0.78506,0.0,13.0
2023-08-17 10:00:00,2023-08-18 21:54:43,3.0,2.8962366798258574,297.8906036046528,294.3987498564187,0.0,3.3731825828444206,962.63763,692.73675,0.10879,6.78252,0.0,13.0
2023-08-17 11:00:00,2023-08-18 21:54:43,3.0,2.8962366798258574,297.8906036046528,294.3987498564187,0.0,3.3731825828444206,940.66233,672.73115,0.07219,12.11265,0.0,13.0
2023-08-17 12:00:00,2023-08-18 21:54:43,3.0,2.8962366798258574,297.8906036046528,294.3987498564187,0.0,3.3731825828444206,1041.28533,695.88829,0.0,15.03707,0.01,13.04096
2023-08-17 13:00:00,2023-08-18 21:54:43,3.0,3.3621955849730765,302.0248911953969,293.9414592122535,11.745465443029849,4.234387043230299,1162.33212,702.72903,0.56649,14.83989,909.11001,3737.06509
2023-08-17 14:00:00,2023-08-18 21:54:43,3.0,3.3621955849730765,302.0248911953969,293.9414592122535,11.745465443029849,4.234387043230299,1252.01731,708.0154,0.3057,14.92578,5178.38008,21225.6413
2023-08-17 15:00:00,2023-08-18 21:54:43,3.0,3.3621955849730765,302.0248911953969,293.9414592122535,11.745465443029849,4.234387043230299,1406.64083,724.89883,0.74911,17.38003,9989.60016,40934.25366
2023-08-17 16:00:00,2023-08-18 21:54:43,3.0,4.281499533869191,304.26759284774823,292.40234899840027,383.2917373021396,5.089809254614619,1512.73805,740.13824,0.40403,18.01682,12150.57005,49786.41949
2023-08-17 17:00:00,2023-08-18 21:54:43,3.0,4.281499533869191,304.26759284774823,292.40234899840027,383.2917373021396,5.089809254614619,1632.50715,747.31283,0.0,29.71995,12878.20052,52767.0744
2023-08-17 18:00:00,2023-08-18 21:54:43,3.0,4.281499533869191,304.26759284774823,292.40234899840027,383.2917373021396,5.089809254614619,1781.24738,767.1492,0.11105,42.65722,13159.84023,53920.77924
