,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,other
0,2023-08-15 00:00:00,2023-08-18 21:41:24,3.0,643.28,2741.0,929.0,0.0,71.0,27.0,44.0
1,2023-08-15 01:00:00,2023-08-18 21:41:24,3.0,648.15,2747.0,933.0,0.0,69.0,0.0,41.0
2,2023-08-15 02:00:00,2023-08-18 21:41:24,3.0,655.7,2733.0,921.0,0.0,28.0,0.0,44.0
3,2023-08-15 03:00:00,2023-08-18 21:41:24,3.0,674.82,2658.0,729.0,0.0,0.0,0.0,42.0
4,2023-08-15 04:00:00,2023-08-18 21:41:24,3.0,675.07,2401.0,655.0,0.0,0.0,0.0,41.0
5,2023-08-15 05:00:00,2023-08-18 21:41:24,3.0,667.94,2078.0,629.0,0.0,0.0,0.0,42.0
6,2023-08-15 06:00:00,2023-08-18 21:41:24,3.0,661.11,1908.0,634.0,0.0,1.0,0.0,40.0
7,2023-08-15 07:00:00,2023-08-18 21:41:24,3.0,645.67,1651.0,675.0,0.0,0.0,0.0,38.0
8,2023-08-15 08:00:00,2023-08-18 21:41:24,3.0,645.91,1586.0,645.0,0.0,0.0,0.0,42.0
9,2023-08-15 09:00:00,2023-08-18 21:41:24,3.0,647.06,1595.0,639.0,0.0,0.0,0.0,43.0
10,2023-08-15 10:00:00,2023-08-18 21:41:24,3.0,647.43,1587.0,633.0,0.0,0.0,0.0,42.0
11,2023-08-15 11:00:00,2023-08-18 21:41:24,3.0,641.46,1598.0,688.0,0.0,0.0,0.0,40.0
12,2023-08-15 12:00:00,2023-08-18 21:41:24,3.0,631.41,1605.0,708.0,0.0,0.0,30.0,42.0
13,2023-08-15 13:00:00,2023-08-18 21:41:24,3.0,609.49,1669.0,740.0,0.0,0.0,119.0,42.0
14,2023-08-15 14:00:00,2023-08-18 21:41:24,3.0,608.77,1921.0,737.0,0.0,0.0,186.0,39.0
15,2023-08-15 15:00:00,2023-08-18 21:41:24,3.0,623.98,2272.0,710.0,0.0,0.0,203.0,42.0
16,2023-08-15 16:00:00,2023-08-18 21:41:24,3.0,641.46,2711.0,670.0,0.0,0.0,213.0,43.0
17,2023-08-15 17:00:00,2023-08-18 21:41:24,3.0,643.49,2911.0,735.0,0.0,0.0,210.0,44.0
18,2023-08-15 18:00:00,2023-08-18 21:41:24,3.0,642.81,2985.0,822.0,0.0,0.0,191.0,41.0
19,2023-08-15 19:00:00,2023-08-18 21:41:24,3.0,643.03,2930.0,827.0,0.0,1.0,176.0,46.0
20,2023-08-15 20:00:00,2023-08-18 21:41:24,3.0,624.6,2697.0,852.0,0.0,109.0,125.0,42.0
21,2023-08-15 21:00:00,2023-08-18 21:41:24,3.0,600.21,2370.0,858.0,0.0,201.0,99.0,44.0
22,2023-08-15 22:00:00,2023-08-18 21:41:24,3.0,592.6,2244.0,845.0,0.0,204.0,111.0,49.0
23,2023-08-15 23:00:00,2023-08-18 21:41:24,3.0,613.88,2293.0,835.0,0.0,158.0,52.0,64.0
