,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,other
0,2023-08-21 00:00:00,2023-08-23 15:25:34,3.0,681.25,2698.0,469.0,0.0,69.0,18.0,68.0
1,2023-08-21 01:00:00,2023-08-23 15:25:34,3.0,687.15,2703.0,447.0,0.0,69.0,0.0,69.0
2,2023-08-21 02:00:00,2023-08-23 15:25:34,3.0,698.86,2643.0,317.0,0.0,70.0,0.0,68.0
3,2023-08-21 03:00:00,2023-08-23 15:25:34,3.0,720.17,2467.0,252.0,0.0,0.0,0.0,69.0
4,2023-08-21 04:00:00,2023-08-23 15:25:34,3.0,716.73,2133.0,238.0,0.0,0.0,0.0,69.0
5,2023-08-21 05:00:00,2023-08-23 15:25:34,3.0,712.7,1905.0,236.0,0.0,0.0,0.0,67.0
6,2023-08-21 06:00:00,2023-08-23 15:25:34,3.0,703.57,1595.0,244.0,0.0,0.0,0.0,67.0
7,2023-08-21 07:00:00,2023-08-23 15:25:34,3.0,709.86,1544.0,200.0,0.0,0.0,0.0,70.0
8,2023-08-21 08:00:00,2023-08-23 15:25:34,3.0,709.18,1505.0,199.0,0.0,0.0,0.0,67.0
9,2023-08-21 09:00:00,2023-08-23 15:25:34,3.0,707.66,1474.0,201.0,0.0,0.0,0.0,70.0
10,2023-08-21 10:00:00,2023-08-23 15:25:34,3.0,700.41,1381.0,224.0,0.0,0.0,0.0,66.0
11,2023-08-21 11:00:00,2023-08-23 15:25:34,3.0,699.91,1582.0,262.0,0.0,0.0,0.0,69.0
12,2023-08-21 12:00:00,2023-08-23 15:25:34,3.0,697.77,1682.0,241.0,0.0,0.0,25.0,67.0
13,2023-08-21 13:00:00,2023-08-23 15:25:34,3.0,670.09,1805.0,251.0,0.0,0.0,120.0,69.0
14,2023-08-21 14:00:00,2023-08-23 15:25:34,3.0,658.08,2043.0,278.0,0.0,0.0,186.0,69.0
15,2023-08-21 15:00:00,2023-08-23 15:25:34,3.0,665.12,2371.0,282.0,0.0,0.0,204.0,67.0
16,2023-08-21 16:00:00,2023-08-23 15:25:34,3.0,675.96,2644.0,290.0,0.0,1.0,186.0,70.0
17,2023-08-21 17:00:00,2023-08-23 15:25:34,3.0,681.84,2823.0,338.0,0.0,0.0,159.0,64.0
18,2023-08-21 18:00:00,2023-08-23 15:25:34,3.0,677.3,2834.0,362.0,0.0,19.0,153.0,65.0
19,2023-08-21 19:00:00,2023-08-23 15:25:34,3.0,662.18,2810.0,367.0,0.0,70.0,175.0,62.0
20,2023-08-21 20:00:00,2023-08-23 15:25:34,3.0,655.24,2736.0,426.0,0.0,103.0,141.0,65.0
21,2023-08-21 21:00:00,2023-08-23 15:25:34,3.0,653.82,2717.0,358.0,0.0,115.0,163.0,65.0
22,2023-08-21 22:00:00,2023-08-23 15:25:34,3.0,650.82,2636.0,423.0,0.0,116.0,136.0,66.0
23,2023-08-21 23:00:00,2023-08-23 15:25:34,3.0,666.17,2670.0,439.0,0.0,117.0,55.0,65.0
