UTC time,coal,nat_gas,oil,hydro,solar,wind,biomass
2023-12-22 00:00:00,7063.0,1515.0,394.0,248.0,0.0,7896.0,68.0
2023-12-22 01:00:00,7244.0,1587.0,395.0,248.0,0.0,7754.0,68.0
2023-12-22 02:00:00,7297.0,1543.0,394.0,248.0,0.0,7538.0,68.0
2023-12-22 03:00:00,7674.0,1746.0,392.0,248.0,0.0,7567.0,64.0
2023-12-22 04:00:00,8366.0,1898.0,396.0,248.0,0.0,7474.0,63.0
2023-12-22 05:00:00,9015.0,1932.0,396.0,261.0,0.0,7647.0,64.0
2023-12-22 06:00:00,9598.0,1888.0,399.0,316.0,24.0,7760.0,98.0
2023-12-22 07:00:00,9891.0,1680.0,403.0,328.0,482.0,7816.0,212.0
2023-12-22 08:00:00,9796.0,1669.0,402.0,323.0,1426.0,7707.0,258.0
2023-12-22 09:00:00,9758.0,1628.0,403.0,311.0,2126.0,7583.0,269.0
2023-12-22 10:00:00,9712.0,1604.0,400.0,269.0,2293.0,7606.0,272.0
2023-12-22 11:00:00,10237.0,1669.0,397.0,263.0,1863.0,7608.0,274.0
2023-12-22 12:00:00,10669.0,1792.0,397.0,263.0,1128.0,7623.0,271.0
2023-12-22 13:00:00,10763.0,1763.0,399.0,266.0,592.0,7755.0,268.0
2023-12-22 14:00:00,10917.0,1946.0,403.0,303.0,134.0,7884.0,265.0
2023-12-22 15:00:00,11362.0,1986.0,406.0,319.0,0.0,7956.0,263.0
2023-12-22 16:00:00,11189.0,1943.0,404.0,331.0,0.0,7894.0,263.0
2023-12-22 17:00:00,10698.0,1894.0,405.0,334.0,0.0,7992.0,264.0
2023-12-22 18:00:00,10801.0,1937.0,405.0,328.0,0.0,8036.0,262.0
2023-12-22 19:00:00,10505.0,1876.0,406.0,286.0,0.0,8001.0,264.0
2023-12-22 20:00:00,9849.0,1612.0,404.0,269.0,0.0,7986.0,264.0
2023-12-22 21:00:00,8613.0,1676.0,402.0,268.0,0.0,8027.0,260.0
2023-12-22 22:00:00,7746.0,1590.0,400.0,272.0,0.0,7996.0,258.0
2023-12-22 23:00:00,7378.0,1526.0,401.0,274.0,0.0,7990.0,253.0
