UTC time,coal,nat_gas,oil,hydro,solar,wind,biomass
2023-02-10 00:00:00,11151.0,1629.0,315.0,267.0,0.0,5391.0,263.0
2023-02-10 01:00:00,11201.0,1627.0,316.0,278.0,0.0,5359.0,264.0
2023-02-10 02:00:00,11408.0,1627.0,314.0,296.0,0.0,5308.0,267.0
2023-02-10 03:00:00,11806.0,1626.0,313.0,306.0,0.0,5455.0,265.0
2023-02-10 04:00:00,12357.0,1635.0,313.0,295.0,0.0,5558.0,266.0
2023-02-10 05:00:00,13192.0,1729.0,313.0,257.0,1.0,5361.0,267.0
2023-02-10 06:00:00,13792.0,1932.0,317.0,255.0,216.0,5255.0,273.0
2023-02-10 07:00:00,13630.0,2042.0,314.0,316.0,948.0,5137.0,274.0
2023-02-10 08:00:00,13375.0,1886.0,314.0,333.0,1693.0,4996.0,270.0
2023-02-10 09:00:00,13353.0,1666.0,312.0,291.0,2223.0,4771.0,274.0
2023-02-10 10:00:00,12921.0,1714.0,312.0,286.0,2565.0,4637.0,274.0
2023-02-10 11:00:00,12883.0,1717.0,309.0,259.0,2431.0,4471.0,274.0
2023-02-10 12:00:00,13265.0,1724.0,311.0,253.0,1922.0,4165.0,273.0
2023-02-10 13:00:00,13697.0,1970.0,308.0,253.0,1289.0,3908.0,274.0
2023-02-10 14:00:00,14313.0,2080.0,312.0,260.0,778.0,3734.0,270.0
2023-02-10 15:00:00,14384.0,2064.0,313.0,327.0,191.0,3789.0,275.0
2023-02-10 16:00:00,15005.0,2070.0,313.0,336.0,22.0,3971.0,272.0
2023-02-10 17:00:00,14540.0,2067.0,314.0,336.0,0.0,4162.0,274.0
2023-02-10 18:00:00,14308.0,2038.0,315.0,337.0,0.0,4671.0,273.0
2023-02-10 19:00:00,13773.0,1983.0,315.0,287.0,0.0,4950.0,274.0
2023-02-10 20:00:00,12757.0,1658.0,314.0,271.0,0.0,5465.0,272.0
2023-02-10 21:00:00,11041.0,1518.0,308.0,240.0,0.0,5736.0,254.0
2023-02-10 22:00:00,9993.0,1530.0,305.0,238.0,0.0,5985.0,220.0
2023-02-10 23:00:00,9534.0,1452.0,305.0,261.0,0.0,6296.0,194.0
