Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind,biomass
38256,2023-05-14 00:00:00,2024-07-17 00:00:00,3.1,606.71,8732.0,1324.0,238.0,198.0,0.0,1367.0,46.0
38257,2023-05-14 01:00:00,2024-07-17 00:00:00,3.1,604.55,8739.0,1328.0,240.0,198.0,0.0,1409.0,46.0
38258,2023-05-14 02:00:00,2024-07-17 00:00:00,3.1,603.17,8625.0,1329.0,241.0,198.0,13.0,1393.0,46.0
38259,2023-05-14 03:00:00,2024-07-17 00:00:00,3.1,583.02,7924.0,1333.0,238.0,198.0,257.0,1345.0,46.0
38260,2023-05-14 04:00:00,2024-07-17 00:00:00,3.1,544.61,7759.0,1320.0,237.0,199.0,1098.0,1242.0,46.0
38261,2023-05-14 05:00:00,2024-07-17 00:00:00,3.1,479.14,7325.0,1364.0,236.0,200.0,2885.0,816.0,46.0
38262,2023-05-14 06:00:00,2024-07-17 00:00:00,3.1,417.98,6886.0,1297.0,235.0,200.0,4900.0,333.0,46.0
38263,2023-05-14 07:00:00,2024-07-17 00:00:00,3.1,370.53,6829.0,1269.0,236.0,200.0,6579.0,374.0,46.0
38264,2023-05-14 08:00:00,2024-07-17 00:00:00,3.1,321.68,6230.0,981.0,235.0,213.0,7507.0,934.0,44.0
38265,2023-05-14 09:00:00,2024-07-17 00:00:00,3.1,307.99,6130.0,1117.0,235.0,215.0,7328.0,1715.0,38.0
38266,2023-05-14 10:00:00,2024-07-17 00:00:00,3.1,300.87,5885.0,935.0,234.0,213.0,6678.0,2348.0,38.0
38267,2023-05-14 11:00:00,2024-07-17 00:00:00,3.1,311.21,5993.0,916.0,232.0,213.0,6015.0,2620.0,38.0
38268,2023-05-14 12:00:00,2024-07-17 00:00:00,3.1,331.52,6331.0,1126.0,234.0,213.0,5370.0,2745.0,38.0
38269,2023-05-14 13:00:00,2024-07-17 00:00:00,3.1,352.7,6498.0,1088.0,235.0,229.0,4785.0,2534.0,45.0
38270,2023-05-14 14:00:00,2024-07-17 00:00:00,3.1,407.68,7105.0,1084.0,232.0,231.0,3729.0,2033.0,46.0
38271,2023-05-14 15:00:00,2024-07-17 00:00:00,3.1,494.59,8601.0,1137.0,230.0,268.0,2314.0,1660.0,46.0
38272,2023-05-14 16:00:00,2024-07-17 00:00:00,3.1,570.05,9881.0,1178.0,230.0,287.0,1168.0,1312.0,46.0
38273,2023-05-14 17:00:00,2024-07-17 00:00:00,3.1,617.16,10548.0,1185.0,230.0,305.0,425.0,1112.0,46.0
38274,2023-05-14 18:00:00,2024-07-17 00:00:00,3.1,625.04,10802.0,1183.0,230.0,292.0,65.0,1366.0,46.0
38275,2023-05-14 19:00:00,2024-07-17 00:00:00,3.1,616.95,10854.0,1210.0,229.0,283.0,0.0,1625.0,46.0
38276,2023-05-14 20:00:00,2024-07-17 00:00:00,3.1,609.38,10658.0,1209.0,229.0,266.0,0.0,1771.0,46.0
38277,2023-05-14 21:00:00,2024-07-17 00:00:00,3.1,600.71,10398.0,1175.0,231.0,266.0,0.0,1919.0,46.0
38278,2023-05-14 22:00:00,2024-07-17 00:00:00,3.1,585.47,9644.0,1153.0,230.0,214.0,0.0,2120.0,46.0
38279,2023-05-14 23:00:00,2024-07-17 00:00:00,3.1,581.09,9229.0,1140.0,230.0,207.0,0.0,2105.0,46.0
