UTC time,coal,nat_gas,oil,hydro,solar,wind,biomass
2023-09-11 00:00:00,10759.0,663.0,274.0,124.0,0.0,303.0,252.0
2023-09-11 01:00:00,10821.0,656.0,273.0,128.0,0.0,227.0,252.0
2023-09-11 02:00:00,10859.0,651.0,276.0,137.0,0.0,172.0,250.0
2023-09-11 03:00:00,11377.0,663.0,274.0,139.0,0.0,143.0,250.0
2023-09-11 04:00:00,13123.0,722.0,268.0,131.0,211.0,108.0,250.0
2023-09-11 05:00:00,14489.0,729.0,263.0,136.0,1633.0,83.0,261.0
2023-09-11 06:00:00,13719.0,697.0,263.0,137.0,4130.0,65.0,269.0
2023-09-11 07:00:00,13063.0,658.0,259.0,154.0,6118.0,39.0,263.0
2023-09-11 08:00:00,11537.0,646.0,261.0,145.0,7567.0,35.0,263.0
2023-09-11 09:00:00,10585.0,656.0,260.0,143.0,8460.0,39.0,262.0
2023-09-11 10:00:00,10701.0,686.0,266.0,127.0,8758.0,55.0,264.0
2023-09-11 11:00:00,10736.0,674.0,268.0,124.0,8555.0,54.0,268.0
2023-09-11 12:00:00,11684.0,724.0,266.0,124.0,7861.0,66.0,268.0
2023-09-11 13:00:00,13002.0,738.0,266.0,124.0,6594.0,59.0,263.0
2023-09-11 14:00:00,13595.0,743.0,276.0,135.0,4750.0,55.0,264.0
2023-09-11 15:00:00,14601.0,789.0,280.0,158.0,2482.0,50.0,265.0
2023-09-11 16:00:00,16659.0,829.0,281.0,175.0,583.0,97.0,262.0
2023-09-11 17:00:00,17343.0,836.0,283.0,188.0,30.0,161.0,262.0
2023-09-11 18:00:00,17424.0,847.0,287.0,182.0,0.0,182.0,262.0
2023-09-11 19:00:00,16457.0,857.0,287.0,178.0,0.0,226.0,262.0
2023-09-11 20:00:00,14223.0,861.0,287.0,134.0,0.0,287.0,259.0
2023-09-11 21:00:00,13067.0,697.0,286.0,128.0,0.0,322.0,262.0
2023-09-11 22:00:00,12388.0,753.0,281.0,136.0,0.0,380.0,287.0
2023-09-11 23:00:00,12461.0,775.0,281.0,137.0,0.0,420.0,285.0
