Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind,biomass
39240,2023-06-24 00:00:00,2024-07-17 00:00:00,3.1,600.55,8746.0,1184.0,255.0,135.0,0.0,1408.0,242.0
39241,2023-06-24 01:00:00,2024-07-17 00:00:00,3.1,587.83,8612.0,1153.0,256.0,135.0,0.0,1638.0,243.0
39242,2023-06-24 02:00:00,2024-07-17 00:00:00,3.1,579.19,8409.0,1147.0,260.0,135.0,48.0,1703.0,247.0
39243,2023-06-24 03:00:00,2024-07-17 00:00:00,3.1,569.0,8368.0,1139.0,257.0,135.0,311.0,1638.0,253.0
39244,2023-06-24 04:00:00,2024-07-17 00:00:00,3.1,559.51,8636.0,1187.0,253.0,146.0,905.0,1318.0,254.0
39245,2023-06-24 05:00:00,2024-07-17 00:00:00,3.1,532.59,8554.0,1122.0,256.0,148.0,1921.0,925.0,255.0
39246,2023-06-24 06:00:00,2024-07-17 00:00:00,3.1,480.51,8161.0,1141.0,255.0,155.0,3203.0,832.0,255.0
39247,2023-06-24 07:00:00,2024-07-17 00:00:00,3.1,443.83,8123.0,1183.0,257.0,157.0,4248.0,908.0,255.0
39248,2023-06-24 08:00:00,2024-07-17 00:00:00,3.1,426.15,8264.0,1260.0,253.0,151.0,4900.0,989.0,256.0
39249,2023-06-24 09:00:00,2024-07-17 00:00:00,3.1,416.49,8572.0,1503.0,250.0,195.0,5441.0,1007.0,253.0
39250,2023-06-24 10:00:00,2024-07-17 00:00:00,3.1,406.74,8422.0,1384.0,252.0,202.0,5666.0,1068.0,253.0
39251,2023-06-24 11:00:00,2024-07-17 00:00:00,3.1,399.27,8210.0,1359.0,253.0,202.0,5659.0,1206.0,255.0
39252,2023-06-24 12:00:00,2024-07-17 00:00:00,3.1,406.0,8367.0,1211.0,251.0,199.0,5457.0,1275.0,257.0
39253,2023-06-24 13:00:00,2024-07-17 00:00:00,3.1,420.35,8351.0,1245.0,250.0,147.0,4905.0,1283.0,255.0
39254,2023-06-24 14:00:00,2024-07-17 00:00:00,3.1,436.19,8330.0,1375.0,251.0,150.0,4352.0,1202.0,254.0
39255,2023-06-24 15:00:00,2024-07-17 00:00:00,3.1,482.95,8800.0,1284.0,250.0,155.0,3277.0,1023.0,253.0
39256,2023-06-24 16:00:00,2024-07-17 00:00:00,3.1,529.75,9145.0,1499.0,251.0,204.0,1994.0,1011.0,255.0
39257,2023-06-24 17:00:00,2024-07-17 00:00:00,3.1,584.78,9440.0,1531.0,249.0,219.0,760.0,956.0,255.0
39258,2023-06-24 18:00:00,2024-07-17 00:00:00,3.1,598.67,8845.0,1428.0,246.0,231.0,269.0,1005.0,254.0
39259,2023-06-24 19:00:00,2024-07-17 00:00:00,3.1,596.78,8645.0,1420.0,253.0,225.0,19.0,1246.0,254.0
39260,2023-06-24 20:00:00,2024-07-17 00:00:00,3.1,589.25,8809.0,1410.0,254.0,213.0,0.0,1479.0,257.0
39261,2023-06-24 21:00:00,2024-07-17 00:00:00,3.1,582.37,8501.0,1203.0,255.0,202.0,0.0,1621.0,254.0
39262,2023-06-24 22:00:00,2024-07-17 00:00:00,3.1,581.74,7951.0,1243.0,255.0,163.0,0.0,1501.0,243.0
39263,2023-06-24 23:00:00,2024-07-17 00:00:00,3.1,592.54,7798.0,1163.0,254.0,158.0,0.0,1286.0,243.0
