UTC time,coal,nat_gas,hydro,solar,wind,other
2023-04-12 00:00:00,1174.0,1048.0,78.0,1569.0,1829.0,120.0
2023-04-12 01:00:00,1343.0,1313.0,74.0,1147.0,1705.0,117.0
2023-04-12 02:00:00,1510.0,1417.0,74.0,118.0,1554.0,113.0
2023-04-12 03:00:00,1604.0,1444.0,75.0,0.0,1248.0,112.0
2023-04-12 04:00:00,1623.0,1406.0,76.0,0.0,709.0,113.0
2023-04-12 05:00:00,1626.0,1363.0,73.0,0.0,666.0,113.0
2023-04-12 06:00:00,1625.0,1437.0,74.0,0.0,653.0,112.0
2023-04-12 07:00:00,1615.0,1437.0,76.0,0.0,657.0,112.0
2023-04-12 08:00:00,1565.0,1430.0,77.0,0.0,631.0,112.0
2023-04-12 09:00:00,1574.0,1421.0,75.0,0.0,666.0,111.0
2023-04-12 10:00:00,1574.0,1412.0,77.0,0.0,793.0,112.0
2023-04-12 11:00:00,1645.0,1410.0,76.0,0.0,1018.0,110.0
2023-04-12 12:00:00,1649.0,1366.0,77.0,0.0,854.0,111.0
2023-04-12 13:00:00,1754.0,1464.0,75.0,0.0,683.0,111.0
2023-04-12 14:00:00,1829.0,1442.0,77.0,80.0,632.0,111.0
2023-04-12 15:00:00,1806.0,1334.0,71.0,608.0,573.0,110.0
2023-04-12 16:00:00,1947.0,900.0,76.0,825.0,477.0,112.0
2023-04-12 17:00:00,2004.0,667.0,75.0,815.0,441.0,117.0
2023-04-12 18:00:00,1940.0,652.0,79.0,1013.0,554.0,115.0
2023-04-12 19:00:00,1846.0,662.0,74.0,1052.0,875.0,116.0
2023-04-12 20:00:00,1815.0,694.0,79.0,1043.0,1066.0,114.0
2023-04-12 21:00:00,1699.0,655.0,86.0,1041.0,1395.0,114.0
2023-04-12 22:00:00,1433.0,744.0,93.0,874.0,1657.0,115.0
2023-04-12 23:00:00,1327.0,867.0,90.0,676.0,1616.0,117.0
