Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,wind,other
39840,2023-07-19 00:00:00,2024-07-17 00:00:00,3.1,224.74,760.0,4523.0,3910.0,224.0,610.0,19.0,19.0
39841,2023-07-19 01:00:00,2024-07-17 00:00:00,3.1,225.6,763.0,4563.0,3910.0,224.0,584.0,41.0,20.0
39842,2023-07-19 02:00:00,2024-07-17 00:00:00,3.1,234.9,761.0,4684.0,3865.0,227.0,315.0,17.0,20.0
39843,2023-07-19 03:00:00,2024-07-17 00:00:00,3.1,243.13,762.0,4804.0,3764.0,227.0,153.0,2.0,14.0
39844,2023-07-19 04:00:00,2024-07-17 00:00:00,3.1,242.54,757.0,4744.0,3760.0,226.0,67.0,55.0,0.0
39845,2023-07-19 05:00:00,2024-07-17 00:00:00,3.1,244.35,759.0,4656.0,3765.0,181.0,4.0,46.0,0.0
39846,2023-07-19 06:00:00,2024-07-17 00:00:00,3.1,243.59,758.0,4284.0,3763.0,46.0,0.0,28.0,5.0
39847,2023-07-19 07:00:00,2024-07-17 00:00:00,3.1,231.52,659.0,3863.0,3768.0,40.0,0.0,7.0,0.0
39848,2023-07-19 08:00:00,2024-07-17 00:00:00,3.1,236.72,756.0,3804.0,3764.0,40.0,0.0,9.0,0.0
39849,2023-07-19 09:00:00,2024-07-17 00:00:00,3.1,226.56,761.0,3227.0,3787.0,19.0,0.0,29.0,0.0
39850,2023-07-19 10:00:00,2024-07-17 00:00:00,3.1,225.22,763.0,3135.0,3792.0,0.0,0.0,35.0,0.0
39851,2023-07-19 11:00:00,2024-07-17 00:00:00,3.1,221.81,761.0,2996.0,3799.0,0.0,0.0,49.0,0.0
39852,2023-07-19 12:00:00,2024-07-17 00:00:00,3.1,221.34,759.0,2982.0,3805.0,0.0,0.0,45.0,0.0
39853,2023-07-19 13:00:00,2024-07-17 00:00:00,3.1,221.07,713.0,3096.0,3807.0,0.0,0.0,17.0,0.0
39854,2023-07-19 14:00:00,2024-07-17 00:00:00,3.1,215.37,709.0,2840.0,3821.0,0.0,0.0,11.0,0.0
39855,2023-07-19 15:00:00,2024-07-17 00:00:00,3.1,211.41,710.0,2835.0,3818.0,0.0,150.0,1.0,0.0
39856,2023-07-19 16:00:00,2024-07-17 00:00:00,3.1,213.22,710.0,3048.0,3799.0,0.0,263.0,0.0,0.0
39857,2023-07-19 17:00:00,2024-07-17 00:00:00,3.1,214.01,718.0,3194.0,3805.0,0.0,355.0,0.0,0.0
39858,2023-07-19 18:00:00,2024-07-17 00:00:00,3.1,217.79,711.0,3544.0,3803.0,4.0,440.0,0.0,0.0
39859,2023-07-19 19:00:00,2024-07-17 00:00:00,3.1,223.48,724.0,3883.0,3801.0,39.0,444.0,0.0,0.0
39860,2023-07-19 20:00:00,2024-07-17 00:00:00,3.1,228.27,718.0,4227.0,3794.0,39.0,460.0,4.0,0.0
39861,2023-07-19 21:00:00,2024-07-17 00:00:00,3.1,234.13,710.0,4646.0,3788.0,40.0,453.0,10.0,0.0
39862,2023-07-19 22:00:00,2024-07-17 00:00:00,3.1,225.92,590.0,4610.0,3787.0,92.0,442.0,14.0,0.0
39863,2023-07-19 23:00:00,2024-07-17 00:00:00,3.1,217.3,493.0,4591.0,3788.0,202.0,452.0,17.0,1.0
