Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,wind,other
37632,2023-04-18 00:00:00,180.79,0.0,2513.0,1901.0,178.0,498.0,53.0,0.0
37633,2023-04-18 01:00:00,214.91,0.0,3462.0,1900.0,178.0,363.0,59.0,1.0
37634,2023-04-18 02:00:00,238.06,0.0,3919.0,1896.0,178.0,79.0,53.0,24.0
37635,2023-04-18 03:00:00,244.81,0.0,3980.0,1899.0,101.0,10.0,59.0,25.0
37636,2023-04-18 04:00:00,248.71,0.0,4023.0,1899.0,32.0,10.0,51.0,23.0
37637,2023-04-18 05:00:00,247.7,0.0,3973.0,1899.0,32.0,1.0,35.0,4.0
37638,2023-04-18 06:00:00,248.65,0.0,4006.0,1901.0,32.0,0.0,22.0,0.0
37639,2023-04-18 07:00:00,244.84,0.0,3850.0,1903.0,31.0,0.0,34.0,0.0
37640,2023-04-18 08:00:00,238.87,0.0,3596.0,1903.0,32.0,0.0,39.0,0.0
37641,2023-04-18 09:00:00,234.44,0.0,3438.0,1907.0,32.0,0.0,49.0,0.0
37642,2023-04-18 10:00:00,231.06,0.0,3286.0,1909.0,32.0,0.0,35.0,0.0
37643,2023-04-18 11:00:00,231.36,0.0,3270.0,1910.0,32.0,0.0,19.0,1.0
37644,2023-04-18 12:00:00,231.48,0.0,3294.0,1912.0,32.0,0.0,39.0,8.0
37645,2023-04-18 13:00:00,232.46,0.0,3340.0,1912.0,32.0,0.0,47.0,10.0
37646,2023-04-18 14:00:00,217.54,0.0,3062.0,1912.0,32.0,108.0,94.0,0.0
37647,2023-04-18 15:00:00,201.75,0.0,2909.0,1914.0,32.0,405.0,75.0,0.0
37648,2023-04-18 16:00:00,174.97,0.0,2267.0,1912.0,31.0,489.0,95.0,0.0
37649,2023-04-18 17:00:00,129.15,0.0,1361.0,1907.0,2.0,526.0,103.0,0.0
37650,2023-04-18 18:00:00,122.65,0.0,1260.0,1908.0,0.0,537.0,96.0,0.0
37651,2023-04-18 19:00:00,121.43,0.0,1235.0,1906.0,0.0,537.0,85.0,0.0
37652,2023-04-18 20:00:00,125.45,0.0,1287.0,1907.0,0.0,516.0,86.0,0.0
37653,2023-04-18 21:00:00,130.32,0.0,1362.0,1908.0,0.0,515.0,82.0,0.0
37654,2023-04-18 22:00:00,140.29,0.0,1533.0,1907.0,1.0,515.0,87.0,0.0
37655,2023-04-18 23:00:00,149.31,0.0,1690.0,1905.0,32.0,470.0,91.0,0.0
