datetime,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_nuclear_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast,avg_other_production_forecast
2023-09-26 00:00:00,3.7432779119218447,307.5258449447332,274.1453744592036,696.8403998876386,0.0,714.03999,4202.39469,3953.83588,30.67653,231.99082,2.37209,2.51454
2023-09-26 01:00:00,2.374157297412259,301.21289081021973,272.6854203056319,43.81291526469708,0.0,713.01619,3558.08385,3946.0854,29.84707,160.74043,2.40893,2.65374
2023-09-26 02:00:00,2.374157297412259,301.21289081021973,272.6854203056319,43.81291526469708,0.0,708.18572,2826.56319,3938.43909,39.67728,84.77147,2.48056,2.4502
2023-09-26 03:00:00,2.374157297412259,301.21289081021973,272.6854203056319,43.81291526469708,0.0,703.0757,3092.20669,3928.58985,37.84548,43.68392,2.20475,1.81354
2023-09-26 04:00:00,1.6507572471365703,298.8664349969527,272.3444267192019,21.90665745301332,0.0,696.27633,3231.96463,3922.98196,37.56458,29.52776,1.72783,1.66727
2023-09-26 05:00:00,1.6507572471365703,298.8664349969527,272.3444267192019,21.90665745301332,0.0,683.13785,2726.39427,3919.91666,44.82658,34.40425,2.1365,1.35338
2023-09-26 06:00:00,1.6507572471365703,298.8664349969527,272.3444267192019,21.90665745301332,0.0,670.80243,3479.50944,3910.9935,32.80653,38.56273,2.51706,1.70205
2023-09-26 07:00:00,1.5420965505020416,297.1363684298302,272.1151799614181,0.0,0.0,655.72186,3521.15159,3908.03052,31.51504,1.74322,1.89455,1.39254
2023-09-26 08:00:00,1.5420965505020416,297.1363684298302,272.1151799614181,0.0,0.0,644.0545,2677.44302,3907.40667,44.40441,0.0,3.10731,1.97936
2023-09-26 09:00:00,1.5420965505020416,297.1363684298302,272.1151799614181,0.0,0.0,622.59761,3031.27628,3907.94961,35.56014,0.0,3.12519,2.60694
2023-09-26 10:00:00,1.530954391505451,295.741422165544,271.96157822743106,0.0,0.0,600.91415,3158.05845,3910.2343,46.52414,0.0,3.2569,2.63196
