datetime,carbon_intensity_actual,avg_carbon_intensity_forecast
2023-07-10T00:00:00.000000000,222.24,213.70309
2023-07-10T01:00:00.000000000,225.75,219.09996
2023-07-10T02:00:00.000000000,235.34,225.33535
2023-07-10T03:00:00.000000000,239.09,229.8979
2023-07-10T04:00:00.000000000,231.73,230.85077
2023-07-10T05:00:00.000000000,214.32,228.89256
2023-07-10T06:00:00.000000000,204.6,221.93286
2023-07-10T07:00:00.000000000,201.15,212.23385
2023-07-10T08:00:00.000000000,200.64,201.61259
2023-07-10T09:00:00.000000000,201.54,191.66354
2023-07-10T10:00:00.000000000,201.3,184.70144
2023-07-10T11:00:00.000000000,189.93,180.06922
2023-07-10T12:00:00.000000000,188.5,177.01765
2023-07-10T13:00:00.000000000,193.23,173.27595
2023-07-10T14:00:00.000000000,187.44,167.84343
2023-07-10T15:00:00.000000000,176.18,162.35885
2023-07-10T16:00:00.000000000,181.2,158.10455
2023-07-10T17:00:00.000000000,186.05,158.01258
2023-07-10T18:00:00.000000000,195.35,163.00896
2023-07-10T19:00:00.000000000,206.3,172.02074
2023-07-10T20:00:00.000000000,208.65,182.46829
2023-07-10T21:00:00.000000000,206.86,192.09552
2023-07-10T22:00:00.000000000,218.3,200.37866
2023-07-10T23:00:00.000000000,221.62,206.45769
2023-07-11T00:00:00.000000000,222.08,210.96264
2023-07-11T01:00:00.000000000,224.88,215.23908
2023-07-11T02:00:00.000000000,231.96,220.70849
2023-07-11T03:00:00.000000000,236.82,225.19406
2023-07-11T04:00:00.000000000,238.2,226.93774
2023-07-11T05:00:00.000000000,229.58,225.95548
2023-07-11T06:00:00.000000000,226.13,219.83065
2023-07-11T07:00:00.000000000,216.22,210.07474
2023-07-11T08:00:00.000000000,209.03,198.6465
2023-07-11T09:00:00.000000000,202.74,187.97079
2023-07-11T10:00:00.000000000,200.38,180.80535
2023-07-11T11:00:00.000000000,198.69,176.87761
2023-07-11T12:00:00.000000000,197.43,175.1176
2023-07-11T13:00:00.000000000,201.4,172.44869
2023-07-11T14:00:00.000000000,194.74,167.45722
2023-07-11T15:00:00.000000000,185.62,161.75653
2023-07-11T16:00:00.000000000,183.43,156.8879
2023-07-11T17:00:00.000000000,185.9,156.35217
2023-07-11T18:00:00.000000000,192.18,160.97771
2023-07-11T19:00:00.000000000,203.45,169.9589
2023-07-11T20:00:00.000000000,209.47,180.61828
2023-07-11T21:00:00.000000000,217.11,190.58907
2023-07-11T22:00:00.000000000,220.6,199.24507
2023-07-11T23:00:00.000000000,222.76,205.11564
2023-07-12T00:00:00.000000000,219.51,210.33479
2023-07-12T01:00:00.000000000,219.93,214.6838
2023-07-12T02:00:00.000000000,231.28,219.94047
2023-07-12T03:00:00.000000000,238.92,224.0068
2023-07-12T04:00:00.000000000,241.64,225.3725
2023-07-12T05:00:00.000000000,231.64,224.25967
2023-07-12T06:00:00.000000000,229.78,218.25823
2023-07-12T07:00:00.000000000,222.28,208.70693
2023-07-12T08:00:00.000000000,206.52,197.26893
2023-07-12T09:00:00.000000000,192.15,186.31188
2023-07-12T10:00:00.000000000,185.69,178.78379
2023-07-12T11:00:00.000000000,183.2,174.51478
2023-07-12T12:00:00.000000000,181.35,172.49641
2023-07-12T13:00:00.000000000,182.0,169.5941
2023-07-12T14:00:00.000000000,177.26,164.48625
2023-07-12T15:00:00.000000000,172.72,158.72036
2023-07-12T16:00:00.000000000,172.29,154.04606
2023-07-12T17:00:00.000000000,183.24,154.01321
2023-07-12T18:00:00.000000000,190.98,159.22533
2023-07-12T19:00:00.000000000,212.53,168.67827
2023-07-12T20:00:00.000000000,212.88,179.5755
2023-07-12T21:00:00.000000000,219.03,189.55472
2023-07-12T22:00:00.000000000,236.19,198.18581
2023-07-12T23:00:00.000000000,222.41,204.14373
2023-07-13T00:00:00.000000000,222.85,211.7848
2023-07-13T01:00:00.000000000,223.85,215.6077
2023-07-13T02:00:00.000000000,229.71,220.17201
2023-07-13T03:00:00.000000000,238.48,223.64613
2023-07-13T04:00:00.000000000,239.56,224.62503
2023-07-13T05:00:00.000000000,239.02,223.35053
2023-07-13T06:00:00.000000000,233.84,217.30437
2023-07-13T07:00:00.000000000,222.99,207.65092
2023-07-13T08:00:00.000000000,205.9,196.02805
2023-07-13T09:00:00.000000000,193.67,184.94171
2023-07-13T10:00:00.000000000,184.0,177.48035
2023-07-13T11:00:00.000000000,180.3,173.42536
2023-07-13T12:00:00.000000000,181.62,171.64917
2023-07-13T13:00:00.000000000,185.57,168.81587
2023-07-13T14:00:00.000000000,180.84,163.53856
2023-07-13T15:00:00.000000000,181.95,157.62867
2023-07-13T16:00:00.000000000,194.71,153.03496
2023-07-13T17:00:00.000000000,189.08,153.52796
2023-07-13T18:00:00.000000000,197.17,159.58225
2023-07-13T19:00:00.000000000,212.23,169.89786
2023-07-13T20:00:00.000000000,219.24,181.48348
2023-07-13T21:00:00.000000000,229.85,191.8078
2023-07-13T22:00:00.000000000,231.72,200.53672
2023-07-13T23:00:00.000000000,227.07,206.38762
