Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,wind,other
41856,2023-10-11 00:00:00,2024-07-17 00:00:00,3.1,257.8,336.0,2500.0,2629.0,146.0,368.0,49.0,3.0
41857,2023-10-11 01:00:00,2024-07-17 00:00:00,3.1,292.86,443.0,3127.0,2629.0,74.0,321.0,56.0,9.0
41858,2023-10-11 02:00:00,2024-07-17 00:00:00,3.1,299.05,498.0,3255.0,2630.0,147.0,279.0,65.0,10.0
41859,2023-10-11 03:00:00,2024-07-17 00:00:00,3.1,309.11,577.0,3324.0,2636.0,121.0,211.0,76.0,0.0
41860,2023-10-11 04:00:00,2024-07-17 00:00:00,3.1,311.26,595.0,3129.0,2639.0,49.0,135.0,74.0,0.0
41861,2023-10-11 05:00:00,2024-07-17 00:00:00,3.1,306.24,555.0,2875.0,2636.0,14.0,80.0,56.0,9.0
41862,2023-10-11 06:00:00,2024-07-17 00:00:00,3.1,294.08,560.0,2443.0,2635.0,14.0,80.0,36.0,10.0
41863,2023-10-11 07:00:00,2024-07-17 00:00:00,3.1,287.21,495.0,2361.0,2641.0,12.0,29.0,29.0,6.0
41864,2023-10-11 08:00:00,2024-07-17 00:00:00,3.1,286.76,463.0,2399.0,2631.0,15.0,3.0,25.0,0.0
41865,2023-10-11 09:00:00,2024-07-17 00:00:00,3.1,268.87,377.0,2166.0,2639.0,14.0,0.0,21.0,0.0
41866,2023-10-11 10:00:00,2024-07-17 00:00:00,3.1,259.67,344.0,2068.0,2642.0,14.0,0.0,46.0,0.0
41867,2023-10-11 11:00:00,2024-07-17 00:00:00,3.1,255.31,345.0,2007.0,2645.0,13.0,0.0,79.0,0.0
41868,2023-10-11 12:00:00,2024-07-17 00:00:00,3.1,260.48,382.0,2001.0,2641.0,13.0,0.0,55.0,0.0
41869,2023-10-11 13:00:00,2024-07-17 00:00:00,3.1,269.05,445.0,2031.0,2645.0,13.0,0.0,42.0,0.0
41870,2023-10-11 14:00:00,2024-07-17 00:00:00,3.1,273.31,462.0,2202.0,2648.0,13.0,61.0,85.0,4.0
41871,2023-10-11 15:00:00,2024-07-17 00:00:00,3.1,269.91,465.0,2194.0,2649.0,1.0,127.0,103.0,0.0
41872,2023-10-11 16:00:00,2024-07-17 00:00:00,3.1,241.75,409.0,1754.0,2643.0,4.0,192.0,113.0,0.0
41873,2023-10-11 17:00:00,2024-07-17 00:00:00,3.1,192.74,314.0,1043.0,2642.0,2.0,67.0,106.0,0.0
41874,2023-10-11 18:00:00,2024-07-17 00:00:00,3.1,200.02,350.0,1103.0,2641.0,3.0,126.0,107.0,0.0
41875,2023-10-11 19:00:00,2024-07-17 00:00:00,3.1,225.31,556.0,1083.0,2637.0,3.0,202.0,103.0,9.0
41876,2023-10-11 20:00:00,2024-07-17 00:00:00,3.1,246.99,638.0,1258.0,2635.0,3.0,152.0,109.0,11.0
41877,2023-10-11 21:00:00,2024-07-17 00:00:00,3.1,250.41,641.0,1332.0,2635.0,5.0,168.0,104.0,10.0
41878,2023-10-11 22:00:00,2024-07-17 00:00:00,3.1,240.17,632.0,1265.0,2635.0,47.0,267.0,101.0,9.0
41879,2023-10-11 23:00:00,2024-07-17 00:00:00,3.1,234.55,619.0,1237.0,2637.0,46.0,330.0,105.0,9.0
