UTC time,coal,nat_gas,nuclear,hydro,solar,wind,other
2023-01-29 00:00:00,223.0,1370.0,4016.0,0.0,321.0,47.0,0.0
2023-01-29 01:00:00,311.0,1885.0,4017.0,1.0,65.0,52.0,1.0
2023-01-29 02:00:00,374.0,2068.0,4013.0,50.0,0.0,46.0,0.0
2023-01-29 03:00:00,378.0,2124.0,4020.0,46.0,9.0,78.0,0.0
2023-01-29 04:00:00,378.0,2193.0,4022.0,0.0,10.0,77.0,0.0
2023-01-29 05:00:00,378.0,2203.0,4021.0,0.0,1.0,28.0,0.0
2023-01-29 06:00:00,378.0,2170.0,4024.0,0.0,0.0,55.0,0.0
2023-01-29 07:00:00,379.0,2174.0,4023.0,0.0,0.0,50.0,0.0
2023-01-29 08:00:00,378.0,2041.0,4019.0,0.0,0.0,64.0,0.0
2023-01-29 09:00:00,378.0,2142.0,4025.0,0.0,0.0,79.0,0.0
2023-01-29 10:00:00,378.0,2143.0,4021.0,0.0,0.0,46.0,0.0
2023-01-29 11:00:00,379.0,2222.0,4025.0,0.0,0.0,20.0,0.0
2023-01-29 12:00:00,378.0,2355.0,4029.0,0.0,0.0,34.0,0.0
2023-01-29 13:00:00,377.0,2496.0,4025.0,0.0,0.0,38.0,1.0
2023-01-29 14:00:00,379.0,2550.0,4029.0,0.0,9.0,53.0,0.0
2023-01-29 15:00:00,378.0,2686.0,4029.0,0.0,31.0,53.0,0.0
2023-01-29 16:00:00,378.0,2494.0,4028.0,0.0,258.0,52.0,0.0
2023-01-29 17:00:00,314.0,2349.0,4022.0,0.0,426.0,85.0,0.0
2023-01-29 18:00:00,267.0,2266.0,4020.0,0.0,432.0,103.0,0.0
2023-01-29 19:00:00,237.0,1875.0,4019.0,0.0,412.0,107.0,0.0
2023-01-29 20:00:00,230.0,1784.0,4017.0,0.0,392.0,110.0,0.0
2023-01-29 21:00:00,235.0,1641.0,4017.0,0.0,388.0,113.0,0.0
2023-01-29 22:00:00,235.0,1564.0,4018.0,0.0,410.0,107.0,0.0
2023-01-29 23:00:00,293.0,1789.0,4015.0,0.0,423.0,115.0,0.0
