Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,wind,other
36912,2023-03-19 00:00:00,105.88,246.0,1165.0,4005.0,7.0,408.0,6.0,0.0
36913,2023-03-19 01:00:00,128.97,242.0,1639.0,3998.0,7.0,233.0,9.0,0.0
36914,2023-03-19 02:00:00,155.02,235.0,2220.0,4001.0,8.0,32.0,17.0,23.0
36915,2023-03-19 03:00:00,159.47,235.0,2342.0,4002.0,6.0,10.0,24.0,25.0
36916,2023-03-19 04:00:00,159.71,235.0,2363.0,4002.0,7.0,10.0,38.0,24.0
36917,2023-03-19 05:00:00,162.24,235.0,2500.0,4003.0,7.0,9.0,56.0,3.0
36918,2023-03-19 06:00:00,162.88,235.0,2496.0,4003.0,7.0,1.0,27.0,1.0
36919,2023-03-19 07:00:00,164.34,235.0,2526.0,4001.0,7.0,0.0,5.0,0.0
36920,2023-03-19 08:00:00,164.12,235.0,2514.0,3999.0,8.0,0.0,0.0,0.0
36921,2023-03-19 09:00:00,162.37,235.0,2458.0,4000.0,7.0,0.0,1.0,0.0
36922,2023-03-19 10:00:00,162.49,235.0,2464.0,3999.0,7.0,0.0,5.0,0.0
36923,2023-03-19 11:00:00,166.13,269.0,2488.0,3998.0,7.0,0.0,10.0,0.0
36924,2023-03-19 12:00:00,169.17,305.0,2483.0,3997.0,6.0,0.0,10.0,0.0
36925,2023-03-19 13:00:00,169.5,341.0,2400.0,4004.0,7.0,0.0,16.0,0.0
36926,2023-03-19 14:00:00,164.08,343.0,2210.0,3997.0,7.0,6.0,42.0,13.0
36927,2023-03-19 15:00:00,159.86,343.0,2132.0,4000.0,8.0,105.0,29.0,20.0
36928,2023-03-19 16:00:00,154.78,310.0,2158.0,4000.0,7.0,172.0,34.0,0.0
36929,2023-03-19 17:00:00,150.97,274.0,2180.0,4000.0,7.0,204.0,57.0,0.0
36930,2023-03-19 18:00:00,146.24,238.0,2158.0,3998.0,7.0,225.0,71.0,0.0
36931,2023-03-19 19:00:00,134.55,234.0,1886.0,3992.0,7.0,318.0,71.0,0.0
36932,2023-03-19 20:00:00,128.48,235.0,1739.0,3996.0,7.0,355.0,66.0,0.0
36933,2023-03-19 21:00:00,119.04,235.0,1524.0,3993.0,6.0,406.0,73.0,0.0
36934,2023-03-19 22:00:00,126.28,236.0,1649.0,3995.0,7.0,293.0,72.0,0.0
36935,2023-03-19 23:00:00,130.9,242.0,1679.0,3998.0,7.0,145.0,80.0,0.0
