UTC time,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_nuclear_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast,avg_other_production_forecast
2023-04-28 00:00:00,2024-07-17 00:00:00,3.1,4.784394641016568,304.06104141267514,264.4700192674092,871.3502052847477,0.0,60.04861,2731.34193,2621.14083,8.52267,302.91277,21.62192,3.07849
2023-04-28 01:00:00,2024-07-17 00:00:00,3.1,3.057509402459134,297.3021651282726,265.64919721973524,131.55245307948624,0.0,58.58586,2355.53916,2631.98015,17.02894,105.56625,22.89033,11.67617
2023-04-28 02:00:00,2024-07-17 00:00:00,3.1,3.057509402459134,297.3021651282726,265.64919721973524,131.55245307948624,0.0,61.53096,2194.41223,2624.42708,23.35545,19.84139,20.892,18.69722
2023-04-28 03:00:00,2024-07-17 00:00:00,3.1,3.057509402459134,297.3021651282726,265.64919721973524,131.55245307948624,0.0,55.80386,2593.33399,2631.31656,16.94065,0.0,17.77395,19.62805
2023-04-28 04:00:00,2024-07-17 00:00:00,3.1,2.9309147757620773,294.5403418754084,265.3274589018271,65.77612421912038,0.0,40.41915,2163.54742,2625.52493,14.13348,0.0,16.10416,12.22574
2023-04-28 05:00:00,2024-07-17 00:00:00,3.1,2.9309147757620773,294.5403418754084,265.3274589018271,65.77612421912038,0.0,42.62279,2710.92372,2609.05294,27.11126,0.0,17.24189,3.40362
2023-04-28 06:00:00,2024-07-17 00:00:00,3.1,2.9309147757620773,294.5403418754084,265.3274589018271,65.77612421912038,0.0,39.23692,2573.14676,2610.7302,14.40115,0.0,18.45125,0.0
2023-04-28 07:00:00,2024-07-17 00:00:00,3.1,2.4162533355153992,292.15667223530136,264.8874486683777,0.0,0.0,35.59179,2354.02406,2633.66146,10.91466,0.0,18.11577,0.0
2023-04-28 08:00:00,2024-07-17 00:00:00,3.1,2.4162533355153992,292.15667223530136,264.8874486683777,0.0,0.0,30.66677,2408.66411,2640.1203,0.0,15.22769,17.72247,0.79212
2023-04-28 09:00:00,2024-07-17 00:00:00,3.1,2.4162533355153992,292.15667223530136,264.8874486683777,0.0,0.0,42.63702,3540.5961,2615.7007,11.72526,16.77997,19.13784,0.97449
2023-04-28 10:00:00,2024-07-17 00:00:00,3.1,2.646165598814508,290.6479420946455,264.02838661315525,0.0,0.0,52.34455,2387.51882,2654.07446,15.33966,0.0,19.82451,0.08921
2023-04-28 11:00:00,2024-07-17 00:00:00,3.1,2.646165598814508,290.6479420946455,264.02838661315525,0.0,0.0,62.53059,2405.7714,2658.7428,16.25007,0.0,20.67369,0.0
2023-04-28 12:00:00,2024-07-17 00:00:00,3.1,2.646165598814508,290.6479420946455,264.02838661315525,0.0,0.0,68.51315,2500.20543,2631.39553,19.00388,0.0,19.88956,0.0
2023-04-28 13:00:00,2024-07-17 00:00:00,3.1,2.698049295594699,296.64636728046776,265.34211721151587,153.91298168570813,0.0,69.53125,3033.35804,2640.67327,17.59183,30.28067,20.18954,0.0
2023-04-28 14:00:00,2024-07-17 00:00:00,3.1,2.698049295594699,296.64636728046776,265.34211721151587,153.91298168570813,0.0,81.62677,2309.86498,2658.17333,24.86168,148.91918,19.72524,0.0
2023-04-28 15:00:00,2024-07-17 00:00:00,3.1,2.698049295594699,296.64636728046776,265.34211721151587,153.91298168570813,0.0,88.49923,2952.51047,2642.29463,33.9225,255.32565,19.49636,0.61543
2023-04-28 16:00:00,2024-07-17 00:00:00,3.1,3.2812310520527483,302.7738180221115,265.26354472999327,454.4571479304142,0.0,84.90606,3209.7248,2637.12577,34.64146,346.64096,19.64807,1.60914
2023-04-28 17:00:00,2024-07-17 00:00:00,3.1,3.2812310520527483,302.7738180221115,265.26354472999327,454.4571479304142,0.0,77.37991,3070.21947,2624.62097,31.88773,414.15245,19.25045,0.0
2023-04-28 18:00:00,2024-07-17 00:00:00,3.1,3.2812310520527483,302.7738180221115,265.26354472999327,454.4571479304142,0.0,71.07236,2472.99009,2625.392,20.35905,446.4273,18.81119,0.0
2023-04-28 19:00:00,2024-07-17 00:00:00,3.1,2.940123662769272,305.6609637062916,264.8562974406446,1023.636611690375,0.0,55.40759,2219.98408,2664.48971,28.3684,491.20725,17.65133,2.15053
