UTC time,coal,nat_gas,nuclear,hydro,solar,wind,other
2023-09-28 00:00:00,503.0,3098.0,3940.0,38.0,645.0,42.0,1.0
2023-09-28 01:00:00,590.0,3362.0,3940.0,39.0,378.0,64.0,10.0
2023-09-28 02:00:00,634.0,3575.0,3936.0,37.0,386.0,71.0,10.0
2023-09-28 03:00:00,660.0,3276.0,3939.0,38.0,381.0,70.0,10.0
2023-09-28 04:00:00,545.0,3169.0,3946.0,39.0,102.0,59.0,10.0
2023-09-28 05:00:00,589.0,3041.0,3946.0,39.0,1.0,50.0,10.0
2023-09-28 06:00:00,527.0,2665.0,3958.0,42.0,4.0,30.0,10.0
2023-09-28 07:00:00,485.0,2283.0,3962.0,15.0,0.0,15.0,0.0
2023-09-28 08:00:00,484.0,2270.0,3962.0,25.0,0.0,12.0,0.0
2023-09-28 09:00:00,487.0,2188.0,3964.0,23.0,0.0,10.0,0.0
2023-09-28 10:00:00,485.0,2022.0,3965.0,24.0,0.0,10.0,0.0
2023-09-28 11:00:00,486.0,1955.0,3958.0,24.0,0.0,7.0,0.0
2023-09-28 12:00:00,486.0,1950.0,3965.0,24.0,0.0,14.0,0.0
2023-09-28 13:00:00,486.0,2207.0,3969.0,26.0,0.0,8.0,0.0
2023-09-28 14:00:00,486.0,2438.0,3967.0,114.0,0.0,5.0,0.0
2023-09-28 15:00:00,486.0,1888.0,3965.0,105.0,0.0,5.0,0.0
2023-09-28 16:00:00,488.0,1892.0,3963.0,27.0,105.0,3.0,0.0
2023-09-28 17:00:00,485.0,1957.0,3956.0,27.0,193.0,15.0,0.0
2023-09-28 18:00:00,484.0,1938.0,3945.0,26.0,338.0,59.0,0.0
2023-09-28 19:00:00,484.0,2149.0,3934.0,25.0,419.0,52.0,1.0
2023-09-28 20:00:00,485.0,2569.0,3927.0,25.0,404.0,52.0,0.0
2023-09-28 21:00:00,486.0,2716.0,3927.0,24.0,447.0,54.0,9.0
2023-09-28 22:00:00,484.0,2776.0,3924.0,24.0,483.0,64.0,1.0
2023-09-28 23:00:00,479.0,3045.0,3926.0,25.0,401.0,70.0,9.0
