Interval,UTC Time,Next Time,Time Difference
60.0,2019-12-03 21:00:00+00:00,2019-12-04 22:00:00+00:00,1 days 01:00:00
60.0,2020-04-04 20:00:00+00:00,2020-04-05 21:00:00+00:00,1 days 01:00:00
Total Missing Minutes:,2880.0,,
Total Missing Percent:,0.1366,,
