UTC time,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass,geothermal,unknown
2023-04-20 00:00:00,1660.0,2110.0,7769.0,0.0,108.0,0.0,185.0,464.0,0.0,218.0
2023-04-20 01:00:00,1574.0,2140.0,7770.0,0.0,104.0,0.0,144.0,464.0,0.0,222.0
2023-04-20 02:00:00,1538.0,2155.0,7772.0,0.0,108.0,0.0,123.0,467.0,0.0,218.0
2023-04-20 03:00:00,1617.0,2063.0,7774.0,0.0,108.0,14.0,95.0,464.0,0.0,217.0
2023-04-20 04:00:00,1645.0,2236.0,7773.0,0.0,108.0,536.0,89.0,467.0,0.0,226.0
2023-04-20 05:00:00,1647.0,2258.0,7773.0,0.0,108.0,2444.0,52.0,478.0,0.0,244.0
2023-04-20 06:00:00,1601.0,1706.0,7777.0,0.0,107.0,5050.0,14.0,489.0,0.0,260.0
2023-04-20 07:00:00,1563.0,1373.0,7777.0,0.0,106.0,7295.0,7.0,483.0,0.0,308.0
2023-04-20 08:00:00,1513.0,1277.0,7774.0,0.0,104.0,8853.0,0.0,494.0,0.0,315.0
2023-04-20 09:00:00,1513.0,2043.0,7769.0,0.0,111.0,8990.0,2.0,489.0,0.0,322.0
2023-04-20 10:00:00,1572.0,2105.0,7772.0,0.0,112.0,8865.0,0.0,490.0,0.0,347.0
2023-04-20 11:00:00,1635.0,2215.0,7765.0,0.0,111.0,8094.0,1.0,489.0,0.0,353.0
2023-04-20 12:00:00,1509.0,2108.0,7768.0,0.0,112.0,7079.0,1.0,487.0,0.0,351.0
2023-04-20 13:00:00,1403.0,1576.0,7776.0,0.0,106.0,6292.0,0.0,486.0,0.0,324.0
2023-04-20 14:00:00,1459.0,1942.0,7771.0,0.0,88.0,4892.0,3.0,491.0,0.0,284.0
2023-04-20 15:00:00,1614.0,1995.0,7772.0,0.0,98.0,2695.0,4.0,479.0,0.0,264.0
2023-04-20 16:00:00,1639.0,2274.0,7775.0,0.0,108.0,918.0,7.0,514.0,0.0,243.0
2023-04-20 17:00:00,1573.0,2398.0,7776.0,0.0,112.0,82.0,6.0,506.0,0.0,231.0
2023-04-20 18:00:00,1661.0,2506.0,7770.0,0.0,112.0,0.0,34.0,515.0,0.0,229.0
2023-04-20 19:00:00,1665.0,2369.0,7765.0,0.0,112.0,0.0,70.0,505.0,0.0,227.0
2023-04-20 20:00:00,1547.0,2206.0,7761.0,0.0,112.0,0.0,126.0,503.0,0.0,229.0
2023-04-20 21:00:00,1518.0,2242.0,7756.0,0.0,112.0,0.0,156.0,500.0,0.0,225.0
2023-04-20 22:00:00,1591.0,2091.0,7756.0,0.0,112.0,0.0,179.0,470.0,0.0,221.0
2023-04-20 23:00:00,1607.0,2016.0,7761.0,0.0,112.0,0.0,199.0,474.0,0.0,222.0
