UTC time,avg_solar_production_forecast,avg_wind_production_forecast
2023-07-20 00:00:00,0.0,25114.0
2023-07-20 01:00:00,0.0,28474.0
2023-07-20 02:00:00,0.0,31144.0
2023-07-20 03:00:00,403.0,32687.0
2023-07-20 04:00:00,6671.0,32030.0
2023-07-20 05:00:00,23578.0,28504.0
2023-07-20 06:00:00,49710.0,28396.0
2023-07-20 07:00:00,77337.0,31403.0
2023-07-20 08:00:00,99431.0,34937.0
2023-07-20 09:00:00,114024.0,37567.0
2023-07-20 10:00:00,121878.0,40238.0
2023-07-20 11:00:00,124168.0,42965.0
2023-07-20 12:00:00,120339.0,44760.0
2023-07-20 13:00:00,109862.0,45200.0
2023-07-20 14:00:00,93556.0,44098.0
2023-07-20 15:00:00,71177.0,40686.0
2023-07-20 16:00:00,44079.0,35813.0
2023-07-20 17:00:00,19307.0,28733.0
2023-07-20 18:00:00,5119.0,20773.0
2023-07-20 19:00:00,240.0,16393.0
2023-07-20 20:00:00,0.0,13990.0
2023-07-20 21:00:00,0.0,12335.0
2023-07-20 22:00:00,0.0,10636.0
2023-07-20 23:00:00,0.0,10008.0
