Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,other
42168,2023-10-24 00:00:00,2024-07-17 00:00:00,3.1,371.38,0.0,5630.0,0.0,13.0,0.0,62.0
42169,2023-10-24 01:00:00,2024-07-17 00:00:00,3.1,371.47,0.0,5310.0,0.0,13.0,0.0,62.0
42170,2023-10-24 02:00:00,2024-07-17 00:00:00,3.1,371.43,0.0,5050.0,0.0,14.0,0.0,61.0
42171,2023-10-24 03:00:00,2024-07-17 00:00:00,3.1,371.67,0.0,4530.0,0.0,13.0,0.0,61.0
42172,2023-10-24 04:00:00,2024-07-17 00:00:00,3.1,372.0,0.0,3879.0,0.0,13.0,0.0,62.0
42173,2023-10-24 05:00:00,2024-07-17 00:00:00,3.1,372.14,0.0,3638.0,0.0,14.0,0.0,64.0
42174,2023-10-24 06:00:00,2024-07-17 00:00:00,3.1,373.56,0.0,3388.0,0.0,13.0,0.0,84.0
42175,2023-10-24 07:00:00,2024-07-17 00:00:00,3.1,373.71,0.0,3194.0,0.0,13.0,0.0,83.0
42176,2023-10-24 08:00:00,2024-07-17 00:00:00,3.1,373.94,0.0,3104.0,0.0,13.0,0.0,85.0
42177,2023-10-24 09:00:00,2024-07-17 00:00:00,3.1,373.95,0.0,3099.0,0.0,13.0,0.0,85.0
42178,2023-10-24 10:00:00,2024-07-17 00:00:00,3.1,373.81,0.0,3171.0,0.0,14.0,0.0,86.0
42179,2023-10-24 11:00:00,2024-07-17 00:00:00,3.1,373.56,0.0,3560.0,0.0,13.0,0.0,87.0
42180,2023-10-24 12:00:00,2024-07-17 00:00:00,3.1,372.69,0.0,3832.0,0.0,14.0,5.0,86.0
42181,2023-10-24 13:00:00,2024-07-17 00:00:00,3.1,345.29,0.0,3603.0,0.0,14.0,301.0,86.0
42182,2023-10-24 14:00:00,2024-07-17 00:00:00,3.1,300.9,0.0,3235.0,0.0,15.0,808.0,88.0
42183,2023-10-24 15:00:00,2024-07-17 00:00:00,3.1,292.96,0.0,3347.0,0.0,14.0,948.0,85.0
42184,2023-10-24 16:00:00,2024-07-17 00:00:00,3.1,299.59,0.0,3658.0,0.0,14.0,923.0,84.0
42185,2023-10-24 17:00:00,2024-07-17 00:00:00,3.1,306.78,0.0,3896.0,0.0,15.0,863.0,86.0
42186,2023-10-24 18:00:00,2024-07-17 00:00:00,3.1,313.24,0.0,4194.0,0.0,15.0,816.0,85.0
42187,2023-10-24 19:00:00,2024-07-17 00:00:00,3.1,317.93,0.0,4603.0,0.0,16.0,809.0,88.0
42188,2023-10-24 20:00:00,2024-07-17 00:00:00,3.1,320.62,0.0,4798.0,0.0,16.0,788.0,82.0
42189,2023-10-24 21:00:00,2024-07-17 00:00:00,3.1,321.98,0.0,4924.0,0.0,16.0,786.0,86.0
42190,2023-10-24 22:00:00,2024-07-17 00:00:00,3.1,335.46,0.0,5142.0,0.0,16.0,572.0,82.0
42191,2023-10-24 23:00:00,2024-07-17 00:00:00,3.1,366.04,0.0,5406.0,0.0,15.0,92.0,85.0
