UTC time,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_oil_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_other_production_forecast
2023-11-19 00:00:00,2024-07-17 00:00:00,3.1,2.54,294.38,287.59,265.34,0.05,1336.86,4003.87,3.85,26.0,29.34,91.14
2023-11-19 01:00:00,2024-07-17 00:00:00,3.1,2.1,294.14,288.58,0.0,0.09,1233.6,3980.78,0.0,26.08,10.97,91.43
2023-11-19 02:00:00,2024-07-17 00:00:00,3.1,2.1,294.14,288.58,0.0,0.09,1112.06,3759.04,0.0,26.66,150.71,94.11
2023-11-19 03:00:00,2024-07-17 00:00:00,3.1,2.1,294.14,288.58,0.0,0.09,1004.64,3821.09,0.0,25.57,31.84,94.19
2023-11-19 04:00:00,2024-07-17 00:00:00,3.1,2.39,293.76,288.64,0.0,0.19,834.16,3571.2,0.07,25.68,93.54,94.03
2023-11-19 05:00:00,2024-07-17 00:00:00,3.1,2.39,293.76,288.64,0.0,0.19,701.35,3431.13,0.27,26.04,194.93,92.26
2023-11-19 06:00:00,2024-07-17 00:00:00,3.1,2.39,293.76,288.64,0.0,0.19,604.16,3317.18,0.0,26.01,14.93,92.44
2023-11-19 07:00:00,2024-07-17 00:00:00,3.1,2.92,293.5,288.89,0.0,0.14,515.23,3138.43,0.0,25.78,212.84,91.68
2023-11-19 08:00:00,2024-07-17 00:00:00,3.1,2.92,293.5,288.89,0.0,0.14,443.63,2962.6,0.0,26.55,247.36,92.02
2023-11-19 09:00:00,2024-07-17 00:00:00,3.1,2.92,293.5,288.89,0.0,0.14,347.62,2909.85,1.28,27.27,227.25,92.3
2023-11-19 10:00:00,2024-07-17 00:00:00,3.1,3.56,293.45,289.28,0.03,0.28,330.43,2887.0,2.27,26.31,220.13,91.05
2023-11-19 11:00:00,2024-07-17 00:00:00,3.1,3.56,293.45,289.28,0.03,0.28,323.92,2901.92,4.65,25.95,140.18,91.69
2023-11-19 12:00:00,2024-07-17 00:00:00,3.1,3.56,293.45,289.28,0.03,0.28,329.6,2963.12,5.88,26.29,117.97,91.56
2023-11-19 13:00:00,2024-07-17 00:00:00,3.1,4.49,296.17,290.14,226.27,0.17,373.68,3004.1,2.66,25.44,188.43,91.86
2023-11-19 14:00:00,2024-07-17 00:00:00,3.1,4.49,296.17,290.14,226.27,0.17,472.71,3121.26,0.0,26.3,110.23,90.6
2023-11-19 15:00:00,2024-07-17 00:00:00,3.1,4.49,296.17,290.14,226.27,0.17,586.76,3285.05,0.0,25.89,236.37,87.0
2023-11-19 16:00:00,2024-07-17 00:00:00,3.1,4.71,297.69,290.08,403.59,0.39,729.46,3444.44,0.0,26.92,102.1,87.33
2023-11-19 17:00:00,2024-07-17 00:00:00,3.1,4.71,297.69,290.08,403.59,0.39,873.99,3562.55,0.0,26.77,238.12,91.66
