UTC time,coal,nat_gas,oil,hydro,solar,other
2023-01-15 00:00:00,491,4884.0,0.0,33.0,0.0,99.0
2023-01-15 01:00:00,423,4973.0,0.0,33.0,0.0,99.0
2023-01-15 02:00:00,293,5074.0,0.0,32.0,0.0,101.0
2023-01-15 03:00:00,210,5044.0,0.0,33.0,0.0,100.0
2023-01-15 04:00:00,210,4856.0,0.0,33.0,0.0,101.0
2023-01-15 05:00:00,208,4684.0,0.0,32.0,0.0,99.0
2023-01-15 06:00:00,207,4566.0,0.0,33.0,0.0,98.0
2023-01-15 07:00:00,207,4540.0,0.0,32.0,0.0,98.0
2023-01-15 08:00:00,207,4661.0,0.0,34.0,0.0,95.0
2023-01-15 09:00:00,207,4792.0,0.0,33.0,0.0,100.0
2023-01-15 10:00:00,207,5051.0,0.0,33.0,0.0,99.0
2023-01-15 11:00:00,255,5321.0,0.0,33.0,0.0,101.0
2023-01-15 12:00:00,288,5672.0,0.0,33.0,0.0,100.0
2023-01-15 13:00:00,474,6246.0,0.0,33.0,19.0,100.0
2023-01-15 14:00:00,476,6262.0,0.0,32.0,299.0,100.0
2023-01-15 15:00:00,347,5380.0,0.0,33.0,589.0,99.0
2023-01-15 16:00:00,284,4643.0,0.0,33.0,628.0,101.0
2023-01-15 17:00:00,229,4127.0,0.0,33.0,625.0,99.0
2023-01-15 18:00:00,207,3709.0,0.0,33.0,618.0,101.0
2023-01-15 19:00:00,207,3503.0,0.0,33.0,625.0,100.0
2023-01-15 20:00:00,207,3169.0,0.0,33.0,545.0,100.0
2023-01-15 21:00:00,206,3099.0,0.0,33.0,527.0,101.0
2023-01-15 22:00:00,206,3256.0,0.0,33.0,429.0,99.0
2023-01-15 23:00:00,208,3952.0,0.0,34.0,75.0,101.0
