UTC time,coal,nat_gas,oil,hydro,solar,other
2023-08-17 00:00:00,"1,414",5850.0,0.0,32.0,55.0,93.0
2023-08-17 01:00:00,"1,422",5782.0,0.0,32.0,0.0,95.0
2023-08-17 02:00:00,"1,274",5314.0,0.0,33.0,0.0,96.0
2023-08-17 03:00:00,889,4791.0,0.0,32.0,0.0,95.0
2023-08-17 04:00:00,627,4620.0,0.0,32.0,0.0,96.0
2023-08-17 05:00:00,376,4547.0,0.0,32.0,0.0,94.0
2023-08-17 06:00:00,297,4086.0,0.0,33.0,0.0,97.0
2023-08-17 07:00:00,302,3841.0,0.0,32.0,0.0,94.0
2023-08-17 08:00:00,300,3727.0,0.0,32.0,0.0,95.0
2023-08-17 09:00:00,299,3744.0,0.0,32.0,0.0,96.0
2023-08-17 10:00:00,299,3918.0,0.0,32.0,0.0,98.0
2023-08-17 11:00:00,302,4242.0,0.0,33.0,0.0,95.0
2023-08-17 12:00:00,217,4306.0,0.0,32.0,59.0,97.0
2023-08-17 13:00:00,238,4267.0,0.0,32.0,335.0,94.0
2023-08-17 14:00:00,203,4539.0,0.0,31.0,506.0,96.0
2023-08-17 15:00:00,204,5004.0,0.0,32.0,678.0,93.0
2023-08-17 16:00:00,249,5550.0,0.0,32.0,710.0,95.0
2023-08-17 17:00:00,393,6351.0,0.0,31.0,631.0,94.0
2023-08-17 18:00:00,550,6680.0,0.0,32.0,668.0,95.0
2023-08-17 19:00:00,559,6631.0,14.0,31.0,608.0,96.0
2023-08-17 20:00:00,558,6215.0,0.0,30.0,478.0,92.0
2023-08-17 21:00:00,548,5931.0,0.0,27.0,549.0,95.0
2023-08-17 22:00:00,546,5389.0,11.0,36.0,399.0,95.0
2023-08-17 23:00:00,690,5473.0,210.0,27.0,368.0,95.0
