UTC time,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_oil_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_other_production_forecast
2023-03-09 00:00:00,2024-07-17 00:00:00,3.1,3.92,294.54,287.74,429.34,0.12,810.39,4711.68,8.5,28.98,195.99,33.06
2023-03-09 01:00:00,2024-07-17 00:00:00,3.1,3.66,293.74,288.71,0.0,0.08,694.01,4645.99,9.87,29.34,215.83,32.7
2023-03-09 02:00:00,2024-07-17 00:00:00,3.1,3.66,293.74,288.71,0.0,0.08,589.24,4516.74,11.37,29.2,212.33,34.56
2023-03-09 03:00:00,2024-07-17 00:00:00,3.1,3.66,293.74,288.71,0.0,0.08,496.84,4343.0,13.58,29.0,204.09,34.92
2023-03-09 04:00:00,2024-07-17 00:00:00,3.1,3.95,293.34,288.71,0.0,0.12,425.8,4112.06,9.16,28.76,188.44,35.67
2023-03-09 05:00:00,2024-07-17 00:00:00,3.1,3.95,293.34,288.71,0.0,0.12,359.8,3879.93,6.1,28.7,166.8,36.43
2023-03-09 06:00:00,2024-07-17 00:00:00,3.1,3.95,293.34,288.71,0.0,0.12,338.7,3687.14,7.63,29.1,84.68,37.25
2023-03-09 07:00:00,2024-07-17 00:00:00,3.1,4.05,293.14,288.84,0.0,0.06,312.64,3531.52,14.34,28.96,165.96,37.1
2023-03-09 08:00:00,2024-07-17 00:00:00,3.1,4.05,293.14,288.84,0.0,0.06,256.43,3366.91,9.61,28.08,74.42,36.76
2023-03-09 09:00:00,2024-07-17 00:00:00,3.1,4.05,293.14,288.84,0.0,0.06,249.71,3177.78,7.11,29.68,163.35,37.02
2023-03-09 10:00:00,2024-07-17 00:00:00,3.1,4.14,293.17,289.17,0.22,0.16,289.16,3038.89,4.01,29.61,110.46,37.9
