UTC time,coal,nat_gas,oil,hydro,solar,other
2023-08-16 00:00:00,"1,433",5965.0,0.0,24.0,96.0,88.0
2023-08-16 01:00:00,"1,432",5794.0,0.0,24.0,0.0,87.0
2023-08-16 02:00:00,"1,347",5084.0,0.0,23.0,0.0,90.0
2023-08-16 03:00:00,"1,050",4680.0,0.0,24.0,0.0,89.0
2023-08-16 04:00:00,856,4712.0,0.0,24.0,0.0,90.0
2023-08-16 05:00:00,572,4627.0,0.0,25.0,0.0,92.0
2023-08-16 06:00:00,369,4435.0,0.0,27.0,0.0,94.0
2023-08-16 07:00:00,264,4220.0,0.0,27.0,0.0,96.0
2023-08-16 08:00:00,258,4069.0,0.0,26.0,0.0,97.0
2023-08-16 09:00:00,261,4037.0,0.0,27.0,0.0,93.0
2023-08-16 10:00:00,307,4182.0,0.0,27.0,0.0,94.0
2023-08-16 11:00:00,413,4388.0,0.0,27.0,0.0,96.0
2023-08-16 12:00:00,409,4287.0,0.0,26.0,63.0,96.0
2023-08-16 13:00:00,410,4278.0,0.0,27.0,422.0,94.0
2023-08-16 14:00:00,412,4294.0,30.0,28.0,580.0,95.0
2023-08-16 15:00:00,412,4393.0,55.0,32.0,818.0,97.0
2023-08-16 16:00:00,431,4753.0,71.0,32.0,870.0,96.0
2023-08-16 17:00:00,664,5322.0,73.0,33.0,865.0,91.0
2023-08-16 18:00:00,901,5927.0,60.0,33.0,844.0,96.0
2023-08-16 19:00:00,"1,244",6185.0,173.0,33.0,547.0,96.0
2023-08-16 20:00:00,"1,373",6283.0,111.0,32.0,443.0,93.0
2023-08-16 21:00:00,"1,421",6367.0,32.0,33.0,355.0,94.0
2023-08-16 22:00:00,"1,413",6256.0,0.0,37.0,283.0,89.0
2023-08-16 23:00:00,"1,418",5983.0,0.0,33.0,253.0,91.0
