UTC time,coal,nat_gas,oil,hydro,solar,other
2023-12-31 00:00:00,225,4392.0,0.0,17.0,0.0,96.0
2023-12-31 01:00:00,364,4373.0,0.0,16.0,0.0,96.0
2023-12-31 02:00:00,412,4380.0,0.0,17.0,0.0,95.0
2023-12-31 03:00:00,383,4375.0,0.0,15.0,0.0,94.0
2023-12-31 04:00:00,376,4181.0,0.0,16.0,0.0,95.0
2023-12-31 05:00:00,409,3777.0,0.0,16.0,0.0,95.0
2023-12-31 06:00:00,427,3843.0,0.0,16.0,0.0,93.0
2023-12-31 07:00:00,438,3770.0,0.0,15.0,0.0,94.0
2023-12-31 08:00:00,406,3747.0,0.0,16.0,0.0,90.0
2023-12-31 09:00:00,404,3730.0,0.0,15.0,0.0,88.0
2023-12-31 10:00:00,480,3773.0,0.0,15.0,0.0,88.0
2023-12-31 11:00:00,568,3796.0,0.0,15.0,0.0,87.0
2023-12-31 12:00:00,678,3894.0,0.0,16.0,0.0,88.0
2023-12-31 13:00:00,709,4245.0,0.0,16.0,17.0,88.0
2023-12-31 14:00:00,710,4202.0,0.0,16.0,350.0,90.0
2023-12-31 15:00:00,590,3852.0,0.0,16.0,722.0,86.0
2023-12-31 16:00:00,244,3448.0,0.0,15.0,782.0,89.0
2023-12-31 17:00:00,123,3115.0,0.0,16.0,771.0,88.0
2023-12-31 18:00:00,125,2955.0,0.0,15.0,766.0,88.0
2023-12-31 19:00:00,126,2858.0,0.0,15.0,763.0,88.0
2023-12-31 20:00:00,125,2816.0,0.0,15.0,752.0,88.0
2023-12-31 21:00:00,125,2993.0,0.0,15.0,708.0,82.0
2023-12-31 22:00:00,152,3638.0,0.0,17.0,401.0,84.0
2023-12-31 23:00:00,303,4094.0,0.0,39.0,29.0,82.0
