UTC time,coal,nat_gas,oil,hydro,solar,other
2023-12-02 00:00:00,"1,310",3491.0,0.0,22.0,0.0,99.0
2023-12-02 01:00:00,"1,318",3272.0,0.0,21.0,0.0,98.0
2023-12-02 02:00:00,"1,301",3078.0,0.0,21.0,0.0,98.0
2023-12-02 03:00:00,"1,310",2871.0,0.0,21.0,0.0,97.0
2023-12-02 04:00:00,"1,296",2615.0,0.0,22.0,0.0,98.0
2023-12-02 05:00:00,"1,174",2430.0,0.0,22.0,0.0,97.0
2023-12-02 06:00:00,916,2419.0,0.0,20.0,0.0,96.0
2023-12-02 07:00:00,712,2341.0,0.0,19.0,0.0,98.0
2023-12-02 08:00:00,488,2371.0,0.0,19.0,0.0,95.0
2023-12-02 09:00:00,461,2312.0,0.0,18.0,0.0,97.0
2023-12-02 10:00:00,418,2311.0,0.0,18.0,0.0,96.0
2023-12-02 11:00:00,415,2419.0,0.0,17.0,0.0,98.0
2023-12-02 12:00:00,467,2528.0,0.0,20.0,0.0,95.0
2023-12-02 13:00:00,550,2672.0,0.0,21.0,13.0,94.0
2023-12-02 14:00:00,750,2796.0,0.0,21.0,82.0,94.0
2023-12-02 15:00:00,999,2829.0,0.0,21.0,145.0,96.0
2023-12-02 16:00:00,"1,194",2996.0,0.0,21.0,194.0,95.0
2023-12-02 17:00:00,"1,299",2985.0,0.0,22.0,301.0,95.0
2023-12-02 18:00:00,"1,317",3366.0,0.0,23.0,298.0,95.0
2023-12-02 19:00:00,"1,289",3457.0,0.0,22.0,237.0,96.0
2023-12-02 20:00:00,"1,311",3532.0,0.0,22.0,254.0,97.0
2023-12-02 21:00:00,"1,309",3696.0,0.0,23.0,177.0,95.0
2023-12-02 22:00:00,"1,305",3818.0,0.0,23.0,72.0,96.0
2023-12-02 23:00:00,"1,316",3879.0,0.0,39.0,6.0,97.0
