UTC time,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_oil_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_other_production_forecast
2023-04-26 00:00:00,2024-07-17 00:00:00,3.1,2.99,296.62,292.26,461.62,0.96,940.19,4610.24,8.5,28.98,195.99,88.24
2023-04-26 01:00:00,2024-07-17 00:00:00,3.1,2.92,295.63,293.22,0.13,0.79,836.21,4377.94,9.87,29.34,215.83,88.15
2023-04-26 02:00:00,2024-07-17 00:00:00,3.1,2.92,295.63,293.22,0.13,0.79,736.49,4106.68,11.37,29.2,212.33,88.55
2023-04-26 03:00:00,2024-07-17 00:00:00,3.1,2.92,295.63,293.22,0.13,0.79,640.12,3818.85,13.58,29.0,204.09,88.29
2023-04-26 04:00:00,2024-07-17 00:00:00,3.1,3.27,295.3,292.87,0.07,1.22,555.57,3527.83,9.16,28.76,188.44,89.8
2023-04-26 05:00:00,2024-07-17 00:00:00,3.1,3.27,295.3,292.87,0.07,1.22,471.84,3265.31,6.1,28.7,166.8,88.82
2023-04-26 06:00:00,2024-07-17 00:00:00,3.1,3.27,295.3,292.87,0.07,1.22,421.39,3089.39,7.63,29.1,84.68,89.29
2023-04-26 07:00:00,2024-07-17 00:00:00,3.1,3.72,295.13,292.76,0.0,0.3,358.64,2985.72,14.34,28.96,165.96,89.49
2023-04-26 08:00:00,2024-07-17 00:00:00,3.1,3.72,295.13,292.76,0.0,0.3,268.17,2909.38,9.61,28.08,74.42,89.41
2023-04-26 09:00:00,2024-07-17 00:00:00,3.1,3.72,295.13,292.76,0.0,0.3,226.96,2846.28,7.11,29.68,163.35,89.23
2023-04-26 10:00:00,2024-07-17 00:00:00,3.1,4.51,295.77,293.26,9.81,0.36,240.61,2836.47,4.01,29.61,110.46,89.58
2023-04-26 11:00:00,2024-07-17 00:00:00,3.1,4.51,295.77,293.26,9.81,0.36,266.31,2912.76,2.72,29.57,68.28,87.83
2023-04-26 12:00:00,2024-07-17 00:00:00,3.1,4.51,295.77,293.26,9.81,0.36,317.72,3147.65,3.79,29.84,124.56,90.45
2023-04-26 13:00:00,2024-07-17 00:00:00,3.1,5.44,298.25,293.43,402.09,0.16,393.43,3471.92,12.18,29.56,100.38,89.0
2023-04-26 14:00:00,2024-07-17 00:00:00,3.1,5.44,298.25,293.43,402.09,0.16,452.07,3772.47,15.92,29.65,140.39,89.51
2023-04-26 15:00:00,2024-07-17 00:00:00,3.1,5.44,298.25,293.43,402.09,0.16,531.13,4039.18,18.99,29.46,129.64,88.11
2023-04-26 16:00:00,2024-07-17 00:00:00,3.1,6.06,299.44,293.44,571.1,0.7,616.66,4259.11,15.46,29.5,138.27,87.81
2023-04-26 17:00:00,2024-07-17 00:00:00,3.1,6.06,299.44,293.44,571.1,0.7,727.78,4441.37,12.86,29.62,159.95,88.18
2023-04-26 18:00:00,2024-07-17 00:00:00,3.1,6.06,299.44,293.44,571.1,0.7,818.49,4671.01,9.59,29.93,163.81,88.46
2023-04-26 19:00:00,2024-07-17 00:00:00,3.1,6.64,298.74,293.87,600.0,1.82,885.9,4866.28,9.1,28.97,0.0,86.97
2023-04-26 20:00:00,2024-07-17 00:00:00,3.1,6.64,298.74,293.87,600.0,1.82,948.73,5025.8,8.91,29.3,164.45,86.43
2023-04-26 21:00:00,2024-07-17 00:00:00,3.1,6.64,298.74,293.87,600.0,1.82,970.35,5123.63,10.23,29.4,176.92,87.3
2023-04-26 22:00:00,2024-07-17 00:00:00,3.1,6.11,297.44,294.15,395.74,4.35,952.64,5092.56,11.09,29.48,170.58,85.11
2023-04-26 23:00:00,2024-07-17 00:00:00,3.1,6.11,297.44,294.15,395.74,4.35,920.33,5028.04,12.55,29.97,176.61,85.15
2023-04-27 00:00:00,2024-07-17 00:00:00,3.1,6.11,297.44,294.15,395.74,4.35,874.88,4759.29,8.5,28.98,195.99,88.22
2023-04-27 01:00:00,2024-07-17 00:00:00,3.1,5.21,296.61,294.33,0.13,1.75,768.35,4519.56,9.87,29.34,215.83,88.13
2023-04-27 02:00:00,2024-07-17 00:00:00,3.1,5.21,296.61,294.33,0.13,1.75,667.88,4240.85,11.37,29.2,212.33,88.53
2023-04-27 03:00:00,2024-07-17 00:00:00,3.1,5.21,296.61,294.33,0.13,1.75,572.68,3946.95,13.58,29.0,204.09,88.27
2023-04-27 04:00:00,2024-07-17 00:00:00,3.1,4.79,296.33,294.53,0.06,2.85,491.66,3648.13,9.16,28.76,188.44,89.78
2023-04-27 05:00:00,2024-07-17 00:00:00,3.1,4.79,296.33,294.53,0.06,2.85,412.78,3375.32,6.1,28.7,166.8,88.81
2023-04-27 06:00:00,2024-07-17 00:00:00,3.1,4.79,296.33,294.53,0.06,2.85,370.31,3197.19,7.63,29.1,84.68,89.27
2023-04-27 07:00:00,2024-07-17 00:00:00,3.1,4.94,296.13,294.6,0.0,0.37,319.36,3089.59,14.34,28.96,165.96,89.48
2023-04-27 08:00:00,2024-07-17 00:00:00,3.1,4.94,296.13,294.6,0.0,0.37,241.21,3009.74,9.61,28.08,74.42,89.39
2023-04-27 09:00:00,2024-07-17 00:00:00,3.1,4.94,296.13,294.6,0.0,0.37,211.15,2946.87,7.11,29.68,163.35,89.21
2023-04-27 10:00:00,2024-07-17 00:00:00,3.1,6.15,296.35,294.41,9.23,2.48,232.92,2939.65,4.01,29.61,110.46,89.56
2023-04-27 11:00:00,2024-07-17 00:00:00,3.1,6.15,296.35,294.41,9.23,2.48,265.33,3021.91,2.72,29.57,68.28,87.81
2023-04-27 12:00:00,2024-07-17 00:00:00,3.1,6.15,296.35,294.41,9.23,2.48,324.17,3267.55,3.79,29.84,124.56,90.43
2023-04-27 13:00:00,2024-07-17 00:00:00,3.1,6.28,297.37,293.94,259.46,3.82,407.58,3609.81,12.18,29.56,100.38,88.99
2023-04-27 14:00:00,2024-07-17 00:00:00,3.1,6.28,297.37,293.94,259.46,3.82,471.52,3923.56,15.92,29.65,140.39,89.49
2023-04-27 15:00:00,2024-07-17 00:00:00,3.1,6.28,297.37,293.94,259.46,3.82,549.87,4198.41,18.99,29.46,129.64,88.09
2023-04-27 16:00:00,2024-07-17 00:00:00,3.1,6.05,298.29,293.29,402.19,6.02,631.93,4423.08,15.46,29.5,138.27,87.8
2023-04-27 17:00:00,2024-07-17 00:00:00,3.1,6.05,298.29,293.29,402.19,6.02,734.12,4606.25,12.86,29.62,159.95,88.17
2023-04-27 18:00:00,2024-07-17 00:00:00,3.1,6.05,298.29,293.29,402.19,6.02,815.4,4830.99,9.59,29.93,163.81,88.45
2023-04-27 19:00:00,2024-07-17 00:00:00,3.1,6.13,299.0,292.94,534.56,1.82,873.62,5025.61,9.1,28.97,0.0,86.95
2023-04-27 20:00:00,2024-07-17 00:00:00,3.1,6.13,299.0,292.94,534.56,1.82,926.17,5181.25,8.91,29.3,164.45,86.41
2023-04-27 21:00:00,2024-07-17 00:00:00,3.1,6.13,299.0,292.94,534.56,1.82,939.12,5276.09,10.23,29.4,176.92,87.29
2023-04-27 22:00:00,2024-07-17 00:00:00,3.1,4.87,297.23,293.23,355.07,2.58,913.47,5240.46,11.09,29.48,170.58,85.09
2023-04-27 23:00:00,2024-07-17 00:00:00,3.1,4.87,297.23,293.23,355.07,2.58,875.46,5173.13,12.55,29.97,176.61,85.14
2023-04-28 00:00:00,2024-07-17 00:00:00,3.1,4.87,297.23,293.23,355.07,2.58,834.89,4876.11,8.5,28.98,195.99,88.2
2023-04-28 01:00:00,2024-07-17 00:00:00,3.1,4.42,296.38,293.46,0.17,0.38,729.65,4631.81,9.87,29.34,215.83,88.11
2023-04-28 02:00:00,2024-07-17 00:00:00,3.1,4.42,296.38,293.46,0.17,0.38,631.85,4348.76,11.37,29.2,212.33,88.51
2023-04-28 03:00:00,2024-07-17 00:00:00,3.1,4.42,296.38,293.46,0.17,0.38,541.42,4051.74,13.58,29.0,204.09,88.25
2023-04-28 04:00:00,2024-07-17 00:00:00,3.1,4.3,296.02,293.68,0.09,0.46,466.56,3748.2,9.16,28.76,188.44,89.76
2023-04-28 05:00:00,2024-07-17 00:00:00,3.1,4.3,296.02,293.68,0.09,0.46,394.38,3468.66,6.1,28.7,166.8,88.79
