UTC time,avg_coal_production_forecast,avg_biomass_production_forecast,avg_geothermal_production_forecast,avg_hydro_production_forecast,avg_nat_gas_production_forecast,avg_nuclear_production_forecast,avg_oil_production_forecast,avg_solar_production_forecast,avg_unknown_production_forecast,avg_wind_production_forecast
2021-07-09 01:00:00,60839.81756,19764.48925,57.75895,9251.69562,14833.02711,25954.62985,1666.41436,0,1669.85399,7910.22954
2021-07-09 02:00:00,61691.73485,19775.75369,58.51663,9129.13358,15384.84757,25910.76666,1675.38381,0,1667.48205,9213.88142
2021-07-09 03:00:00,62665.87028,19805.50541,58.98845,9234.58012,15961.97803,25993.92494,1667.88829,0,1667.56665,11030.34876
2021-07-09 04:00:00,63402.4028,19785.68778,59.52083,9115.13032,16378.55379,26074.58435,1668.99379,2972.28485,1664.07546,12196.67844
2021-07-09 05:00:00,63083.49419,19784.00455,59.56214,9012.81891,16517.88224,26135.19727,1684.74063,9884.87188,1652.7942,13834.31989
2021-07-09 06:00:00,63211.39159,19782.85594,59.82512,9025.30348,16596.11771,26194.78727,1709.11951,20476.91484,1641.885,15794.01842
2021-07-09 07:00:00,62436.3355,19808.16345,59.78568,9014.90597,16753.73622,26247.7253,1728.65931,32945.72625,1640.59826,17792.1627
2021-07-09 08:00:00,61604.5745,19814.61778,58.50214,8974.08272,16894.084,26344.37748,1752.17879,43336.75389,1639.35384,20001.98686
2021-07-09 09:00:00,60274.22064,19799.87908,57.39927,9051.8778,16709.30236,26354.03392,1747.11932,49321.46583,1643.93054,21133.27909
2021-07-09 10:00:00,58563.79825,19817.68841,55.91552,9117.29369,16302.57601,26318.417,1757.26917,50036.02419,1651.74312,22132.42985
2021-07-09 11:00:00,56091.00077,19825.51471,55.4181,9227.06481,15695.05634,26232.36237,1746.19931,47179.55819,1645.43798,22894.59162
2021-07-09 12:00:00,54457.26771,19829.86897,54.64155,9227.0063,15190.42993,26271.41634,1727.36201,42105.48822,1646.27241,23794.67145
2021-07-09 13:00:00,52697.08951,19838.1444,54.36124,9153.18293,14978.42861,26263.70491,1727.99382,36405.70165,1654.68937,24487.67418
2021-07-09 14:00:00,50868.30416,19853.18341,54.20082,9138.6589,14682.95812,26296.51317,1719.439,31001.29801,1650.2317,24768.11999
2021-07-09 15:00:00,49611.28609,19864.40439,54.07265,9145.00003,14391.75295,26332.69855,1701.16271,24927.19983,1644.34362,25492.10222
2021-07-09 16:00:00,48707.10836,19864.10104,53.75361,9081.88089,14010.41862,26335.21934,1698.80844,19509.92302,1640.28829,26279.50551
2021-07-09 17:00:00,48751.50763,19886.21407,54.27239,9118.88652,13867.25251,26318.49299,1695.97792,15508.25775,1635.72334,26477.76048
2021-07-09 18:00:00,49007.17963,19927.21479,54.54337,9161.19138,13672.92088,26265.9992,1705.15258,12522.49717,1639.98388,26444.8996
2021-07-09 19:00:00,50338.428,19938.13182,55.30268,9120.38667,13707.48621,26274.71601,1720.04145,9633.59004,1639.24018,26213.81409
2021-07-09 20:00:00,52263.8906,19937.17833,55.67329,9121.90754,13956.42363,26247.27229,1724.32783,7420.12534,1643.43066,26047.45724
2021-07-09 21:00:00,53950.11912,19936.95985,56.41854,9137.50181,13959.16073,26257.79969,1721.85544,5553.22891,1634.17061,25537.50662
2021-07-09 22:00:00,54908.75672,19917.44801,57.1813,9065.30106,13947.81973,26202.43732,1732.2751,3534.36697,1630.14826,25392.08783
2021-07-09 23:00:00,55572.59189,19929.71486,57.8074,9014.62324,14350.41535,26221.61139,1742.72856,320.44382,1623.08134,25748.86236
2021-07-10 00:00:00,68402.60145,19820.70705,57.24231,9203.78734,18988.43285,26101.72119,1735.77322,0,1698.87293,19421.63858
2021-07-10 01:00:00,68028.78397,19838.06075,58.47936,9128.03753,18764.35468,26099.2837,1700.89645,0,1695.0151,19384.93906
2021-07-10 02:00:00,68022.28035,19848.84559,59.8205,9006.79394,18681.78381,26052.92164,1707.84436,0,1693.1783,19856.25634
2021-07-10 03:00:00,68097.49286,19877.75204,60.74857,9106.76281,18503.81983,26134.85971,1698.70683,0,1693.59606,20475.02139
2021-07-10 04:00:00,68011.01303,19856.88529,61.67997,8989.38335,18265.05594,26214.59117,1701.18764,3218.74033,1689.79977,20190.85143
2021-07-10 05:00:00,66823.02307,19855.75495,61.90454,8891.66835,17873.17538,26274.32438,1717.56174,11622.96743,1678.12419,20171.31752
2021-07-10 06:00:00,65871.0294,19853.08229,62.29665,8913.98605,17426.22156,26333.51105,1741.87082,24488.59149,1666.87849,20289.99822
2021-07-10 07:00:00,64807.64644,19877.89011,62.17239,8906.66699,17035.05534,26386.32049,1761.48021,39605.23188,1665.59781,20297.4562
2021-07-10 08:00:00,64426.60622,19885.24759,60.59418,8873.89472,16699.42667,26483.91083,1785.47304,52324.87355,1664.18546,20331.2633
2021-07-10 09:00:00,64429.6651,19870.82786,59.02954,8952.05502,16227.55784,26493.91361,1780.40349,59919.00873,1668.78946,19446.75184
2021-07-10 10:00:00,64663.52158,19887.57324,56.9772,9018.32529,15751.99628,26458.51004,1790.30359,61288.43523,1676.66799,18811.12185
2021-07-10 11:00:00,64625.97672,19894.67488,55.89226,9127.97285,15252.20539,26372.73014,1778.0275,58252.62203,1669.87478,18151.8876
2021-07-10 12:00:00,64817.29311,19899.47767,54.54871,9133.55881,14880.86382,26412.4797,1758.84992,52297.8092,1670.42104,17876.00458
2021-07-10 13:00:00,64710.13432,19907.92914,53.61496,9064.66218,14782.19766,26405.03132,1759.70866,45203.53688,1678.90662,17492.29058
2021-07-10 14:00:00,64492.27378,19923.45342,52.88864,9051.21785,14844.77664,26437.88926,1751.28769,38153.89501,1674.29921,16631.34339
2021-07-10 15:00:00,64357.14664,19934.30242,52.23673,9055.15939,15087.74692,26473.32059,1732.85262,30280.21016,1668.3276,16241.32591
2021-07-10 16:00:00,64339.51603,19931.70611,51.44277,8995.64599,15315.03204,26477.29248,1730.75818,23319.36899,1664.09246,16066.44349
2021-07-10 17:00:00,65158.4487,19954.37243,51.66256,9035.47168,15688.2124,26460.98407,1727.96046,18207.50487,1659.31169,15784.07767
2021-07-10 18:00:00,65807.45956,19995.37864,51.80296,9078.81008,16094.11372,26407.05964,1737.06675,14427.69874,1663.64261,15537.66655
2021-07-10 19:00:00,66562.86448,20006.84124,52.61714,9044.29308,16688.27918,26414.76229,1751.99485,10908.06662,1662.89177,15491.44421
2021-07-10 20:00:00,67458.56716,20005.25121,53.12809,9046.55894,17292.70577,26386.66536,1756.52124,8243.52931,1666.82744,15620.78567
2021-07-10 21:00:00,67910.97174,20005.94521,54.18251,9061.49616,17609.22095,26397.52156,1754.44963,6036.1463,1657.21105,15565.16465
2021-07-10 22:00:00,67594.71509,19987.62685,55.39409,8986.78389,17853.14367,26340.66863,1765.05433,3791.88797,1653.09342,15887.0907
2021-07-10 23:00:00,67073.85771,20000.50629,56.57068,8938.94974,18231.44545,26359.04043,1775.38269,163.7772,1646.12178,16690.84444
2021-07-08 00:00:00,68702.86916,18872.70291,69.55276,8982.23,24650.44065,26294.84579,1666.36649,0,1501.64338,12202.99986
2021-07-08 01:00:00,65869.16321,18904.54903,70.12385,8949.83313,24173.3222,26317.5782,1640.35468,0,1511.45923,11938.99967
2021-07-08 02:00:00,64719.11099,18906.52301,70.28298,8900.71216,24686.92203,26178.30934,1645.91986,0,1519.4211,11293.99998
2021-07-08 03:00:00,65198.84548,18903.61097,70.19507,8939.74089,26018.82441,26405.15261,1663.65986,36,1505.83688,10529.00026
2021-07-08 04:00:00,68165.61944,18930.50993,70.18237,8956.69394,27545.63498,26477.17996,1665.8661,1878.00003,1525.13998,9589.0002
2021-07-08 05:00:00,73194.31964,18930.9219,67.78432,8977.97884,28828.18835,26400.66633,1663.93078,8634.99974,1505.13918,8131.99982
2021-07-08 06:00:00,76582.3587,18954.494,66.94132,9020.24591,29765.12825,26455.88696,1653.73317,20798.00091,1516.93632,6291.99993
2021-07-08 07:00:00,78646.91585,18998.11094,66.35002,9107.7651,30238.68536,26444.79549,1668.92609,35174.99991,1497.95791,4699.00013
2021-07-08 08:00:00,78689.80322,19010.41597,63.6571,9097.48606,29845.43028,26366.58965,1673.55065,47937.00119,1502.63607,4175.00012
2021-07-08 09:00:00,75961.80028,18961.06205,61.71459,9066.67402,28619.75632,26257.8333,1687.42477,57802.99868,1493.01381,4218.00003
2021-07-08 10:00:00,71856.66938,18991.11102,60.37908,9074.89289,27623.11311,26258.77001,1671.4089,63929.9983,1504.88797,4315.99992
2021-07-08 11:00:00,67161.51969,18963.18405,58.57559,8930.5379,26775.95674,26255.30959,1678.48724,66718.00183,1503.52857,4530.00016
2021-07-08 12:00:00,64603.1825,18860.86103,58.16938,8963.00309,26004.02002,26119.59468,1672.25434,65343.99908,1520.24403,5108.00014
2021-07-08 13:00:00,63554.49756,18971.58801,57.84752,8985.57482,26183.78777,26055.78438,1674.06412,61681.99826,1502.17188,6160.99984
2021-07-08 14:00:00,64203.85569,18913.56008,57.55806,9039.23115,26369.76396,26100.98614,1693.74897,54290.99907,1515.88638,7094.99987
2021-07-08 15:00:00,66756.27859,19056.70292,57.41654,9089.40492,27656.42974,26221.46964,1681.23653,43796.00078,1535.27439,7829.00009
2021-07-08 16:00:00,70738.64063,19000.07396,58.8974,9201.92196,28565.44438,26197.78007,1689.72464,31870.99992,1525.74829,8448.00032
2021-07-08 17:00:00,75169.24337,19033.60695,59.89595,9311.6749,29145.80649,26139.24807,1666.99055,19856.99959,1504.8687,8527.0001
2021-07-08 18:00:00,77317.23901,19046.48395,61.01209,9224.89562,29731.62049,26229.01447,1650.52747,9589.99994,1489.1985,8032.99992
2021-07-08 19:00:00,79109.03024,19011.13291,63.54452,9138.21518,29003.73855,26209.54229,1649.41687,2692.00002,1494.6677,7880.99971
2021-07-08 20:00:00,77549.7625,19066.65406,66.11587,9235.14994,28112.65323,26147.51188,1657.38375,174.00001,1483.80917,9194.99993
2021-07-08 21:00:00,74232.25993,19091.8631,67.51797,9242.65617,26164.67188,26143.38947,1664.99096,0,1479.33293,10159.00013
2021-07-08 22:00:00,68896.65862,19097.1741,68.26244,9070.83687,24096.70892,26000.5506,1660.82248,0,1495.03933,11816.00032
2021-07-08 23:00:00,64133.59983,19006.07592,70.12077,9004.02803,22638.54323,25993.96293,1661.20675,0,1493.56361,16238.00037
2021-07-09 00:00:00,67648.72245,19110.21008,66.34197,9378.70652,25976.67293,25735.11588,1680.44483,0,1569.15706,8530.16563
2021-07-09 01:00:00,68211.47448,19123.53419,67.02042,9299.62352,26189.60918,25736.34924,1649.32479,0,1565.90653,8832.10053
2021-07-09 02:00:00,70090.16648,19138.97867,67.55479,9172.45017,26789.52358,25696.25554,1659.29614,0,1561.32408,9853.30728
2021-07-09 03:00:00,72207.94171,19176.09355,67.94461,9275.4695,27263.84042,25781.25728,1652.61459,0,1560.03203,11306.19729
2021-07-09 04:00:00,73916.90131,19165.41652,68.24687,9152.17846,27415.94412,25863.31445,1653.03842,3301.25704,1557.80136,12072.30736
2021-07-09 05:00:00,74114.31791,19158.91508,68.11582,9050.20066,27198.54664,25925.25718,1668.47445,9044.13244,1548.14934,13285.26973
2021-07-09 06:00:00,74561.65009,19171.04305,68.00306,9069.59656,26795.34181,25985.45216,1692.8879,17618.53018,1538.63012,14792.77248
2021-07-09 07:00:00,73876.56768,19200.70482,68.01286,9059.25283,26503.21206,26038.58456,1712.39313,27814.56533,1537.31855,16311.38701
2021-07-09 08:00:00,73192.05004,19199.29367,66.80463,9023.5831,26157.27367,26133.8207,1735.67815,36252.74899,1536.76748,18006.39156
2021-07-09 09:00:00,71699.00059,19181.77287,65.59041,9104.71863,25335.9959,26142.95546,1730.62355,41036.34935,1541.23147,18684.42731
2021-07-09 10:00:00,69631.3495,19208.85376,63.91157,9174.6895,24544.29983,26107.01996,1740.89706,41508.39595,1548.77161,19349.92643
2021-07-09 11:00:00,66702.53433,19222.99329,63.39392,9287.98605,23372.78491,26020.5474,1730.4251,39378.5534,1544.48307,19859.99429
2021-07-09 12:00:00,64757.06277,19223.43693,62.55277,9290.73161,22368.52529,26058.55359,1711.75645,35810.80893,1546.50783,20638.30236
2021-07-09 13:00:00,62635.62882,19230.17838,62.34465,9219.58875,21808.89569,26050.44469,1712.27579,32175.52458,1554.64162,21295.1435
2021-07-09 14:00:00,60239.83638,19240.99286,62.22383,9204.05336,21376.79085,26083.17987,1703.6546,29074.15932,1550.80237,21558.24162
2021-07-09 15:00:00,58347.49521,19255.45462,62.10162,9209.30426,21215.95584,26120.49924,1685.45709,25256.27167,1545.25932,22243.71879
2021-07-09 16:00:00,56432.2616,19275.12707,61.64957,9145.68179,20922.27477,26120.83243,1682.97395,21507.40826,1541.94712,23029.99656
2021-07-09 17:00:00,55270.45798,19292.41884,62.13449,9184.87369,20907.07539,26103.47771,1680.12715,18271.85345,1538.27353,23338.10184
2021-07-09 18:00:00,54484.65725,19333.37286,62.35072,9230.07784,20763.58994,26053.13791,1689.33582,15276.1409,1542.24331,23485.26961
2021-07-09 19:00:00,54874.35492,19339.53664,63.0604,9191.98271,20793.85491,26063.38474,1704.20531,11882.10973,1541.52892,23546.61066
2021-07-09 20:00:00,56339.7412,19344.12684,63.42333,9194.40193,20922.95487,26036.93179,1708.37268,8934.48522,1546.77244,23675.16453
2021-07-09 21:00:00,57842.75654,19335.95922,64.31022,9210.4083,20735.61212,26046.95942,1705.70162,6348.92898,1538.98444,23424.64718
2021-07-09 22:00:00,58673.1635,19306.05136,65.21338,9133.94148,20596.36013,25993.84749,1716.02953,3731.21952,1535.35577,23483.48201
2021-07-09 23:00:00,59416.99943,19312.97981,65.92605,9083.39049,20896.02029,26014.233,1726.54504,262.1351,1527.89543,24006.20374
2021-07-10 00:00:00,65555.19371,19293.66776,64.78337,9339.00693,23219.58861,25689.49398,1686.49933,0,1577.5375,19239.6044
2021-07-10 01:00:00,65220.89603,19308.03225,65.90157,9284.18733,23148.24088,25691.18473,1654.9682,0,1574.2478,18477.61367
2021-07-10 02:00:00,65747.89922,19322.2735,66.84879,9183.24162,23313.77603,25651.87065,1664.60868,0,1569.8427,18043.78764
2021-07-10 03:00:00,66297.58088,19357.26881,67.24789,9314.49823,23339.32653,25737.2538,1657.65844,0,1568.66109,17629.50656
2021-07-10 04:00:00,66572.52519,19343.96075,67.3019,9210.78334,23183.45445,25819.60031,1658.30731,3549.3854,1566.32933,16270.3316
2021-07-10 05:00:00,65732.79428,19338.84609,66.573,9095.93466,22780.24483,25881.81777,1673.84606,14893.49998,1556.54652,15263.32975
2021-07-10 06:00:00,65251.11292,19347.15259,66.00213,9048.40106,22257.713,25942.13843,1698.24798,32309.87834,1546.91579,14304.5144
2021-07-10 07:00:00,64159.4459,19375.56098,65.08711,9030.51404,21808.4115,25995.31174,1717.76474,52703.47621,1545.60618,13264.58409
2021-07-10 08:00:00,63289.85941,19376.41396,62.77082,8943.2576,21368.47364,26090.25416,1741.12709,70050.27397,1544.99952,12474.04836
2021-07-10 09:00:00,62321.44534,19359.69396,60.4946,9002.30729,20651.80768,26099.28078,1736.07095,80798.31935,1549.47254,11048.16059
2021-07-10 10:00:00,61227.20704,19384.10605,57.93699,9041.32947,19991.36175,26063.27952,1746.30357,83377.96674,1557.03453,10294.6099
2021-07-10 11:00:00,59595.42085,19396.42834,56.49264,9132.50347,19159.11966,25976.72074,1735.63416,79814.62568,1552.58413,9964.61967
2021-07-10 12:00:00,58604.55283,19397.99766,54.85304,9104.22367,18474.19513,26014.50919,1716.90977,71881.713,1554.51336,10415.10234
2021-07-10 13:00:00,57433.2218,19405.18072,53.88995,9004.51718,18145.30368,26006.31845,1717.46623,61750.66814,1562.66989,11122.05482
2021-07-10 14:00:00,56152.49395,19417.21103,53.47525,8992.8859,18007.1021,26039.03903,1708.86709,51157.58915,1558.78098,11586.44033
2021-07-10 15:00:00,55274.8288,19430.74,53.33976,9010.68279,18128.67085,26076.59367,1690.64354,39486.12369,1553.21032,12514.35067
2021-07-10 16:00:00,54668.37558,19444.66247,53.04404,8941.82686,18188.04766,26076.47238,1688.20295,29347.03689,1549.83848,13714.58814
2021-07-10 17:00:00,54958.82473,19463.34204,53.85465,8960.52573,18446.7254,26058.9876,1685.36158,22078.10166,1546.09337,14887.63373
2021-07-10 18:00:00,55357.39032,19504.30947,54.73421,8984.88253,18675.4153,26009.09498,1694.55895,16921.18575,1550.08646,16259.42946
2021-07-10 19:00:00,56519.4851,19511.84135,56.33816,8914.86187,19078.58828,26019.65891,1709.43486,12455.35162,1549.36974,18042.91178
2021-07-10 20:00:00,58097.41828,19514.83584,57.55907,8909.82647,19504.64713,25993.40909,1713.64157,9224.87867,1554.52872,19794.52494
2021-07-10 21:00:00,59390.35706,19508.95652,59.37872,8924.74661,19629.77643,26003.33589,1711.0361,6639.15498,1546.62263,20914.784
2021-07-10 22:00:00,59966.67758,19482.04111,61.23269,8881.2752,19737.01463,25950.68719,1721.39427,4181.00221,1542.96237,22106.39935
2021-07-10 23:00:00,60312.46357,19490.50618,62.88871,8823.2645,20087.54485,25971.32405,1731.88928,0,1535.53362,23529.0478
2021-07-11 00:00:00,69624.97918,19408.40809,58.09611,9035.17877,25573.30563,25442.8132,1728.85721,0,1580.16924,22490.82784
2021-07-11 01:00:00,69287.73839,19423.42334,59.28,8962.64223,25175.14178,25446.9736,1694.45003,0,1576.86715,23511.38425
2021-07-11 02:00:00,69305.9443,19436.91231,60.55217,8847.11471,24965.95798,25411.87909,1701.77591,0,1572.51784,25265.52984
2021-07-11 03:00:00,69374.29539,19470.58196,61.45044,8944.14323,24619.30924,25499.32272,1692.9453,0,1571.37092,27375.32719
2021-07-11 04:00:00,69246.05422,19455.62823,62.35585,8832.4624,24176.1254,25583.23504,1695.16893,3699.16811,1569.00732,28605.00622
2021-07-11 05:00:00,67980.56812,19451.38117,62.58813,8738.85537,23584.88021,25646.93721,1711.4258,11567.77678,1559.18351,30026.28638
2021-07-11 06:00:00,66940.17933,19457.29724,62.96625,8763.9895,22872.78537,25707.93738,1735.74795,23361.27271,1549.51777,31638.14699
2021-07-11 07:00:00,65780.23839,19484.92188,62.89854,8759.58571,22265.67344,25761.32843,1755.34427,37313.16314,1548.20879,33151.1877
2021-07-11 08:00:00,65308.89476,19487.19089,61.39896,8729.60696,21724.61344,25854.68531,1779.24868,49058.52295,1547.58463,34614.83777
2021-07-11 09:00:00,65244.04805,19470.9716,59.90308,8804.8996,21005.68581,25863.13032,1774.1809,56141.14503,1552.06049,34820.05002
2021-07-11 10:00:00,65414.01196,19493.71467,57.90816,8867.60301,20404.73932,25826.76958,1784.12787,57570.68954,1559.62937,34730.11845
2021-07-11 11:00:00,65329.0721,19504.90032,56.89875,8973.73276,19702.90642,25739.74609,1772.07716,55237.64185,1555.12818,34128.5866
2021-07-11 12:00:00,65489.58227,19507.17359,55.61932,8982.05629,19193.90638,25776.35964,1752.96318,50487.6699,1557.02739,33230.08748
2021-07-11 13:00:00,65354.50425,19514.63279,54.76315,8915.32558,19031.36874,25767.72466,1753.77959,44951.9115,1565.19106,31677.8024
2021-07-11 14:00:00,65092.65837,19527.42391,54.08331,8903.89672,19141.50412,25800.3634,1745.3337,39596.46827,1561.28661,29384.57499
2021-07-11 15:00:00,64920.94402,19540.36933,53.45834,8906.57613,19569.60724,25839.18794,1726.9282,33289.52943,1555.70723,27690.67803
2021-07-11 16:00:00,64860.11032,19550.6955,52.6684,8851.02318,19970.83311,25836.61892,1724.78524,27381.87502,1552.31662,26105.01896
2021-07-11 17:00:00,65629.84495,19570.24308,52.88305,8891.45903,20513.40621,25818.42979,1721.98131,22554.83689,1548.54902,24164.18812
2021-07-11 18:00:00,66251.81354,19611.21883,52.99067,8932.99964,21037.05135,25770.94981,1731.10035,18370.97775,1552.54951,22016.57537
2021-07-11 19:00:00,67005.39086,19619.60655,53.75132,8901.93249,21713.25571,25783.22569,1746.02113,13988.72418,1551.83196,19685.41118
2021-07-11 20:00:00,67911.14713,19621.60307,54.20996,8904.05008,22299.35163,25758.08136,1750.50275,10301.02238,1556.96447,17706.59668
2021-07-11 21:00:00,68391.55864,19617.1546,55.21241,8917.95739,22508.72814,25767.45139,1748.35624,7142.12324,1549.0213,16068.34143
2021-07-11 22:00:00,68107.1711,19592.11084,56.3641,8844.93607,22647.64247,25717.31984,1758.92615,4133.86404,1545.35105,15252.44141
2021-07-11 23:00:00,67636.44486,19601.53712,57.47168,8799.72029,22880.23773,25739.30988,1769.278,22.6739,1537.93229,15226.32264
2021-07-09 00:00:00,70145.02976,18624.01395,68.08176,9286.36816,23574.56572,26591.91167,1686.6221,0,1342.5032,16302.99938
2021-07-09 01:00:00,67722.32835,18662.76008,69.34592,9264.64208,22954.58457,26612.34833,1661.84809,0,1344.73219,16763.99935
2021-07-09 02:00:00,66990.5876,18685.12509,69.9323,9188.82904,23237.79028,26472.48179,1667.73915,0,1344.97888,17648.00047
2021-07-09 03:00:00,67446.95958,18673.83,70.05312,9261.75297,24561.30536,26710.2134,1686.09954,17,1330.9796,18983.00012
2021-07-09 04:00:00,70291.71887,18685.16001,69.7151,9298.33196,26218.19701,26773.14984,1688.43365,1095,1346.1749,20241.99932
2021-07-09 05:00:00,74832.45159,18691.87303,68.22765,9223.50812,27581.4936,26705.04323,1687.8148,5018.99978,1323.6333,20435.00046
2021-07-09 06:00:00,77578.66745,18715.1099,67.09678,9250.52689,28668.63548,26763.83534,1677.75315,12463.00033,1340.5221,19572.99948
2021-07-09 07:00:00,79040.78088,18743.47991,66.31834,9335.20313,29390.62432,26746.93801,1693.34021,22074.00074,1325.96509,18676.99968
2021-07-09 08:00:00,78801.99231,18767.318,63.86239,9316.95888,29044.90573,26683.50619,1699.35747,32269.99916,1336.43439,18161.99938
2021-07-09 09:00:00,76264.1166,18695.02507,62.48391,9320.34404,27844.83802,26557.70639,1713.64058,42352.0015,1337.93649,17945.99948
2021-07-09 10:00:00,72463.97853,18746.24008,61.43377,9268.54801,26952.8544,26571.29088,1698.01385,50433.99927,1347.973,17947.99949
2021-07-09 11:00:00,68265.01879,18724.45009,59.92479,9170.39909,25931.44112,26561.1595,1705.07579,56664.99979,1340.26271,18397.9994
2021-07-09 12:00:00,66106.95905,18616.88693,59.37092,9198.79082,25172.75269,26432.48381,1699.17852,60657.99976,1348.27168,19734.00044
2021-07-09 13:00:00,65551.44027,18741.17009,58.83699,9166.68286,25209.30574,26370.13044,1700.45733,61637.00049,1330.51949,21350.00038
2021-07-09 14:00:00,66280.19582,18701.37707,58.50731,9174.62918,25150.42745,26413.43541,1718.82525,58676.00208,1333.733,22261.00027
2021-07-09 15:00:00,68714.05931,18837.64994,58.11814,9237.96891,26313.49456,26531.87743,1706.29874,51583.00022,1354.74871,22298.00049
2021-07-09 16:00:00,72340.05557,18781.71904,59.86853,9258.17812,27215.34671,26514.7799,1715.03705,40262.99961,1339.5457,21273.99993
2021-07-09 17:00:00,76074.26299,18836.34193,60.54494,9356.56288,27913.31407,26455.65607,1690.24664,25841.00068,1326.6139,19606.99968
2021-07-09 18:00:00,77678.60702,18848.38504,61.9497,9325.85696,28604.99017,26560.84239,1671.52358,12127.00035,1323.66401,17010.99944
2021-07-09 19:00:00,79061.46335,18836.24996,63.69814,9236.55997,28103.10324,26538.24735,1672.5359,3437.00009,1336.55551,14722.99965
2021-07-09 20:00:00,77267.32886,18892.17801,66.14884,9355.57187,27613.55357,26460.37031,1679.49955,213,1329.11501,14520.99983
2021-07-09 21:00:00,73943.23147,18941.59995,67.59386,9392.73303,25607.88052,26450.40991,1685.76513,0,1332.00771,15069.00032
2021-07-09 22:00:00,68724.16552,18950.15599,68.82861,9269.724,23726.88443,26317.55628,1680.6302,0,1345.8849,20192.0004
2021-07-09 23:00:00,64590.33312,18875.76196,69.96702,9195.33189,22195.42151,26296.45033,1681.07077,0,1346.86319,34617.00054
2021-07-10 00:00:00,67687.22497,18919.47636,67.9308,9534.6052,28684.24897,25998.26654,1669.13396,0,1365.62771,22009.15602
2021-07-10 01:00:00,67104.90247,18931.71865,69.03791,9469.96482,28436.11348,25996.86513,1638.78202,0,1363.3301,21573.18515
2021-07-10 02:00:00,67939.24176,18948.41408,69.87644,9355.93818,28405.94248,25952.27127,1649.37144,0,1354.43972,21513.02755
2021-07-10 03:00:00,69037.38082,18987.73238,70.11544,9483.10717,28137.15412,26035.07445,1643.19195,0,1350.46482,21514.21929
2021-07-10 04:00:00,69915.53708,18979.79075,69.87344,9368.05462,27662.12692,26115.46205,1643.19517,3620.69669,1350.69066,20547.13906
2021-07-10 05:00:00,69701.06515,18971.8473,68.80801,9252.02705,26947.23526,26175.81924,1658.4395,14879.00199,1344.21376,19893.66208
2021-07-10 06:00:00,69991.5599,18987.94862,67.88401,9218.74782,26072.07241,26235.29087,1682.87434,32126.15797,1337.40337,19276.18255
2021-07-10 07:00:00,69199.84489,19018.91332,66.68125,9199.61176,25269.70348,26288.19091,1702.3583,52335.2879,1336.0434,18575.92046
2021-07-10 08:00:00,68274.40589,19015.1485,64.08192,9122.65762,24487.3153,26385.11781,1725.49849,69527.36558,1336.84368,18118.65705
2021-07-10 09:00:00,66627.94973,18996.79501,61.51145,9190.58431,23440.20976,26394.87509,1720.44711,80192.81782,1341.08805,16930.84172
2021-07-10 10:00:00,64387.36004,19026.65069,58.72199,9241.54886,22615.08079,26359.32101,1730.79696,82779.14595,1348.09731,16268.91228
2021-07-10 11:00:00,61278.13448,19042.67953,57.10468,9342.32341,21617.63006,26273.34529,1720.69376,79322.05719,1347.7386,15901.83148
2021-07-10 12:00:00,59094.57593,19041.95304,55.31434,9319.07719,20796.0672,26312.60238,1702.12915,71573.32293,1352.0832,16078.04494
2021-07-10 13:00:00,56818.76359,19048.2354,54.29608,9224.3952,20376.53693,26304.96841,1702.57902,61681.44945,1359.66497,16321.10431
2021-07-10 14:00:00,54563.34607,19057.78534,53.9535,9209.53611,20307.8602,26337.79127,1693.91695,51348.82427,1357.0309,16232.25551
2021-07-10 15:00:00,53111.68613,19073.21703,53.96521,9225.46835,20654.32897,26373.75599,1675.76808,39919.20508,1352.16044,16674.80848
2021-07-10 16:00:00,52165.2279,19098.86748,53.80741,9153.61611,20949.35429,26376.70203,1673.20538,29943.88284,1350.29641,17362.63187
2021-07-10 17:00:00,52366.47511,19114.71643,54.80657,9176.95645,21427.06842,26360.09697,1670.34861,22721.71496,1348.35992,17961.60233
2021-07-10 18:00:00,52825.8288,19155.65644,55.93931,9208.69337,21879.06162,26307.18524,1679.57822,17506.91946,1351.76309,18697.71842
2021-07-10 19:00:00,54561.64475,19160.3977,57.82844,9143.15646,22472.59716,26315.60541,1694.43563,12913.71589,1351.10579,19735.07769
2021-07-10 20:00:00,57016.52747,19166.64717,59.31404,9140.21648,22979.91209,26287.97171,1698.52965,9531.10701,1358.40142,20795.65088
2021-07-10 21:00:00,59103.27899,19156.1007,61.43738,9156.55101,23151.88503,26298.5941,1695.73603,6803.6196,1353.48231,21410.84764
2021-07-10 22:00:00,60121.0244,19123.0816,63.56115,9102.66755,23309.38647,26242.79625,1706.00744,4231.47021,1350.62078,22259.19199
2021-07-10 23:00:00,60727.37239,19128.4125,65.43349,9043.71271,23624.04533,26261.73651,1716.56117,0,1342.39377,23438.61554
2021-07-11 00:00:00,64335.02594,19089.85053,61.77271,9271.89973,23029.73891,25715.12054,1698.81508,0,1339.53926,21053.22896
2021-07-11 01:00:00,64164.53584,19103.05911,62.76651,9210.45518,22776.07189,25716.5541,1666.44783,0,1337.36375,22179.07979
2021-07-11 02:00:00,64612.08199,19118.63719,63.68866,9103.41799,22679.39186,25676.80235,1675.41528,0,1327.92117,24083.07868
2021-07-11 03:00:00,64974.80054,19155.98719,64.21367,9223.77704,22413.78099,25761.97141,1667.91821,0,1323.60241,26362.7198
