Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,wind,biomass
43560,2023-12-21 00:00:00,188.17,3387.0,7099.0,5585.0,5666.0,0.0,5734.0,167.0
43561,2023-12-21 01:00:00,186.72,3391.0,7152.0,5586.0,5561.0,0.0,6112.0,172.0
43562,2023-12-21 02:00:00,179.68,3295.0,7059.0,5580.0,5128.0,0.0,7246.0,165.0
43563,2023-12-21 03:00:00,188.08,3429.0,7183.0,5577.0,5733.0,0.0,5899.0,166.0
43564,2023-12-21 04:00:00,185.1,3420.0,7200.0,5578.0,6077.0,0.0,5992.0,167.0
43565,2023-12-21 05:00:00,180.65,3425.0,7426.0,5577.0,7003.0,0.0,6022.0,166.0
43566,2023-12-21 06:00:00,182.96,3510.0,7421.0,5577.0,7986.0,74.0,4849.0,170.0
43567,2023-12-21 07:00:00,190.8,3705.0,7432.0,5430.0,8555.0,519.0,3361.0,168.0
43568,2023-12-21 08:00:00,192.6,3522.0,7444.0,5217.0,8745.0,1209.0,1895.0,166.0
43569,2023-12-21 09:00:00,199.79,3342.0,7477.0,5381.0,7784.0,1444.0,966.0,166.0
43570,2023-12-21 10:00:00,205.25,3387.0,7490.0,5311.0,7298.0,1752.0,642.0,164.0
43571,2023-12-21 11:00:00,213.06,3438.0,7497.0,5390.0,6828.0,1620.0,347.0,163.0
43572,2023-12-21 12:00:00,212.16,3442.0,7485.0,5326.0,7541.0,1178.0,254.0,158.0
43573,2023-12-21 13:00:00,225.75,3879.0,7511.0,5209.0,7662.0,535.0,411.0,162.0
43574,2023-12-21 14:00:00,228.56,4080.0,7545.0,5287.0,7868.0,71.0,767.0,163.0
43575,2023-12-21 15:00:00,223.44,4063.0,7539.0,5354.0,8052.0,0.0,1131.0,165.0
43576,2023-12-21 16:00:00,208.52,3957.0,7533.0,5452.0,9068.0,12.0,1603.0,164.0
43577,2023-12-21 17:00:00,193.81,3447.0,7517.0,5463.0,8967.0,0.0,2311.0,162.0
43578,2023-12-21 18:00:00,196.21,3452.0,7531.0,5519.0,8420.0,0.0,2491.0,159.0
43579,2023-12-21 19:00:00,196.83,3446.0,7514.0,5524.0,8575.0,0.0,2212.0,160.0
43580,2023-12-21 20:00:00,204.21,3932.0,7538.0,5533.0,8416.0,0.0,2714.0,159.0
43581,2023-12-21 21:00:00,204.43,4019.0,7342.0,5540.0,8037.0,0.0,3126.0,165.0
43582,2023-12-21 22:00:00,215.75,4018.0,7244.0,5540.0,6353.0,0.0,3258.0,164.0
43583,2023-12-21 23:00:00,216.64,4028.0,7307.0,5540.0,6516.0,0.0,3051.0,168.0
